outer,start_objective,c,k,beta,post_objective,delta,improves,e_rel_to_exact,linear_residual_approx
20,109.57278813537108,2,300,1.0,109.64756343883562,0.0747753034645342,False,0.6751891055916381,3713005.263669911
20,109.57278813537108,2,300,0.95,109.3094513255584,-0.26333680981268515,True,0.6751891055916381,3713005.263669911
20,109.57278813537108,2,300,0.9,109.0100843105522,-0.5627038248188825,True,0.6751891055916381,3713005.263669911
20,109.57278813537108,2,300,0.8,108.52516174496516,-1.0476263904059238,True,0.6751891055916381,3713005.263669911
20,109.57278813537108,2,300,0.7,108.1879846851382,-1.38480345023288,True,0.6751891055916381,3713005.263669911
20,109.57278813537108,2,300,0.5,107.9379156604909,-1.6348724748801828,True,0.6751891055916381,3713005.263669911
20,109.57278813537108,2,300,0.3,108.22255998054446,-1.350228154826624,True,0.6751891055916381,3713005.263669911
20,109.57278813537108,2,300,0.2,108.55399418838174,-1.0187939469893479,True,0.6751891055916381,3713005.263669911
20,109.57278813537108,2,300,0.1,109.00553729374498,-0.5672508416261053,True,0.6751891055916381,3713005.263669911
20,109.57278813537108,2,300,0.05,109.27497203270924,-0.2978161026618409,True,0.6751891055916381,3713005.263669911
20,109.57278813537108,4,200,1.0,110.37861581526677,0.8058276798956854,False,0.586309785653063,4024409.790591118
20,109.57278813537108,4,200,0.95,109.9258884757916,0.35310034042051086,False,0.586309785653063,4024409.790591118
20,109.57278813537108,4,200,0.9,109.52299303184714,-0.049795103523948114,True,0.586309785653063,4024409.790591118
20,109.57278813537108,4,200,0.8,108.86226128154391,-0.7105268538271758,True,0.586309785653063,4024409.790591118
20,109.57278813537108,4,200,0.7,108.38764631349866,-1.1851418218724206,True,0.586309785653063,4024409.790591118
20,109.57278813537108,4,200,0.5,107.96246056504823,-1.610327570322852,True,0.586309785653063,4024409.790591118
20,109.57278813537108,4,200,0.3,108.18040503728409,-1.3923830980869951,True,0.586309785653063,4024409.790591118
20,109.57278813537108,4,200,0.2,108.51029589748755,-1.0624922378835322,True,0.586309785653063,4024409.790591118
20,109.57278813537108,4,200,0.1,108.97697933626326,-0.5958087991078287,True,0.586309785653063,4024409.790591118
20,109.57278813537108,4,200,0.05,109.25921609015647,-0.3135720452146131,True,0.586309785653063,4024409.790591118
20,109.57278813537108,4,300,1.0,110.03147978734317,0.4586916519720887,False,0.5499232228211266,3678459.0693098847
20,109.57278813537108,4,300,0.95,109.62434326778309,0.05155513241200538,False,0.5499232228211266,3678459.0693098847
20,109.57278813537108,4,300,0.9,109.2646190003416,-0.3081691350294875,True,0.5499232228211266,3678459.0693098847
20,109.57278813537108,4,300,0.8,108.68256540415194,-0.89022273121914,True,0.5499232228211266,3678459.0693098847
20,109.57278813537108,4,300,0.7,108.27575735761238,-1.2970307777587067,True,0.5499232228211266,3678459.0693098847
20,109.57278813537108,4,300,0.5,107.95060731608496,-1.622180819286129,True,0.5499232228211266,3678459.0693098847
20,109.57278813537108,4,300,0.3,108.21657953864006,-1.3562085967310225,True,0.5499232228211266,3678459.0693098847
20,109.57278813537108,4,300,0.2,108.54940624881073,-1.0233818865603581,True,0.5499232228211266,3678459.0693098847
20,109.57278813537108,4,300,0.1,109.00420757383412,-0.5685805615369617,True,0.5499232228211266,3678459.0693098847
20,109.57278813537108,4,300,0.05,109.27478003712051,-0.29800809825057684,True,0.5499232228211266,3678459.0693098847
20,109.57278813537108,5,200,1.0,109.31906317339153,-0.2537249619795574,True,0.43626337850842223,4165829.321532082
20,109.57278813537108,5,200,0.95,109.12581865992347,-0.44696947544761656,True,0.43626337850842223,4165829.321532082
20,109.57278813537108,5,200,0.9,108.94842314568709,-0.6243649896839969,True,0.43626337850842223,4165829.321532082
20,109.57278813537108,5,200,0.8,108.64481313849919,-0.927974996871896,True,0.43626337850842223,4165829.321532082
20,109.57278813537108,5,200,0.7,108.41565823309101,-1.1571299022800758,True,0.43626337850842223,4165829.321532082
20,109.57278813537108,5,200,0.5,108.2116703996407,-1.3611177357303887,True,0.43626337850842223,4165829.321532082
20,109.57278813537108,5,200,0.3,108.40088554881434,-1.1719025865567403,True,0.43626337850842223,4165829.321532082
20,109.57278813537108,5,200,0.2,108.6641765315795,-0.9086116037915843,True,0.43626337850842223,4165829.321532082
20,109.57278813537108,5,200,0.1,109.05174946713848,-0.521038668232606,True,0.43626337850842223,4165829.321532082
20,109.57278813537108,5,200,0.05,109.29500178621562,-0.27778634915546263,True,0.43626337850842223,4165829.321532082
21,107.9379156604909,2,300,1.0,110.05465233164077,2.116736671149866,False,0.2972276614019413,4683534.933107759
21,107.9379156604909,2,300,0.95,109.8432332612188,1.9053176007278978,False,0.2972276614019413,4683534.933107759
21,107.9379156604909,2,300,0.9,109.64316512424617,1.7052494637552655,False,0.2972276614019413,4683534.933107759
21,107.9379156604909,2,300,0.8,109.27692185928844,1.3390061987975344,False,0.2972276614019413,4683534.933107759
21,107.9379156604909,2,300,0.7,108.955604074288,1.017688413797103,False,0.2972276614019413,4683534.933107759
21,107.9379156604909,2,300,0.5,108.44647998514053,0.5085643246496261,False,0.2972276614019413,4683534.933107759
21,107.9379156604909,2,300,0.3,108.11328073301561,0.17536507252471267,False,0.2972276614019413,4683534.933107759
21,107.9379156604909,2,300,0.2,108.01187566146933,0.07396000097843114,False,0.2972276614019413,4683534.933107759
21,107.9379156604909,2,300,0.1,107.95352264297509,0.01560698248418646,False,0.2972276614019413,4683534.933107759
21,107.9379156604909,2,300,0.05,107.9403949538893,0.0024792933983945886,False,0.2972276614019413,4683534.933107759
21,107.9379156604909,4,200,1.0,220.58090953598204,112.64299387549114,False,0.25488139643045193,35122962.99056529
21,107.9379156604909,4,200,0.95,209.6675791072431,101.72966344675221,False,0.25488139643045193,35122962.99056529
21,107.9379156604909,4,200,0.9,199.3026118845584,91.36469622406749,False,0.25488139643045193,35122962.99056529
21,107.9379156604909,4,200,0.8,180.22278736213246,72.28487170164156,False,0.25488139643045193,35122962.99056529
21,107.9379156604909,4,200,0.7,163.3514849753219,55.41356931483101,False,0.25488139643045193,35122962.99056529
21,107.9379156604909,4,200,0.5,136.274709662606,28.3367940021151,False,0.25488139643045193,35122962.99056529
21,107.9379156604909,4,200,0.3,118.15294580069154,10.21503014020064,False,0.25488139643045193,35122962.99056529
21,107.9379156604909,4,200,0.2,112.47545781326713,4.537542152776226,False,0.25488139643045193,35122962.99056529
21,107.9379156604909,4,200,0.1,109.06706693283832,1.1291512723474142,False,0.25488139643045193,35122962.99056529
21,107.9379156604909,4,200,0.05,108.21695191986475,0.27903625937385357,False,0.25488139643045193,35122962.99056529
21,107.9379156604909,4,300,1.0,147.57217052590426,39.634254865413354,False,0.23276557107294726,20995152.60477403
21,107.9379156604909,4,300,0.95,143.75753622658814,35.81962056609724,False,0.23276557107294726,20995152.60477403
21,107.9379156604909,4,300,0.9,140.1304654048023,32.19254974431139,False,0.23276557107294726,20995152.60477403
21,107.9379156604909,4,300,0.8,133.4425761945144,25.5046605340235,False,0.23276557107294726,20995152.60477403
21,107.9379156604909,4,300,0.7,127.5156405095064,19.577724849015496,False,0.23276557107294726,20995152.60477403
21,107.9379156604909,4,300,0.5,117.97328894948524,10.035373288994336,False,0.23276557107294726,20995152.60477403
21,107.9379156604909,4,300,0.3,111.56094662589331,3.623030965402407,False,0.23276557107294726,20995152.60477403
21,107.9379156604909,4,300,0.2,109.54660396251961,1.6086883020287104,False,0.23276557107294726,20995152.60477403
21,107.9379156604909,4,300,0.1,108.3364970734529,0.39858141296200245,False,0.23276557107294726,20995152.60477403
21,107.9379156604909,4,300,0.05,108.03530922917018,0.09739356867927995,False,0.23276557107294726,20995152.60477403
21,107.9379156604909,5,200,1.0,157.03381047080552,49.09589481031462,False,0.33315409774308913,23878650.488651197
21,107.9379156604909,5,200,0.95,152.42931636380774,44.49140070331684,False,0.33315409774308913,23878650.488651197
21,107.9379156604909,5,200,0.9,148.03354100728714,40.09562534679624,False,0.33315409774308913,23878650.488651197
21,107.9379156604909,5,200,0.8,139.87965738691108,31.941741726420176,False,0.33315409774308913,23878650.488651197
21,107.9379156604909,5,200,0.7,132.59530588824757,24.657390227756665,False,0.33315409774308913,23878650.488651197
21,107.9379156604909,5,200,0.5,120.72878155097412,12.790865890483218,False,0.33315409774308913,23878650.488651197
21,107.9379156604909,5,200,0.3,112.62312709892714,4.685211438436241,False,0.33315409774308913,23878650.488651197
21,107.9379156604909,5,200,0.2,110.04061092432767,2.1026952638367646,False,0.33315409774308913,23878650.488651197
21,107.9379156604909,5,200,0.1,108.47069295675576,0.5327772962648538,False,0.33315409774308913,23878650.488651197
21,107.9379156604909,5,200,0.05,108.07312002893663,0.13520436844572714,False,0.33315409774308913,23878650.488651197
