outer,direct_objective,c1_objective,c2_objective,c1_minus_direct,c2_minus_direct,direct_rms_translation,c1_rms_translation,c2_rms_translation,direct_rms_angle,c1_rms_angle,c2_rms_angle
0,602585.0441299444,602585.0441299444,602585.0441299444,0.0,0.0,100.07173463021118,100.07173463021118,100.07173463021118,0.3696037132425942,0.3696037132425942,0.3696037132425942
1,84336.1907929816,28212.24410741674,26984.73423915783,-56123.94668556485,-57351.456553823766,46.910361401067064,36.255140723232046,36.37492852261194,0.21826304738278304,0.2390561272935802,0.20404841581454133
2,801.0644036306571,1013.5556017223233,1194.901584285639,212.4911980916662,393.8371806549819,54.20554270832044,40.17398513824608,54.63589917558245,0.2391801437246549,0.23710475775416526,0.26064255367861766
3,592.8567902704344,695.6116424612611,602.6410466609077,102.75485219082668,9.784256390473274,53.780782200291824,48.06394142657781,50.09807423329632,0.23952917898701911,0.25309412026648914,0.24307305907818558
5,592.8366092009369,679.8912918295274,593.394597876784,87.05468262859051,0.5579886758471275,53.699325793712354,60.41882887974295,53.686587600398276,0.23944706657767564,0.27125860524435985,0.24188251845937314
10,592.8366091980176,678.0817152157721,593.1209508190685,85.24510601775444,0.2843416210508849,53.698452096300365,59.53006456515844,53.805566055430134,0.23944471033819825,0.25214860802151473,0.2388405766647417
20,592.8366091994278,677.7935791721146,593.1209192966215,84.9569699726868,0.2843100971937247,53.694885480017966,58.31109144396452,53.81100289081075,0.23943513391373517,0.24599149214838625,0.23881451666781334
