outer,trial,accepted,damping,nonlinear_objective_before,nonlinear_objective_after,actual_reduction,predicted_reduction,rho,step_norm,gradient_inf_norm,linear_residual_norm
35,1,False,0.001371940912373596,8254.041686355384,8656.925429479143,-402.8837431237589,1405.5544027310957,-0.2866368902839521,109.02363734046018,34906.17043954837,8.139704333597531e-10
35,2,False,0.002743881824747192,8254.041686355384,8342.34894882566,-88.30726247027633,1211.7144684789723,-0.0728779467172045,86.20223612354064,34906.17043954837,2.4900709736039424e-10
35,3,True,0.010975527298988768,8254.041686355384,7710.390765363532,543.6509209918513,967.1772014995311,0.5621006369349525,48.67812204728168,34906.17043954837,5.710876565574092e-11
36,1,True,0.010954499028977077,7710.390765363532,7434.456864725116,275.93390063841616,327.92875347790203,0.8414446665989306,22.968090779533092,1224.547239063067,1.1630423241275103e-10
37,1,True,0.007465960624855103,7434.456864725116,7358.294046860377,76.16281786473883,111.60195672488359,0.6824505600066867,17.049015359953046,1106.1691964961478,1.4744042951005884e-10
38,1,True,0.007103207398089781,7358.294046860377,7281.953409837592,76.34063702278581,98.830142476632,0.7724428510344024,15.406056625362117,1273.6644766213276,9.10456152462354e-11
39,1,True,0.005954073247358991,7281.953409837592,7200.804444600223,81.14896523736843,99.04942349825505,0.8192775118857509,15.17666128854136,1282.7060729327325,1.5690651316835527e-10
40,1,True,0.004403796792627303,7200.804444600223,7097.661335763864,103.1431088363588,121.19964366110787,0.8510182515450474,18.278616893491233,1402.3737842584346,2.5944988698372435e-10
41,1,True,0.002880072632735941,7097.661335763864,6951.450961656518,146.21037410734607,174.1795445489636,0.8394233346169123,25.90905773704675,1753.8164788088607,2.786857740844182e-10
42,1,True,0.001979085653344133,6951.450961656518,6766.521771631115,184.92919002540293,248.64369903717392,0.7437517650417305,37.54419333852727,2742.916421971464,4.154061570032445e-10
43,1,True,0.0017497889108014752,6766.521771631115,6617.4434451844645,149.07832644665086,319.0969412583283,0.46718820261571525,50.845273510937396,4379.652657823729,5.927052238861595e-10
44,1,False,0.0017502834101344508,6617.4434451844645,6680.673479937695,-63.23003475323094,444.9306284127612,-0.14211211976751703,65.57037026798298,4756.102628813359,7.403061909332314e-10
44,2,False,0.0035005668202689015,6617.4434451844645,6619.298449186421,-1.8550040019563312,330.53179885370605,-0.005612180154495087,49.26529714657252,4756.102628813359,1.4602853710741092e-10
44,3,True,0.014002267281075606,6617.4434451844645,6505.675054500965,111.76839068349909,198.99179780926147,0.5616733549522068,24.854414001132636,4756.102628813359,7.094601452811382e-11
45,1,True,0.013975989960897396,6505.675054500965,6453.974513447732,51.70054105323379,63.823697336036965,0.810052428975185,10.279376275572867,854.2966859039308,5.8179371897917226e-11
46,1,True,0.010643429932366152,6453.974513447732,6416.165625883254,37.80888756447803,42.09105128525048,0.8982642725706164,8.159201830183829,850.3822650065063,6.024899486593458e-11
47,1,True,0.005264626936930192,6416.165625883254,6345.9862846649485,70.17934121830513,72.92879645299672,0.9622994568892461,12.903571016223548,849.47716803805,1.1355173545272714e-10
48,1,True,0.0017548756456433972,6345.9862846649485,6148.118018878631,197.86826578631735,202.63502491664488,0.9764761342108139,36.65404352941615,1098.986429199367,2.4718297449985836e-10
49,1,True,0.000584958548547799,6148.118018878631,5646.8052981643295,501.3127207143016,527.6907630953161,0.9500123098113622,108.9507338791439,3758.058003042346,1.1667837407253188e-09
50,1,True,0.00019498618284926632,5646.8052981643295,4787.117690365837,859.6876077984925,1123.8660672548995,0.7649377740341637,319.33692193027343,19658.260854095297,2.208641185169109e-09
51,1,True,0.00016597766940505739,4787.117690365837,4011.9259090010855,775.1917813647515,1141.0845031086565,0.6793465157513721,359.3825575470516,58852.82291434619,1.3247462671980536e-09
52,1,False,0.00015831785087803225,4011.9259090010855,4585.988896172174,-574.062987171088,1051.3797834918587,-0.5460091550024875,313.2594541573854,18462.320349314286,1.91014502945803e-09
52,2,False,0.0003166357017560645,4011.9259090010855,4279.843089340052,-267.9171803389663,832.1076719897268,-0.3219741739651621,199.6237773411064,18462.320349314286,5.530204039344666e-10
52,3,False,0.001266542807024258,4011.9259090010855,4132.320861100722,-120.39495209963661,579.3627268206501,-0.20780582962304817,96.55049331253502,18462.320349314286,7.699402561996723e-11
52,4,True,0.010132342456194064,4011.9259090010855,3788.7755234181186,223.15038558296692,401.67490670970767,0.5555497290355724,38.084450748121185,18462.320349314286,2.085869944424961e-11
53,1,True,0.010118447867949134,3788.7755234181186,3707.7976929035713,80.97783051454735,118.28846628686956,0.6845792582867919,18.20273499450803,356.51569594017644,1.3505275228800653e-11
54,1,True,0.009609407088866323,3707.7976929035713,3682.4935012395817,25.304191663989513,41.45727998282665,0.6103678696352384,13.121993962816362,294.1413364053378,1.773043625518814e-11
55,1,True,0.009506056118604566,3682.4935012395817,3663.923852776211,18.569648463370868,25.570359841349497,0.7262177215567428,9.971288175290036,305.1796780571803,1.650566226903577e-11
56,1,True,0.008625675987705864,3663.923852776211,3647.0192883470954,16.904564429115453,20.458953844993697,0.8262672938798382,8.917500546087032,298.23594488605323,1.330052911811214e-11
57,1,True,0.006229030764448407,3647.0192883470954,3625.6806000554902,21.338688291605195,23.534532857787475,0.9066969130234643,10.872372053712153,306.59702322144676,2.706595506970836e-11
58,1,True,0.0028768834910203474,3625.6806000554902,3582.77039793987,42.91020211562045,45.23386241659099,0.948630070994816,20.920635416171002,315.4507329193423,9.21246034015049e-11
59,1,True,0.0009589611636734491,3582.77039793987,3467.6944062790735,115.07599166079626,119.30610210711889,0.9645440562417786,56.95853668883455,464.3995592106644,2.2476757956897197e-10
60,1,True,0.000319653721224483,3467.6944062790735,3227.702334427831,239.9920718512426,280.3819712769087,0.8559468740385717,147.3880653306112,2290.6536498622722,2.1078875225679047e-10
61,1,True,0.00020432823311545477,3227.702334427831,3174.663701608869,53.038632818962014,338.01845385404454,0.15691046513650983,171.93265583139222,16245.964567114615,3.6426914658898086e-10
62,1,True,0.0002703429522581999,3174.663701608869,2994.3676549277698,180.29604668109914,468.3715349243927,0.3849423657016296,106.37654028531618,36815.864431712645,2.2414039437891272e-10
63,1,False,0.0002736371628549943,2994.3676549277698,3102.0302407885424,-107.66258586077265,457.6755586406309,-0.23523778761651076,85.4691584062374,26338.78091900903,1.7516671363227172e-10
63,2,True,0.0005472743257099886,2994.3676549277698,2840.1487455469046,154.21890938086517,404.20564311702105,0.38153576528919825,69.05473798050495,26338.78091900903,7.585044875698233e-11
64,1,False,0.0005545530760120244,2840.1487455469046,3021.0209980969144,-180.87225255000976,382.81560385174026,-0.4724787880382727,94.8851577984284,8983.386158281113,1.4521756055208702e-10
64,2,False,0.0011091061520240488,2840.1487455469046,2943.5402976933947,-103.39155214649008,347.14612016462024,-0.2978329473982332,76.8521374242896,8983.386158281113,5.0007769773686695e-11
64,3,True,0.004436424608096195,2840.1487455469046,2776.3608753643052,63.78787018259936,291.17659626537136,0.2190693585979851,47.999444220615125,8983.386158281113,9.292031763242906e-12
65,1,True,0.0052233262016623235,2776.3608753643052,2697.1557285521635,79.20514681214172,191.34354379269075,0.41394209202039106,30.46113563124198,297.42744688737565,1.071592568302267e-11
66,1,True,0.005249958551624058,2697.1557285521635,2672.8142106508885,24.341517901274983,98.82335231976253,0.24631342015714242,23.83650995854585,196.13565500791583,6.6047758328905284e-12
67,1,True,0.005935665171034352,2672.8142106508885,2643.803721252102,29.010489398786376,71.20787891121459,0.4074056107605459,18.56545520128252,203.80685611847122,7.65584603317276e-12
68,1,True,0.005973362744453489,2643.803721252102,2628.9085047989047,14.895216453197463,39.44236684629415,0.3776450969903435,13.903928734400806,175.37127423716967,1.2531133785207567e-11
69,1,True,0.006060895985114507,2628.9085047989047,2616.6146564830947,12.29384831581001,26.28822342763679,0.4676561103359117,11.243997949974005,192.25037851900018,7.80525454403094e-12
70,1,True,0.006062536588329482,2616.6146564830947,2607.2143018759925,9.400354607102145,17.61185807812935,0.5337514398197221,8.489426796826692,179.89658729769366,7.409271591861383e-12
71,1,True,0.006060671835509051,2607.2143018759925,2598.711261103426,8.503040772566692,13.24222762924905,0.6421155873944819,7.297763481278053,189.98548224307524,6.5967624529668736e-12
72,1,True,0.005921504952766345,2598.711261103426,2590.7415942725797,7.9696668308461085,10.787803929697269,0.738766377548517,5.818024810700538,182.50233985625673,5.155835400863305e-12
73,1,True,0.0052766803555524665,2590.7415942725797,2582.289265033646,8.452329238933544,10.19702668541937,0.8289013552371544,5.784958858324887,190.8187318311952,8.459969702144308e-12
74,1,True,0.003774757027773802,2582.289265033646,2571.147259740759,11.142005292887006,12.566605912168116,0.8866360074280929,6.66078887543938,202.05433792455295,1.7366200863879874e-11
75,1,True,0.0020293935593546897,2571.147259740759,2552.0315666763195,19.11569306443971,21.216692747818755,0.9009742136368052,11.352344327190883,311.32565607573474,1.981724605927875e-11
76,1,True,0.0009827336301111544,2552.0315666763195,2522.6636751161072,29.36789156021223,40.53650510178093,0.7244801071644921,21.802690726303485,893.7430349827544,3.974288974279516e-11
77,1,True,0.0008938013579658915,2522.6636751161072,2488.7951547458833,33.868520370223905,53.7250654317724,0.6304044508467819,24.697070360602133,3150.51662582285,2.4023386242837465e-11
78,1,True,0.0008779448247755653,2488.7951547458833,2455.365840583572,33.42931416231113,65.20196842724276,0.5127040635224696,27.683892639567677,3517.942460733328,4.944752896359435e-11
79,1,True,0.0008779304240232765,2455.365840583572,2430.1117293657694,25.2541112178028,83.59713315550067,0.3020930295639102,33.623897123644,3366.5327935543082,3.04947320292872e-11
80,1,True,0.0009323723346686449,2430.1117293657694,2422.4756847516423,7.636044614127059,117.58364627575622,0.06494138305780268,42.77452576744509,3734.0154025222937,3.950676027156089e-11
81,1,False,0.0015465905479070043,2422.4756847516423,2423.728449090334,-1.252764338691577,172.03214498462393,-0.007282152639575283,48.80202431188916,2678.3413055921114,2.4605550961886157e-11
81,2,True,0.0030931810958140086,2422.4756847516423,2389.445778924627,33.02990582701523,154.01590166416736,0.21445776358234195,39.399521993051366,2678.3413055921114,6.655465159783322e-12
82,1,True,0.003669292409889898,2389.445778924627,2351.4493979044523,37.996381020174795,130.08034921668343,0.29209931591497895,32.30022926782923,565.3560072733503,7.024285998573923e-12
83,1,True,0.003933071317020739,2351.4493979044523,2306.911515132254,44.53788277219837,109.32077327131793,0.40740548607044663,28.213886618939892,370.8163688933935,4.980256597639856e-12
84,1,True,0.003958050462482386,2306.911515132254,2245.267727201285,61.643787930968756,98.70201897471588,0.6245443464207131,24.670049667300397,385.8520025676359,7.845771250494921e-12
85,1,True,0.0038968797741357284,2245.267727201285,2156.237018306089,89.03070889519631,102.16676410574036,0.8714253571058733,22.822016284061284,602.6943933962373,5.943518300778548e-12
86,1,True,0.0022994504852984748,2156.237018306089,2064.8770127645053,91.36000554158363,116.70895189702075,0.782802039231712,25.068741007210242,951.2746998570752,1.742564308886341e-11
87,1,True,0.001883385029628611,2064.8770127645053,1997.8868326490651,66.99018011544013,135.10535695465944,0.4958365946801179,31.466025432676894,2112.7273557829308,1.477617171940796e-11
88,1,True,0.0018833861169931846,1997.8868326490651,1922.250590733783,75.6362419152822,166.52612645624714,0.45420045205431936,36.05503875890053,2336.2886247468027,1.1327825419834637e-11
89,1,True,0.0018848335981739822,1922.250590733783,1886.5461426733282,35.70444806045475,196.2021797139106,0.18197783588600638,42.6882918110237,1745.8683208374139,1.559201153010335e-11
90,1,True,0.0023698262598980694,1886.5461426733282,1811.4997095763067,75.04643309702146,257.4031785864055,0.29155208381325315,42.69312891714284,3607.5678986918415,1.0509452145023709e-11
91,1,False,0.0025415376753959705,1811.4997095763067,2900.0819262913687,-1088.582216715062,272.2849485283051,-3.997952228350586,44.04100308036036,3912.482689951143,9.986238060160654e-12
91,2,False,0.005083075350791941,1811.4997095763067,1882.7633784013651,-71.2636688250584,244.69207913133005,-0.2912381515496874,33.86931664832822,3912.482689951143,3.62920898486205e-12
91,3,True,0.020332301403167764,1811.4997095763067,1646.9524186241993,164.54729095210746,190.22383969954703,0.8650192910205423,17.270919131283957,3912.482689951143,1.8326473016038712e-12
92,1,False,0.012421436323026913,1646.9524186241993,1779.2009499702087,-132.24853134600949,43.13476160502418,-3.065938617140883,9.752285710082788,1284.0238895360883,2.3365142299402083e-12
92,2,False,0.024842872646053827,1646.9524186241993,1648.009736074837,-1.057317450637811,33.43155639530416,-0.031626330468608486,6.528427788968183,1284.0238895360883,7.953973639368002e-13
92,3,True,0.09937149058421531,1646.9524186241993,1628.5409533707261,18.411465253473125,19.020434172574575,0.9679834375190279,2.669523938334817,1284.0238895360883,2.7853529589720875e-13
93,1,False,0.033123830194738434,1628.5409533707261,1677.7782713775257,-49.23731800679957,21.44783007609729,-2.295678296224125,5.241410081733981,608.6358036912428,9.900254927647087e-13
93,2,False,0.06624766038947687,1628.5409533707261,1630.844943613925,-2.3039902431987684,14.507248919976533,-0.15881648242942642,3.2299604083100353,608.6358036912428,5.837795037354539e-13
93,3,True,0.26499064155790747,1628.5409533707261,1623.1303480428323,5.410605327893791,5.983223240716709,0.9042960809273888,1.064072866584301,608.6358036912428,1.59651465636688e-13
94,1,True,0.12489677622795044,1623.1303480428323,1614.8726605776478,8.257687465184517,8.634798223514586,0.9563266276097677,2.009844238711194,467.08993413452436,2.5232307310353596e-13
95,1,True,0.04163225874265014,1614.8726605776478,1598.7819833466276,16.09067723102021,15.626628476723637,1.0296960252806795,4.080363582426393,476.08033681813157,1.4881491810928137e-12
96,1,True,0.01387741958088338,1598.7819833466276,1579.2895049132312,19.4924784333964,24.98776643913512,0.7800808640050293,7.9246208310873385,493.7121540577735,3.774787529190308e-12
97,1,True,0.011438210553006449,1579.2895049132312,1556.3646964995255,22.924808413705705,30.064732366869933,0.7625149671702343,8.731880025345326,1541.6296713970385,3.3730703981638534e-12
98,1,True,0.009782782607330733,1556.3646964995255,1550.6892905725738,5.675405926951726,30.571679968871415,0.18564259251472334,10.191787899025528,1587.3462514560238,4.080526084886975e-12
99,1,True,0.01221399827130322,1550.6892905725738,1523.1676481769055,27.521642395668323,40.49466509513234,0.6796362516151927,8.072007759212122,2827.399759030163,3.022842244851171e-12
100,1,True,0.011647589729738896,1523.1676481769055,1499.4055564381592,23.76209173874622,24.83319843013622,0.956867952615795,6.753977016885101,2042.2237882621998,1.7236519587486212e-12
