base_label,c,k,cycle,cycle_start_linear_residual,pre_linear_residual,post_linear_residual,pre_residual_ratio_vs_cycle_start,post_residual_ratio_vs_cycle_start,cycle_start_objective,pre_objective,post_objective,delta_z_norm,delta_e_norm,e_post_norm,e_rel_to_exact
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer13,2,100,1,33881106.741346315,123435518.99119535,123435557.15015572,3.6431961899450767,3.6431973162058173,237.57615895219422,1633.9300208239983,1615.274866064011,2.4104620525267757,2.4104620525267753,1.9694683023162043,1.3147667886154484
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer13,2,100,2,123435557.15015572,34271378.74912694,34271386.954997964,0.2776459193799143,0.2776459858589031,1615.274866064011,214.99718484300845,219.31328659010367,4.225981571672199,4.225981571672199,1.0386179202104897,1.1648203938173285
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer13,2,200,1,33881106.741346315,12628483.38559192,12628492.202258607,0.3727293645393506,0.37272962476304267,237.57615895219422,124.93727938476925,124.17445721991953,2.2788953523038495,2.2788953523038495,1.8189828922478812,1.296339425244991
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer13,2,200,2,12628492.202258607,4588053.876614982,4588056.968372715,0.363309712919996,0.3633099577439768,124.17445721991953,109.6812822210344,110.07818382394822,3.9103945539398817,3.9103945539398817,1.0032031797353396,1.1616002704701396
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer13,2,300,1,33881106.741346315,2453819.3766117147,2453824.122424464,0.07242441621947468,0.07242455629201675,237.57615895219422,109.05762038363629,108.9858400422217,2.100724603921291,2.100724603921291,1.6598157993932725,1.2737580453583361
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer13,2,300,2,2453824.122424464,9257096.888538955,9257097.227699716,3.7725184963104117,3.7725186345276365,108.9858400422217,115.36442656652628,116.03778088533484,3.5105442955274837,3.5105442955274833,0.9391942621577505,1.150680396824717
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer13,3,50,1,33881106.741346315,2358834139.0076365,2358832464.634162,69.62092935792643,69.6208799388361,237.57615895219422,1332599.3833689285,1282548.773733039,2.8070752201160105,2.807075220116011,2.9078114107579522,1.3828015667244722
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer13,3,50,2,2358832464.634162,440988832.38229084,440988898.9235791,0.18695216340880955,0.1869521916182264,1282548.773733039,18444.256284311094,18268.593337838935,4.195607793005294,4.195607793005294,1.6052050129350504,1.2247101935628106
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer13,3,50,3,440988898.9235791,316973964.7227123,316974013.24446726,0.7187799182619381,0.7187800282913631,18268.593337838935,9807.6936203751,9662.28080990962,5.847607796875098,5.847607796875098,0.6985081880733163,1.1045358034099197
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer13,3,100,1,33881106.741346315,123435518.99119535,123435557.15015572,3.6431961899450767,3.6431973162058173,237.57615895219422,1633.9300208239983,1615.274866064011,2.4104620525267757,2.4104620525267753,1.9694683023162043,1.3147667886154484
