inner_cycle,e_rel_to_exact,pre_linear_residual_norm,post_linear_residual_norm,pre_objective,post_objective,objective_gap_to_exact_after_cycle,e_norm,pre_e_norm,delta_z_norm,delta_e_raw_norm,delta_e_norm,coarse_damping,outer,inner_cycles,pre_sweeps,basis_source
1,0.6818752984682191,41432138697.646614,41432142618.612366,6884077287.544553,2888435818.2979717,1986282496.2441,463.9033438582492,435.81115241351586,132.46942095957817,132.4694209595782,132.4694209595782,1.0,1,5,100,message_conditioned_information
2,0.6108125761251499,4009240840.102026,4009241685.8645372,17643077.599540565,981232273.1047337,79078951.05086195,480.99185034218,554.078235436409,190.62611916694698,190.626119166947,190.626119166947,1.0,1,5,100,message_conditioned_information
3,0.5440964893733123,1126318428.2285564,1126318535.1402254,5335526912.598938,647841097.9864175,-254312224.06745422,493.3655051160286,489.7613696238874,217.2883841358846,217.28838413588466,217.28838413588466,1.0,1,5,100,message_conditioned_information
4,0.4934000393791544,49987720.02885671,49987628.9011688,1503629499.5545063,301302893.4757622,-600850428.5781095,507.3171004208686,636.6640004997575,315.1354441314656,315.1354441314656,315.1354441314656,1.0,1,5,100,message_conditioned_information
5,0.44712034732004896,612536630.0795679,612536663.463355,10534557279.531227,287803223.498273,-614350098.5555987,514.4582669715098,598.95457261348,391.4869814177546,391.48698141775463,391.48698141775463,1.0,1,5,100,message_conditioned_information
1,0.6776173629418353,3539139625.5689354,3539139693.044292,80856119.09958929,4040487.125783105,-387055143.45469093,119.57795301522091,107.41458629634113,37.3288178489132,37.3288178489132,37.3288178489132,1.0,2,5,100,message_conditioned_information
2,0.5448106825959285,82687623.91544853,82687350.1520847,17547123.35056085,10760208.869587593,-380335421.7108864,145.60632385314813,153.15664438110915,20.676625756944862,20.67662575694486,20.67662575694486,1.0,2,5,100,message_conditioned_information
3,0.5215920063320071,273005341.3661756,273005357.8331546,197985236.65413362,18525565.849363893,-372570064.7311101,149.30893938242895,138.12763428362098,27.220603908882754,27.220603908882754,27.220603908882754,1.0,2,5,100,message_conditioned_information
4,0.4513488122718844,194104085.27569148,194104088.39416197,106399548.29440102,29405083.552677143,-361690547.02779686,162.74810214432807,173.41663654567182,40.20649640960471,40.206496409604696,40.206496409604696,1.0,2,5,100,message_conditioned_information
5,0.45059034132466386,105763967.14030941,105764017.78900085,809139936.268745,42986919.182428464,-348108711.39804554,161.4778562356269,162.17595163621922,55.19256041566807,55.19256041566807,55.19256041566807,1.0,2,5,100,message_conditioned_information
