c,k,beta,post_objective,x_rel_to_direct,objective_improvement,x_rel_improvement,linear_residual_approx,e_rel_to_exact,raw_full_step_objective,last_cycle_pre_residual_ratio,last_cycle_post_residual_ratio
5,300,0.2,108.66245705808883,0.005536307657382984,0.910331077282251,0.0007150920966774261,3847143.251613264,0.4376493036795685,108.85499446303625,1.0458563020336225,1.0458572948957745
5,300,0.1,109.05634963664804,0.005893502768799109,0.5164384987230477,0.0003578969852613013,3847143.251613264,0.4376493036795685,108.85499446303625,1.0458563020336225,1.0458572948957745
5,300,0.05,109.29865177499609,0.006072371281143455,0.274136360374996,0.00017902847291695508,3847143.251613264,0.4376493036795685,108.85499446303625,1.0458563020336225,1.0458572948957745
5,300,0.02,109.45923579502636,0.006179770059508189,0.11355234034472517,7.162969455222056e-05,3847143.251613264,0.4376493036795685,108.85499446303625,1.0458563020336225,1.0458572948957745
5,300,0.01,109.51535581555515,0.006215581926228383,0.057432319815930555,3.5817827832027374e-05,3847143.251613264,0.4376493036795685,108.85499446303625,1.0458563020336225,1.0458572948957745
5,300,0.005,109.54390732536025,0.006233490101430722,0.028880810010832647,1.790965262968812e-05,3847143.251613264,0.4376493036795685,108.85499446303625,1.0458563020336225,1.0458572948957745
5,300,0.002,109.56119621681644,0.0062442357165312596,0.011591918554643144,7.164037529150402e-06,3847143.251613264,0.4376493036795685,108.85499446303625,1.0458563020336225,1.0458572948957745
5,300,0.001,109.56698557073118,0.006247817705950442,0.005802564639907359,3.5820481099676366e-06,3847143.251613264,0.4376493036795685,108.85499446303625,1.0458563020336225,1.0458572948957745
10,50,1.0,1900108.1451798826,0.01572778142780633,-1899998.5723917473,-0.009476381673745923,4467599414.880443,2.5189623051478067,1900108.1451798826,1.581969790798997,1.5819701041753849
10,50,0.8,1220658.857690217,0.013632635080143816,-1220549.2849020816,-0.007381235326083406,4467599414.880443,2.5189623051478067,1900108.1451798826,1.581969790798997,1.5819701041753849
10,50,0.5,479866.66169243713,0.01059214551450979,-479757.08890430175,-0.00434074576044938,4467599414.880443,2.5189623051478067,1900108.1451798826,1.581969790798997,1.5819701041753849
10,50,0.3,173784.43485127055,0.008689146787906903,-173674.86206313517,-0.002437747033846493,4467599414.880443,2.5189623051478067,1900108.1451798826,1.581969790798997,1.5819701041753849
10,50,0.2,77643.34781821293,0.007802470637650593,-77533.77503007757,-0.0015510708835901827,4467599414.880443,2.5189623051478067,1900108.1451798826,1.581969790798997,1.5819701041753849
10,50,0.1,19688.350988228696,0.006981269207443806,-19578.778200093326,-0.0007298694533833961,4467599414.880443,2.5189623051478067,1900108.1451798826,1.581969790798997,1.5819701041753849
10,50,0.05,5090.033585404138,0.0066029364858494165,-4980.460797268766,-0.0003515367317890065,4467599414.880443,2.5189623051478067,1900108.1451798826,1.581969790798997,1.5819701041753849
10,50,0.02,946.0893351587204,0.0063885082743869535,-836.5165470233493,-0.0001371085203265435,4467599414.880443,2.5189623051478067,1900108.1451798826,1.581969790798997,1.5819701041753849
10,50,0.01,335.09261571341466,0.006319343862067256,-225.5198275780436,-6.794410800684599e-05,4467599414.880443,2.5189623051478067,1900108.1451798826,1.581969790798997,1.5819701041753849
10,50,0.005,174.1361668820939,0.0062852167798864095,-64.56337874672282,-3.381702582599955e-05,4467599414.880443,2.5189623051478067,1900108.1451798826,1.581969790798997,1.5819701041753849
