outer,nonlinear_objective,mean_pose_log_error,rms_translation_error,rms_angle_error,inner_cycles,pre_sweeps,e_hat_norm,e_star_norm,e_rel_to_exact,linear_residual_exact,linear_residual_approx,next_pose_gap_to_exact,next_objective_gap_to_exact,num_groups,coarse_dim
0,602585.0441299444,87.92730695372335,100.07173463021118,0.3696037132425942,,,,,,,,,,,
1,123965.36589564722,75.59783896878601,87.79641915191986,0.41682895015504,10,50,2905.054670157052,2874.4924959512828,0.46988608729101905,6.298940042082192e-11,129.5572265060621,50.83608343022196,39629.17510266563,25,100
2,1075.512185121101,68.17483947103733,81.27562332572319,0.3391261475270607,10,50,484.3916754125413,851.6556032696287,0.6874904214230695,1.3279635176292118e-11,40.7387917487517,17.954884509683158,-1328.0597739245218,25,100
3,596.2242766128189,56.32706087531466,64.05213958751587,0.2772001723782593,10,50,483.1091689256246,790.5011611046054,0.3895335605222533,9.283470574625211e-12,30.410695131832984,9.490086469357703,-1.8569483487029856,25,100
4,593.8263913624914,51.69105751901051,57.78777583047574,0.25269354773279523,10,50,183.0075394776003,309.38519548071247,0.41074764726464047,3.6386898909593865e-12,27.797947829944547,3.7501207165231394,0.9664121505146568,25,100
5,593.7225830818504,49.99444462018833,55.52876110448677,0.24401267176978503,10,50,67.76999358626678,127.80839832906456,0.4796571281599031,1.3636671616366734e-12,27.103880055521998,1.6205310443100274,0.8830936020154923,25,100
6,593.6921459853992,49.40574217229242,54.749407860252795,0.2410239654363333,10,50,23.779115835753075,61.34881415921946,0.6364057606826447,5.065748552779116e-13,26.749210052127765,0.8672222050579249,0.8548772267944287,25,100
7,593.6802857864303,49.20077306260162,54.47864916542879,0.23999072250262216,10,50,8.300207088635522,39.061406942711656,0.8132326342701541,2.4445310916971563e-13,26.581585701647356,0.6049952207785975,0.8434006692450566,25,100
8,593.6759778350736,49.128193212652334,54.38310651261287,0.23962875497524389,10,50,2.912933210449788,31.805202369194216,0.9233695706181244,1.681195270934067e-13,26.517421749189225,0.5143802531368427,0.8391813921409721,25,100
9,593.6753605689619,49.104615839013505,54.35195358839917,0.23950805638580674,10,50,0.9642615903502062,29.356576671715892,0.9733823173711428,1.1565188882943025e-13,26.508649504353034,0.4833857986370829,0.8385901398040687,25,100
10,593.674344539699,49.09513580243576,54.33956608441428,0.23946278320969827,10,50,0.3691988988917007,28.593554674144187,0.9894574193497145,1.2919836407705077e-13,26.492897150207074,0.4725395712610617,0.8375816764454385,25,100
11,593.674389392557,49.09183655349364,54.33530017565569,0.23944688681157483,10,50,0.12486938385259683,28.300262650151108,0.9964864008299775,1.0781425883768141e-13,26.49371505002713,0.4688801843128983,0.8376295490893426,25,100
12,593.6740272047,49.0892828195655,54.33215844886291,0.23943695226699435,10,50,0.08098447905359686,28.227024713178864,0.9977329877749448,1.198351314891428e-13,26.488017332233046,0.4675175374586462,0.8372680505464132,25,100
13,593.6754993564108,49.09218160668832,54.335619898510885,0.23944465363776432,10,50,0.0862788441452954,28.110209695990932,1.0023638243623505,1.0456679381307346e-13,26.5112872558369,0.467465268654584,0.8387413653900921,25,100
14,593.674578564918,49.09205228957913,54.335345900301476,0.23944469377947852,10,50,0.016744454185515265,28.175709437911998,0.9994213883100531,1.0920050352539942e-13,26.496730251431302,0.4671482270019224,0.8378196756456191,25,100
15,593.6726117365557,49.08596706246247,54.328094280798354,0.2394265696996894,10,50,0.17844562593826377,28.258395340990997,0.9952407554173714,1.2604734179844858e-13,26.465650726451603,0.46652851457185207,0.8358522524248428,25,100
16,593.6764494414007,49.093011335739305,54.33664504232252,0.23944622670127116,10,50,0.21635230060449254,28.012665669890083,1.0062067872966283,1.0412002738889039e-13,26.526307079076673,0.46747064961344875,0.8396926452516027,25,100
17,593.6742259223781,49.0915440642879,54.334712893164266,0.23944312302178578,10,50,0.05739538289285224,28.206383568297518,0.9980856001722591,1.3022414010629363e-13,26.491144920518114,0.4670114473492512,0.837466565378918,25,100
18,593.6741925263028,49.09077125649291,54.333805019392386,0.2394407553828204,10,50,0.021975843828642535,28.16568987922302,0.9994515095477511,9.355429490359451e-14,26.49065621882362,0.4669396852928323,0.8374339824187018,25,100
19,593.6754295509818,49.09430077563252,54.33802859415778,0.23945121311311787,10,50,0.10445371263191384,28.09110130843032,1.002844906602848,1.247284973445276e-13,26.510187658491716,0.4672637129867826,0.8386717243236035,25,100
20,593.6732151198385,49.089845990311105,54.33263303887803,0.23943848394704062,10,50,0.1358764499491282,28.24308131013436,0.9961551111515391,1.1872797168971334e-13,26.47518480999491,0.4667082441779865,0.8364556198255286,25,100
