outer,carry_message_eta,carry_message_lam,carry_coarse_state,settle_sweeps,coarse_settle_sweeps,freeze_basis_from_outer0,nonlinear_objective,mean_pose_log_error,rms_translation_error,rms_angle_error,xy_rel_to_direct,inner_cycles,pre_sweeps,e_hat_norm,e_star_norm,e_rel_to_exact,linear_residual_exact,linear_residual_approx,next_pose_gap_to_exact,next_objective_gap_to_exact,num_groups,coarse_dim
0,False,True,False,0,0,False,602585.0441299444,87.92730695372335,100.07173463021118,0.3696037132425942,0.3113167694933635,,,,,,,,,,,
1,False,True,False,0,0,False,11314.425274919166,53.315473099103926,63.66228945206044,0.23913625929320606,0.22563621648410867,1,50,1491.084946593928,2874.4924961620245,0.7256192158481003,6.462553397134563e-11,1259.0374130124744,79.78580341367136,-73021.76555445808,25,100
2,False,True,False,0,0,False,874.9837071981001,52.24660919744075,61.30566922702962,0.23921651186496704,0.2224603513605771,1,50,234.27631273477382,1973.1553312852348,0.9859113804613544,3.094342651458144e-11,75.5197400887759,78.73173769403428,-1857.749254901125,25,100
3,False,True,False,0,0,False,747.688956982405,51.996026606299736,60.831188266721625,0.2518459553038516,0.22208591590650867,1,50,78.1069372447023,1875.4435360475563,0.9961435639402089,3.1118855111266025e-11,42.81875844732308,76.12571610259057,-177.71059872223827,25,100
4,False,True,False,0,0,False,715.6295989355403,51.69610520448013,60.25578029931583,0.2610719762946073,0.22179069792964926,1,50,46.901167648269315,1864.0184703554567,0.9969633473180334,3.1553195794428525e-11,28.274438960910974,76.14665264980962,-151.49862721838008,25,100
5,False,True,False,0,0,False,700.1895936134571,51.29675994924567,59.53375066377269,0.26558852481484646,0.2212126749913694,1,50,36.13119345667207,1849.6121071237076,0.9956987394437973,2.5677802082301227e-11,19.63136119223315,75.76260368460541,-134.81233471794258,25,100
6,False,True,False,0,0,False,691.4654660794231,50.83700278434359,58.746059486801094,0.2666720467318204,0.22050566582292444,1,50,31.25374004723557,1837.002713761266,0.9951833280761211,3.307222628295177e-11,15.138202643012681,75.41532706924777,-124.30985361401292,25,100
7,False,True,False,0,0,False,685.5287240392543,50.34888195397515,57.934397392392015,0.26551060142494853,0.21975145280638925,1,50,29.159156874641265,1825.9197487753852,0.9950399387219209,2.5093995377092836e-11,13.08614350739804,75.10420854259813,-117.13752113315377,25,100
8,False,True,False,0,0,False,680.8282127121519,49.8525752026261,57.124051981400086,0.2629655690616685,0.2189981111554567,1,50,28.017397743434216,1816.2176103249742,0.995115138300528,3.229752938169114e-11,12.19079660921758,74.83133237766772,-111.53428576482713,25,100
9,False,True,False,0,0,False,676.7466971332013,49.36168513708442,56.33047325325316,0.2596092215451072,0.21827333267276106,1,50,27.11867903774312,1807.5773824857126,0.9953157605085461,2.8568873217832728e-11,11.74759852918353,74.58776997502206,-106.63945411861346,25,100
10,False,True,False,0,0,False,673.0299776578903,48.88470472911396,55.56203135202035,0.2558001950778922,0.21759122942284584,1,50,26.24980490951938,1799.8601777650485,0.9955794492302827,2.8564417462888364e-11,11.457963793580198,74.36990906982913,-102.12574605834982,25,100
11,False,True,False,0,0,False,669.5661581502836,48.42529422074199,54.822673902975986,0.2517576034761811,0.21695775066267617,1,50,25.379826916162184,1792.8688456679204,0.995867226990691,2.9201894855257166e-11,11.215202661165392,74.17105742222101,-97.84085529038543,25,100
12,False,True,False,0,0,False,666.3006725653271,47.98409959567667,54.11368144911161,0.24761277827654482,0.2163741970765242,1,50,24.52284913606095,1786.4536859102216,0.9961568315600106,3.147642108792867e-11,10.986226008472153,73.98647629569287,-93.72145284444252,25,100
13,False,True,False,0,0,False,663.2033067442037,47.561193731346876,53.43485046495635,0.24344362524178417,0.2158394327003115,1,50,23.697230083621456,1780.7238745406632,0.9964387310411346,2.7021982576701073e-11,10.762748166895578,73.82251151026969,-89.78352558527592,25,100
14,False,True,False,0,0,False,660.255034352481,47.15627868866921,52.78520224075363,0.2392959749977704,0.21535116343132532,1,50,22.915260442580273,1775.5344653784966,0.9967067078108777,2.896321853179922e-11,10.543809080629925,73.67434408876655,-85.99738646958406,25,100
15,False,True,False,0,0,False,657.4425044641727,46.769019926171765,52.163406055951725,0.23519663311722575,0.21490665046343557,1,50,22.182658010415192,1770.706181457787,0.9969577441487643,2.995308258121391e-11,10.330038311647018,73.53561411085556,-82.33408328824953,25,100
16,False,True,False,0,0,False,654.755561315871,46.399755220127886,51.568045822171676,0.23116120693413705,0.21450311396395066,1,50,21.49920824413075,1766.338562892868,0.9971931934361246,2.9278261419823014e-11,10.121974059908261,73.41184405951552,-78.81529446984109,25,100
17,False,True,False,0,0,False,652.1860257843226,46.04763676920848,50.99771594581698,0.22719872612187209,0.21413788016609062,1,50,20.863136068727496,1762.4319511731971,0.9974139393853567,2.5620514278276826e-11,9.919907115839916,73.30424096001566,-75.44187761746718,25,100
18,False,True,False,0,0,False,649.7270349326194,45.71054378284907,50.45111413786775,0.22331437244380486,0.21380848516826823,1,50,20.26985768270743,1758.8699276983466,0.997620596472537,2.6022079934629822e-11,9.723763123587899,73.20904119200907,-72.1956833489188,25,100
19,False,True,False,0,0,False,647.3726545026561,45.38726224309878,49.92703964003166,0.21951107127738292,0.2135126687620067,1,50,19.715363200564248,1755.6178880734017,0.9978142658928922,2.8204993966287082e-11,9.533372691690994,73.12553276090124,-69.07259746705654,25,100
20,False,True,False,0,0,False,645.1176335577758,45.07691691182097,49.42440700647902,0.21579042144342495,0.21324837526120938,1,50,19.19518646419989,1752.6955289087998,0.9979964236071864,2.872615567421811e-11,9.34844655320094,73.05483283293826,-66.07492325885528,25,100
