outer,damping,nonlinear_objective,undamped_step_norm,damped_step_norm,exact_linear_residual_norm
80,0.5,107.91906057410016,1.44088653893436e-05,7.2044326946718e-06,7.133999292681416e-11
81,0.5,107.91906057415537,1.0486196657439877e-05,5.243098328719939e-06,2.4110327743497858e-11
82,0.5,107.91906057412297,1.7103876751698723e-05,8.551938375849362e-06,8.269352858332128e-11
83,0.5,107.91906057410604,2.5283337643267524e-06,1.2641668821633762e-06,8.531784119076182e-12
84,0.5,107.91906057415038,9.64607243212009e-06,4.823036216060045e-06,2.2759365631102064e-10
85,0.5,107.91906057421728,4.620862765229694e-06,2.310431382614847e-06,6.514283392698275e-11
86,0.5,107.91906057420955,1.825049275723153e-05,9.125246378615765e-06,3.1023783992380936e-11
87,0.5,107.91906057412467,8.908376156062788e-06,4.454188078031394e-06,1.3965692613905574e-10
88,0.5,107.91906057414091,1.1253199006485382e-05,5.626599503242691e-06,2.3647248761923274e-10
89,0.5,107.9190605741089,1.530828012823362e-05,7.65414006411681e-06,1.3380707683897615e-10
90,0.5,107.91906057413242,3.1167601095908875e-05,1.5583800547954438e-05,8.946502064460547e-11
91,0.5,107.91906057414003,9.126630605160711e-06,4.5633153025803554e-06,1.1703102515991076e-10
92,0.5,107.91906057413803,1.3903493444034352e-05,6.951746722017176e-06,6.22651562240861e-11
93,0.5,107.91906057408526,1.7818219143524756e-05,8.909109571762378e-06,1.5449268888470433e-10
94,0.5,107.91906057424472,2.047140862835966e-05,1.023570431417983e-05,1.289673713101316e-10
95,0.5,107.9190605740697,2.3171460571712152e-05,1.1585730285856076e-05,1.4660090117477136e-10
96,0.5,107.91906057408445,6.9439699872534666e-06,3.4719849936267333e-06,1.290527092373549e-10
97,0.5,107.91906057414991,8.516748960332546e-06,4.258374480166273e-06,5.312703763021763e-11
98,0.5,107.91906057411921,1.2380418170972654e-05,6.190209085486327e-06,8.311934844086443e-12
99,0.5,107.91906057412423,1.2190489325373249e-05,6.0952446626866245e-06,8.535873373966121e-11
100,0.5,107.91906057409402,1.3851638665014546e-05,6.925819332507273e-06,1.6030864659445626e-10
0,0.1,3350168.410825497,,,
1,0.1,2805849.9434834975,699.3488142897845,69.93488142897846,0.001431575703154367
2,0.1,2502400.643946842,629.0846029046669,62.90846029046669,0.0009454883074752654
3,0.1,2341987.6774902567,565.5528325674217,56.55528325674216,0.00020641664861202968
4,0.1,2254688.6873270203,508.3528653875082,50.83528653875083,0.00048071792726097197
5,0.1,2193590.08573899,456.89738792124797,45.68973879212481,0.0009110354240551092
6,0.1,2130229.227017696,410.6534060125489,41.065340601254896,0.0003949866083857854
7,0.1,2049778.129145132,369.11529634619677,36.91152963461967,0.000187679808271394
8,0.1,1947096.7338533588,331.81465880903835,33.18146588090384,9.530944727318647e-05
9,0.1,1823188.9836913138,298.2977711150614,29.82977711150614,0.00011994234335400251
10,0.1,1682802.3510438048,268.20797640084857,26.82079764008485,0.00019869413688002158
11,0.1,1531980.4243044865,241.17221041068345,24.117221041068344,0.00010299318067749808
12,0.1,1377020.3184745545,216.89065470123236,21.689065470123236,0.00013977889497113837
13,0.1,1223431.7037826942,195.07217414414217,19.507217414414217,0.00025469762148278756
14,0.1,1075649.2747074289,175.47678380407808,17.547678380407806,4.939827124371172e-05
15,0.1,936902.3357576112,157.867165758572,15.786716575857204,0.00013166648746468885
16,0.1,809293.5573938964,142.0390185702551,14.203901857025514,0.0001368571786901163
17,0.1,693930.869406246,127.81027361729534,12.781027361729535,8.78654676311911e-05
18,0.1,591151.1430495259,115.0171606731675,11.501716067316751,9.353325030902093e-05
19,0.1,500704.5680230528,103.51230834188293,10.351230834188293,6.693727864125592e-05
20,0.1,421954.1147320926,93.16585182033275,9.316585182033275,4.403303876880467e-05
21,0.1,353998.0571445281,83.85536200527864,8.385536200527865,4.11542602046705e-05
22,0.1,295815.54958477843,75.47906963625917,7.547906963625919,6.07136719431124e-05
23,0.1,246336.59101806852,67.94174661399558,6.79417466139956,4.204862432886456e-05
24,0.1,204505.56963208297,61.158862939127225,6.115886293912722,3.770062805705703e-05
25,0.1,169318.69890944107,55.054406855173816,5.505440685517382,2.1768850376166994e-05
26,0.1,139850.3041235409,49.558528487315755,4.955852848731577,1.5753369592091025e-05
27,0.1,115267.82159324441,44.61313026960264,4.461313026960265,2.3901509882583155e-06
28,0.1,94830.27730894298,40.16145924905439,4.016145924905439,4.7291926710079915e-06
29,0.1,77889.055517697,36.153794252920605,3.615379425292061,1.881601812797639e-05
30,0.1,63882.74371253417,32.546374808644465,3.2546374808644467,1.931761366248574e-05
31,0.1,52329.6303835078,29.29943334591899,2.9299433345919,3.156351230920736e-05
32,0.1,42819.166046512546,26.375785513744454,2.6375785513744456,3.0085546167278878e-05
33,0.1,35004.26928772009,23.74432864625875,2.3744328646258754,1.1946222231044536e-05
34,0.1,28592.848347725583,21.375602085012385,2.1375602085012386,1.2776490186070218e-05
35,0.1,23340.140128854302,19.24290432986128,1.924290432986128,2.277640263818414e-05
36,0.1,19042.087940914855,17.323077390125224,1.7323077390125223,2.1157293181965333e-05
37,0.1,15529.082036775202,15.594906274218712,1.5594906274218712,6.812303830600643e-06
38,0.1,12660.541075923962,14.0392831453172,1.4039283145317198,4.385552194983201e-06
39,0.1,10320.255005491972,12.638610583843985,1.2638610583843983,1.1395029093297341e-05
40,0.1,8412.424586102372,11.377834250436267,1.137783425043627,5.621658509955791e-06
41,0.1,6858.197493327261,10.242720873080307,1.024272087308031,8.872871413685882e-06
42,0.1,5592.819742033785,9.22094430098551,0.9220944300985511,8.319525410456061e-06
43,0.1,4563.168112379076,8.301071345519246,0.8301071345519245,2.4247071719847335e-06
44,0.1,3725.7393479931093,7.473080604852847,0.7473080604852849,1.2414640537577154e-05
45,0.1,3044.9418111425107,6.727686132687821,0.6727686132687821,7.019311838970459e-06
46,0.1,2491.6921258823977,6.056550125261653,0.6056550125261653,3.978072149451119e-06
47,0.1,2042.250080767005,5.452413431145505,0.5452413431145506,3.5751012219915024e-06
48,0.1,1677.2501974820455,4.908537052628817,0.49085370526288175,3.7826764292757797e-06
49,0.1,1380.9092602499088,4.418921191144394,0.4418921191144395,3.6441092604860395e-06
50,0.1,1140.3709193239981,3.97811162620159,0.3978111626201591,5.399336167788473e-06
51,0.1,945.1704470904937,3.581313324445529,0.3581313324445529,2.0964002340349233e-06
52,0.1,786.7933559348162,3.224084817327398,0.32240848173273984,1.0799520819739072e-06
53,0.1,658.3158652638891,2.902509344607347,0.29025093446073474,1.1594522375533382e-06
54,0.1,554.109539083895,2.6129754057730445,0.26129754057730437,1.3800278362555756e-06
55,0.1,469.60124679931954,2.352366217953637,0.23523662179536373,1.4984140467427111e-06
56,0.1,401.07603080532675,2.117733406446631,0.2117733406446631,3.790874259938719e-07
57,0.1,345.51727382260964,1.9065062323908244,0.19065062323908244,1.6642452083085038e-06
58,0.1,300.47596106527834,1.7163463269635446,0.17163463269635448,2.6615723228968343e-07
59,0.1,263.9644077523078,1.5451544554233394,0.15451544554233398,8.199613776014226e-07
60,0.1,234.36967344529685,1.391046825935888,0.13910468259358877,8.997043756531585e-07
61,0.1,210.3831482392381,1.252301610807126,0.1252301610807126,4.3790085061289714e-07
62,0.1,190.94333867642132,1.1274010320397492,0.11274010320397491,5.418524988374226e-07
63,0.1,175.1893050523541,1.014958848426455,0.1014958848426455,2.7465999884519054e-07
64,0.1,162.42288843597584,0.9137353892852231,0.09137353892852232,4.2685259071640317e-07
65,0.1,152.07799240803374,0.8226042955348649,0.08226042955348647,1.109317875601864e-06
66,0.1,143.6956536419065,0.7405614917646145,0.07405614917646144,6.078470906206086e-07
67,0.1,136.90380158844167,0.6666965045590488,0.0666696504559049,3.5632049729340195e-07
68,0.1,131.4008364745085,0.6002104393236642,0.06002104393236643,2.984122742389814e-07
69,0.1,126.94229882451866,0.5403412223822204,0.054034122238222036,2.973365594997631e-07
70,0.1,123.33006051806584,0.48645378518179966,0.04864537851817996,2.37094335873255e-07
71,0.1,120.40354977261148,0.437939503137531,0.043793950313753105,2.5579321026397643e-07
72,0.1,118.03264266255914,0.39426648141678444,0.03942664814167845,3.6935338863589523e-07
73,0.1,116.11189306964022,0.3549472214543686,0.03549472214543686,5.6557200170326916e-08
74,0.1,114.55585801242069,0.31954235965554345,0.03195423596555434,1.2719314132061076e-07
75,0.1,113.29530393519154,0.28767839016548996,0.02876783901654899,1.7330162743975237e-07
76,0.1,112.27413528658201,0.2589859756763754,0.02589859756763754,2.571795468910013e-07
77,0.1,111.44690155780312,0.23315706016994833,0.023315706016994835,1.207626234047288e-07
78,0.1,110.7767790657824,0.2099097200153878,0.020990972001538783,1.7181279988922484e-07
79,0.1,110.23393400415752,0.18897995853979643,0.018897995853979648,1.1500553058620607e-07
80,0.1,109.79419626509024,0.17012734256555018,0.01701273425655502,5.6420255931216485e-08
81,0.1,109.43798451066449,0.15316947840076128,0.015316947840076131,9.316067796270278e-08
82,0.1,109.14943542893266,0.13788822112550478,0.01378882211255048,4.256575188432491e-08
83,0.1,108.91569796806967,0.12413839204683716,0.012413839204683719,1.1862146973049156e-07
84,0.1,108.72636142434253,0.11175618467118942,0.011175618467118942,8.685969325784683e-08
85,0.1,108.57299208354218,0.10061794423685286,0.010061794423685287,6.410022526971109e-08
86,0.1,108.44875808090227,0.09057762704349467,0.009057762704349472,7.392000919298761e-08
87,0.1,108.34812497739362,0.08154737038102793,0.008154737038102792,4.0648741900927816e-08
88,0.1,108.26660960315917,0.07341854496311831,0.00734185449631183,2.7426659243204764e-08
89,0.1,108.20058028879909,0.0660949603095786,0.006609496030957861,2.2426951564536634e-08
90,0.1,108.14709519002764,0.05950053381527435,0.005950053381527436,1.47489561960638e-08
91,0.1,108.1037712573973,0.053572646826605536,0.0053572646826605536,5.853766838379634e-08
92,0.1,108.06867816062875,0.048221997485587746,0.004822199748558774,2.6178217282920814e-08
93,0.1,108.04025223354934,0.04342133598537516,0.004342133598537517,3.387893905750873e-08
94,0.1,108.01722685417086,0.03909422414251396,0.003909422414251397,3.518779421851565e-09
95,0.1,107.99857601165269,0.03519062904654344,0.0035190629046543435,2.5921198729540323e-09
96,0.1,107.98346863506235,0.0316825692919599,0.00316825692919599,2.4191788978880866e-08
97,0.1,107.97123150957916,0.028519727366162442,0.0028519727366162445,9.852908824889201e-09
98,0.1,107.96131932814791,0.025684222516920107,0.0025684222516920104,6.17419389863074e-09
99,0.1,107.95329038187177,0.023112302108013405,0.0023112302108013404,8.821782430420799e-09
100,0.1,107.94678687930988,0.020811134639670943,0.0020811134639670942,1.509655087293082e-08
