actual_outer,start_objective,c,k,ck_cost,beta,post_objective,objective_delta,gap_to_direct_optimum,improves,raw_full_step_objective,linear_residual_approx,e_rel_to_exact,exact_after_objective,exact_step_norm,last_cycle_pre_residual_ratio,last_cycle_post_residual_ratio,regime
4,960463.4784003712,1,100,100,0.7,641478.3585488893,-318985.11985148187,641370.4394883153,True,5742198.356177913,17887446775.230347,0.6922988409203727,420518756.6141089,442.43199047031965,55.57802195033884,55.578036343570254,mid
4,960463.4784003712,1,100,100,0.5,1152031.9702467127,191568.49184634152,1151924.0511861385,False,5742198.356177913,17887446775.230347,0.6922988409203727,420518756.6141089,442.43199047031965,55.57802195033884,55.578036343570254,mid
4,960463.4784003712,1,100,100,0.3,1354039.0020797786,393575.52367940743,1353931.0830192044,False,5742198.356177913,17887446775.230347,0.6922988409203727,420518756.6141089,442.43199047031965,55.57802195033884,55.578036343570254,mid
4,960463.4784003712,1,100,100,0.2,1151671.361151454,191207.88275108289,1151563.44209088,False,5742198.356177913,17887446775.230347,0.6922988409203727,420518756.6141089,442.43199047031965,55.57802195033884,55.578036343570254,mid
4,960463.4784003712,1,100,100,0.1,922365.6500059218,-38097.828394449316,922257.7309453478,True,5742198.356177913,17887446775.230347,0.6922988409203727,420518756.6141089,442.43199047031965,55.57802195033884,55.578036343570254,mid
4,960463.4784003712,1,100,100,0.05,884696.6915155005,-75766.78688487061,884588.7724549265,True,5742198.356177913,17887446775.230347,0.6922988409203727,420518756.6141089,442.43199047031965,55.57802195033884,55.578036343570254,mid
4,960463.4784003712,1,100,100,0.02,913123.1857809954,-47340.292619375745,913015.2667204214,True,5742198.356177913,17887446775.230347,0.6922988409203727,420518756.6141089,442.43199047031965,55.57802195033884,55.578036343570254,mid
4,960463.4784003712,1,100,100,0.01,933651.2935561868,-26812.184844184318,933543.3744956128,True,5742198.356177913,17887446775.230347,0.6922988409203727,420518756.6141089,442.43199047031965,55.57802195033884,55.578036343570254,mid
4,960463.4784003712,1,100,100,0.005,946242.6237709484,-14220.85462942277,946134.7047103744,True,5742198.356177913,17887446775.230347,0.6922988409203727,420518756.6141089,442.43199047031965,55.57802195033884,55.578036343570254,mid
4,960463.4784003712,1,100,100,0.002,954575.8066804677,-5887.671719903476,954467.8876198936,True,5742198.356177913,17887446775.230347,0.6922988409203727,420518756.6141089,442.43199047031965,55.57802195033884,55.578036343570254,mid
4,960463.4784003712,1,100,100,0.001,957486.1035455927,-2977.3748547784053,957378.1844850187,True,5742198.356177913,17887446775.230347,0.6922988409203727,420518756.6141089,442.43199047031965,55.57802195033884,55.578036343570254,mid
5,641478.3585488893,1,100,100,1.0,5697483.603769529,5056005.24522064,5697375.684708955,False,5697483.603769529,4045538388.8346105,0.7992293067941635,20946765.13056441,296.6025339637732,7.381946589958142,7.381949675423403,mid
5,641478.3585488893,1,100,100,0.7,791377.485006544,149899.12645765475,791269.56594597,False,5697483.603769529,4045538388.8346105,0.7992293067941635,20946765.13056441,296.6025339637732,7.381946589958142,7.381949675423403,mid
5,641478.3585488893,1,100,100,0.5,191318.41148944857,-450159.9470594407,191210.49242887454,True,5697483.603769529,4045538388.8346105,0.7992293067941635,20946765.13056441,296.6025339637732,7.381946589958142,7.381949675423403,mid
5,641478.3585488893,1,100,100,0.3,324627.13331010443,-316851.22523878486,324519.2142495304,True,5697483.603769529,4045538388.8346105,0.7992293067941635,20946765.13056441,296.6025339637732,7.381946589958142,7.381949675423403,mid
5,641478.3585488893,1,100,100,0.2,447660.21985234355,-193818.13869654574,447552.3007917695,True,5697483.603769529,4045538388.8346105,0.7992293067941635,20946765.13056441,296.6025339637732,7.381946589958142,7.381949675423403,mid
5,641478.3585488893,1,100,100,0.1,553972.5223239446,-87505.83622494468,553864.6032633706,True,5697483.603769529,4045538388.8346105,0.7992293067941635,20946765.13056441,296.6025339637732,7.381946589958142,7.381949675423403,mid
5,641478.3585488893,1,100,100,0.05,599004.9181299981,-42473.44041889114,598896.9990694241,True,5697483.603769529,4045538388.8346105,0.7992293067941635,20946765.13056441,296.6025339637732,7.381946589958142,7.381949675423403,mid
5,641478.3585488893,1,100,100,0.02,624548.5236221118,-16929.83492677752,624440.6045615377,True,5697483.603769529,4045538388.8346105,0.7992293067941635,20946765.13056441,296.6025339637732,7.381946589958142,7.381949675423403,mid
5,641478.3585488893,1,100,100,0.01,632998.1465002255,-8480.212048663758,632890.2274396515,True,5697483.603769529,4045538388.8346105,0.7992293067941635,20946765.13056441,296.6025339637732,7.381946589958142,7.381949675423403,mid
5,641478.3585488893,1,100,100,0.005,637231.8497368342,-4246.508812055108,637123.9306762601,True,5697483.603769529,4045538388.8346105,0.7992293067941635,20946765.13056441,296.6025339637732,7.381946589958142,7.381949675423403,mid
5,641478.3585488893,1,100,100,0.002,639777.8772259371,-1700.481322952197,639669.9581653631,True,5697483.603769529,4045538388.8346105,0.7992293067941635,20946765.13056441,296.6025339637732,7.381946589958142,7.381949675423403,mid
5,641478.3585488893,1,100,100,0.001,640627.7760350027,-850.5825138866203,640519.8569744286,True,5697483.603769529,4045538388.8346105,0.7992293067941635,20946765.13056441,296.6025339637732,7.381946589958142,7.381949675423403,mid
6,191318.41148944857,1,100,100,1.0,2224662.273317987,2033343.8618285386,2224554.354257413,False,2224662.273317987,7813812253.708077,0.8779635128624756,1549225.4393107963,245.28911268632865,12.519438414342362,12.519442664411986,mid
6,191318.41148944857,1,100,100,0.7,1406259.261348147,1214940.8498586984,1406151.3422875728,False,2224662.273317987,7813812253.708077,0.8779635128624756,1549225.4393107963,245.28911268632865,12.519438414342362,12.519442664411986,mid
6,191318.41148944857,1,100,100,0.5,819858.7254239608,628540.3139345122,819750.8063633868,False,2224662.273317987,7813812253.708077,0.8779635128624756,1549225.4393107963,245.28911268632865,12.519438414342362,12.519442664411986,mid
6,191318.41148944857,1,100,100,0.3,343545.5225202525,152227.11103080394,343437.6034596785,False,2224662.273317987,7813812253.708077,0.8779635128624756,1549225.4393107963,245.28911268632865,12.519438414342362,12.519442664411986,mid
6,191318.41148944857,1,100,100,0.2,194978.95002512922,3660.538535680651,194871.0309645552,False,2224662.273317987,7813812253.708077,0.8779635128624756,1549225.4393107963,245.28911268632865,12.519438414342362,12.519442664411986,mid
6,191318.41148944857,1,100,100,0.1,135942.67703569724,-55375.73445375133,135834.7579751232,True,2224662.273317987,7813812253.708077,0.8779635128624756,1549225.4393107963,245.28911268632865,12.519438414342362,12.519442664411986,mid
6,191318.41148944857,1,100,100,0.05,147694.8238488444,-43623.58764060418,147586.90478827036,True,2224662.273317987,7813812253.708077,0.8779635128624756,1549225.4393107963,245.28911268632865,12.519438414342362,12.519442664411986,mid
6,191318.41148944857,1,100,100,0.02,169827.92782298764,-21490.483666460932,169720.0087624136,True,2224662.273317987,7813812253.708077,0.8779635128624756,1549225.4393107963,245.28911268632865,12.519438414342362,12.519442664411986,mid
6,191318.41148944857,1,100,100,0.01,179881.31779966108,-11437.093689787493,179773.39873908705,True,2224662.273317987,7813812253.708077,0.8779635128624756,1549225.4393107963,245.28911268632865,12.519438414342362,12.519442664411986,mid
6,191318.41148944857,1,100,100,0.005,185425.16769524384,-5893.243794204725,185317.2486346698,True,2224662.273317987,7813812253.708077,0.8779635128624756,1549225.4393107963,245.28911268632865,12.519438414342362,12.519442664411986,mid
6,191318.41148944857,1,100,100,0.002,188918.96402372955,-2399.447465719015,188811.04496315552,True,2224662.273317987,7813812253.708077,0.8779635128624756,1549225.4393107963,245.28911268632865,12.519438414342362,12.519442664411986,mid
6,191318.41148944857,1,100,100,0.001,190111.64417823232,-1206.7673112162447,190003.7251176583,True,2224662.273317987,7813812253.708077,0.8779635128624756,1549225.4393107963,245.28911268632865,12.519438414342362,12.519442664411986,mid
7,135942.67703569724,1,100,100,1.0,45427.35079678283,-90515.32623891442,45319.43173620879,True,45427.35079678283,3304417526.129725,0.9398575353373962,1414931.846818326,239.6741973899402,17.406428820380704,17.406433241573833,mid
7,135942.67703569724,1,100,100,0.7,51486.62881707024,-84456.048218627,51378.7097564962,True,45427.35079678283,3304417526.129725,0.9398575353373962,1414931.846818326,239.6741973899402,17.406428820380704,17.406433241573833,mid
7,135942.67703569724,1,100,100,0.5,102782.12613210562,-33160.55090359162,102674.2070715316,True,45427.35079678283,3304417526.129725,0.9398575353373962,1414931.846818326,239.6741973899402,17.406428820380704,17.406433241573833,mid
7,135942.67703569724,1,100,100,0.3,127961.1286176233,-7981.548418073944,127853.20955704927,True,45427.35079678283,3304417526.129725,0.9398575353373962,1414931.846818326,239.6741973899402,17.406428820380704,17.406433241573833,mid
7,135942.67703569724,1,100,100,0.2,129524.95084945744,-6417.726186239801,129417.03178888341,True,45427.35079678283,3304417526.129725,0.9398575353373962,1414931.846818326,239.6741973899402,17.406428820380704,17.406433241573833,mid
7,135942.67703569724,1,100,100,0.1,129436.93433929957,-6505.742696397676,129329.01527872554,True,45427.35079678283,3304417526.129725,0.9398575353373962,1414931.846818326,239.6741973899402,17.406428820380704,17.406433241573833,mid
7,135942.67703569724,1,100,100,0.05,131226.14263095078,-4716.5344047464605,131118.22357037675,True,45427.35079678283,3304417526.129725,0.9398575353373962,1414931.846818326,239.6741973899402,17.406428820380704,17.406433241573833,mid
7,135942.67703569724,1,100,100,0.02,133611.50044893436,-2331.1765867628856,133503.58138836033,True,45427.35079678283,3304417526.129725,0.9398575353373962,1414931.846818326,239.6741973899402,17.406428820380704,17.406433241573833,mid
7,135942.67703569724,1,100,100,0.01,134694.7448868863,-1247.9321488109417,134586.82582631227,True,45427.35079678283,3304417526.129725,0.9398575353373962,1414931.846818326,239.6741973899402,17.406428820380704,17.406433241573833,mid
7,135942.67703569724,1,100,100,0.005,135297.32922456728,-645.3478111299628,135189.41016399325,True,45427.35079678283,3304417526.129725,0.9398575353373962,1414931.846818326,239.6741973899402,17.406428820380704,17.406433241573833,mid
7,135942.67703569724,1,100,100,0.002,135679.30329222258,-263.3737434746581,135571.38423164855,True,45427.35079678283,3304417526.129725,0.9398575353373962,1414931.846818326,239.6741973899402,17.406428820380704,17.406433241573833,mid
7,135942.67703569724,1,100,100,0.001,135810.10909632448,-132.56793937276234,135702.19003575045,True,45427.35079678283,3304417526.129725,0.9398575353373962,1414931.846818326,239.6741973899402,17.406428820380704,17.406433241573833,mid
8,45427.35079678283,1,100,100,1.0,213957.04536568935,168529.69456890653,213849.12630511532,False,213957.04536568935,1580828771.843426,0.9726114111334603,128895.4555817159,210.76339006074758,3.442464557230361,3.4424654716638323,mid
8,45427.35079678283,1,100,100,0.7,85965.13195395326,40537.78115717043,85857.21289337923,False,213957.04536568935,1580828771.843426,0.9726114111334603,128895.4555817159,210.76339006074758,3.442464557230361,3.4424654716638323,mid
8,45427.35079678283,1,100,100,0.5,36309.626989003955,-9117.723807778872,36201.70792842992,True,213957.04536568935,1580828771.843426,0.9726114111334603,128895.4555817159,210.76339006074758,3.442464557230361,3.4424654716638323,mid
8,45427.35079678283,1,100,100,0.3,16529.260904754137,-28898.08989202869,16421.3418441801,True,213957.04536568935,1580828771.843426,0.9726114111334603,128895.4555817159,210.76339006074758,3.442464557230361,3.4424654716638323,mid
8,45427.35079678283,1,100,100,0.2,18205.63503691889,-27221.715759863935,18097.715976344854,True,213957.04536568935,1580828771.843426,0.9726114111334603,128895.4555817159,210.76339006074758,3.442464557230361,3.4424654716638323,mid
8,45427.35079678283,1,100,100,0.1,27788.928714301892,-17638.422082480934,27681.009653727855,True,213957.04536568935,1580828771.843426,0.9726114111334603,128895.4555817159,210.76339006074758,3.442464557230361,3.4424654716638323,mid
8,45427.35079678283,1,100,100,0.05,35591.94512244606,-9835.40567433677,35484.02606187202,True,213957.04536568935,1580828771.843426,0.9726114111334603,128895.4555817159,210.76339006074758,3.442464557230361,3.4424654716638323,mid
8,45427.35079678283,1,100,100,0.02,41248.10722292202,-4179.243573860804,41140.188162347986,True,213957.04536568935,1580828771.843426,0.9726114111334603,128895.4555817159,210.76339006074758,3.442464557230361,3.4424654716638323,mid
8,45427.35079678283,1,100,100,0.01,43296.782420977506,-2130.56837580532,43188.86336040347,True,213957.04536568935,1580828771.843426,0.9726114111334603,128895.4555817159,210.76339006074758,3.442464557230361,3.4424654716638323,mid
8,45427.35079678283,1,100,100,0.005,44351.82060701233,-1075.5301897704994,44243.90154643829,True,213957.04536568935,1580828771.843426,0.9726114111334603,128895.4555817159,210.76339006074758,3.442464557230361,3.4424654716638323,mid
8,45427.35079678283,1,100,100,0.002,44994.67848268523,-432.6723140975955,44886.759422111194,True,213957.04536568935,1580828771.843426,0.9726114111334603,128895.4555817159,210.76339006074758,3.442464557230361,3.4424654716638323,mid
8,45427.35079678283,1,100,100,0.001,45210.604500157606,-216.74629662522057,45102.68543958357,True,213957.04536568935,1580828771.843426,0.9726114111334603,128895.4555817159,210.76339006074758,3.442464557230361,3.4424654716638323,mid
9,16529.260904754137,1,100,100,1.0,26066.821341583458,9537.56043682932,25958.90228100942,False,26066.821341583458,541647195.2107937,0.9680798740921257,147761.76180858526,207.56817385978417,3.6872452812858754,3.687246315112615,mid
9,16529.260904754137,1,100,100,0.7,18614.70773887528,2085.446834121143,18506.788678301244,False,26066.821341583458,541647195.2107937,0.9680798740921257,147761.76180858526,207.56817385978417,3.6872452812858754,3.687246315112615,mid
9,16529.260904754137,1,100,100,0.5,15746.269449040914,-782.9914557132233,15638.350388466877,True,26066.821341583458,541647195.2107937,0.9680798740921257,147761.76180858526,207.56817385978417,3.6872452812858754,3.687246315112615,mid
9,16529.260904754137,1,100,100,0.3,14653.187951984966,-1876.072952769171,14545.26889141093,True,26066.821341583458,541647195.2107937,0.9680798740921257,147761.76180858526,207.56817385978417,3.6872452812858754,3.687246315112615,mid
9,16529.260904754137,1,100,100,0.2,14798.891560000831,-1730.369344753306,14690.972499426794,True,26066.821341583458,541647195.2107937,0.9680798740921257,147761.76180858526,207.56817385978417,3.6872452812858754,3.687246315112615,mid
9,16529.260904754137,1,100,100,0.1,15420.560700776261,-1108.7002039778763,15312.641640202224,True,26066.821341583458,541647195.2107937,0.9680798740921257,147761.76180858526,207.56817385978417,3.6872452812858754,3.687246315112615,mid
9,16529.260904754137,1,100,100,0.05,15913.333674204407,-615.9272305497307,15805.41461363037,True,26066.821341583458,541647195.2107937,0.9680798740921257,147761.76180858526,207.56817385978417,3.6872452812858754,3.687246315112615,mid
9,16529.260904754137,1,100,100,0.02,16268.02151473102,-261.2393900231182,16160.102454156982,True,26066.821341583458,541647195.2107937,0.9680798740921257,147761.76180858526,207.56817385978417,3.6872452812858754,3.687246315112615,mid
9,16529.260904754137,1,100,100,0.01,16396.15560240904,-133.1053023450986,16288.236541835002,True,26066.821341583458,541647195.2107937,0.9680798740921257,147761.76180858526,207.56817385978417,3.6872452812858754,3.687246315112615,mid
9,16529.260904754137,1,100,100,0.005,16462.08614515011,-67.1747596040259,16354.167084576075,True,26066.821341583458,541647195.2107937,0.9680798740921257,147761.76180858526,207.56817385978417,3.6872452812858754,3.687246315112615,mid
9,16529.260904754137,1,100,100,0.002,16502.24160441225,-27.019300341886265,16394.322543838214,True,26066.821341583458,541647195.2107937,0.9680798740921257,147761.76180858526,207.56817385978417,3.6872452812858754,3.687246315112615,mid
9,16529.260904754137,1,100,100,0.001,16515.726347597338,-13.534557156799565,16407.8072870233,True,26066.821341583458,541647195.2107937,0.9680798740921257,147761.76180858526,207.56817385978417,3.6872452812858754,3.687246315112615,mid
10,14653.187951984966,1,100,100,1.0,1317084.378232321,1302431.190280336,1316976.4591717469,False,1317084.378232321,3783215458.6179724,0.9727547990031573,147910.9801057111,204.47924286060754,14.361641256366081,14.361639562859777,mid
10,14653.187951984966,1,100,100,0.7,609573.2185092581,594920.0305572732,609465.2994486841,False,1317084.378232321,3783215458.6179724,0.9727547990031573,147910.9801057111,204.47924286060754,14.361641256366081,14.361639562859777,mid
10,14653.187951984966,1,100,100,0.5,288043.902372558,273390.71442057303,287935.983311984,False,1317084.378232321,3783215458.6179724,0.9727547990031573,147910.9801057111,204.47924286060754,14.361641256366081,14.361639562859777,mid
10,14653.187951984966,1,100,100,0.3,87415.23699858588,72762.04904660092,87307.31793801185,False,1317084.378232321,3783215458.6179724,0.9727547990031573,147910.9801057111,204.47924286060754,14.361641256366081,14.361639562859777,mid
10,14653.187951984966,1,100,100,0.2,32651.24734650702,17998.059394522053,32543.328285932985,False,1317084.378232321,3783215458.6179724,0.9727547990031573,147910.9801057111,204.47924286060754,14.361641256366081,14.361639562859777,mid
10,14653.187951984966,1,100,100,0.1,8368.464504758213,-6284.723447226754,8260.545444184176,True,1317084.378232321,3783215458.6179724,0.9727547990031573,147910.9801057111,204.47924286060754,14.361641256366081,14.361639562859777,mid
10,14653.187951984966,1,100,100,0.05,7684.47678428368,-6968.711167701286,7576.557723709644,True,1317084.378232321,3783215458.6179724,0.9727547990031573,147910.9801057111,204.47924286060754,14.361641256366081,14.361639562859777,mid
10,14653.187951984966,1,100,100,0.02,10946.685396474973,-3706.502555509993,10838.766335900937,True,1317084.378232321,3783215458.6179724,0.9727547990031573,147910.9801057111,204.47924286060754,14.361641256366081,14.361639562859777,mid
10,14653.187951984966,1,100,100,0.01,12646.709074984852,-2006.4788770001142,12538.790014410815,True,1317084.378232321,3783215458.6179724,0.9727547990031573,147910.9801057111,204.47924286060754,14.361641256366081,14.361639562859777,mid
10,14653.187951984966,1,100,100,0.005,13611.636180797044,-1041.551771187922,13503.717120223007,True,1317084.378232321,3783215458.6179724,0.9727547990031573,147910.9801057111,204.47924286060754,14.361641256366081,14.361639562859777,mid
10,14653.187951984966,1,100,100,0.002,14227.371588095215,-425.8163638897513,14119.452527521178,True,1317084.378232321,3783215458.6179724,0.9727547990031573,147910.9801057111,204.47924286060754,14.361641256366081,14.361639562859777,mid
10,14653.187951984966,1,100,100,0.001,14438.747102820986,-214.4408491639806,14330.828042246949,True,1317084.378232321,3783215458.6179724,0.9727547990031573,147910.9801057111,204.47924286060754,14.361641256366081,14.361639562859777,mid
11,7684.47678428368,1,100,100,1.0,655.145216428347,-7029.331567855333,547.226155854311,True,655.145216428347,28164237.27812528,0.9734471346938723,135381.13860429823,203.96447758673384,0.4605822958764745,0.46058110087677784,mid
11,7684.47678428368,1,100,100,0.7,1588.3417590851057,-6096.135025198574,1480.4226985110697,True,655.145216428347,28164237.27812528,0.9734471346938723,135381.13860429823,203.96447758673384,0.4605822958764745,0.46058110087677784,mid
11,7684.47678428368,1,100,100,0.5,2766.256981099891,-4918.219803183789,2658.337920525855,True,655.145216428347,28164237.27812528,0.9734471346938723,135381.13860429823,203.96447758673384,0.4605822958764745,0.46058110087677784,mid
11,7684.47678428368,1,100,100,0.3,4393.005216540165,-3291.471567743515,4285.086155966129,True,655.145216428347,28164237.27812528,0.9734471346938723,135381.13860429823,203.96447758673384,0.4605822958764745,0.46058110087677784,mid
11,7684.47678428368,1,100,100,0.2,5376.035987526559,-2308.4407967571206,5268.1169269525235,True,655.145216428347,28164237.27812528,0.9734471346938723,135381.13860429823,203.96447758673384,0.4605822958764745,0.46058110087677784,mid
11,7684.47678428368,1,100,100,0.1,6472.974482721972,-1211.502301561708,6365.055422147936,True,655.145216428347,28164237.27812528,0.9734471346938723,135381.13860429823,203.96447758673384,0.4605822958764745,0.46058110087677784,mid
