outer,nonlinear_objective,accepted,damping,attempts,step_norm,gradient_inf_norm,linear_residual_norm,predicted_reduction,actual_reduction,rho,relative_objective_improvement
0,3548660355.5203156,True,0.0,0,,,,,,,
1,3522245979.893009,True,0.3142191975996841,1,642.0330854951691,2760818730.705343,1.4371285387680243e-07,3543989434.7202334,26414375.62730646,0.007453288480074614,0.0074434780962388
2,220712326.44576493,True,0.10473973253322802,1,343.62201298234584,2020525857.826614,6.580647792234561e-07,3513062446.30636,3301533653.447244,0.9397879211963575,0.9373376170472713
3,220084708.9794633,True,2057.812990241535,6,0.8037599920175946,844139133.6215949,3.5763681794633783e-07,722617.7372542372,627617.46630162,0.8685331592972048,0.002843599523454087
4,218791154.33166474,True,685.9376634138449,1,0.8967835339138437,842585818.0157429,6.078552220057542e-07,1225496.7940480653,1293554.647798568,1.0555349096636097,0.005877530764389783
5,215616384.11662468,True,309.77285244843625,1,2.812945580998833,840003293.9563365,2.66588879688669e-07,3491591.008554169,3174770.215040058,0.9092617684207799,0.014510505348070128
6,211576099.4795271,True,309.7388936771256,1,3.180926474777559,832327614.1436938,2.5815890352406846e-07,7711499.586402585,4040284.637097597,0.523929826077108,0.018738300679934643
7,203192491.13670233,True,103.2462978923752,1,0.9805953380890633,815678328.2138364,3.193403776053516e-07,7895075.620616549,8383608.342824757,1.0618781561676869,0.03962455288403682
8,180534867.13942504,True,34.41543263079173,1,2.6552182399048374,799375467.546288,1.8009060083678697e-07,21536574.555997554,22657623.99727729,1.0520532844424668,0.1115081756738435
9,129188679.34607793,True,11.471810876930576,1,6.762426042601953,753328196.1266357,3.841313855290455e-07,49272761.02129687,51346187.793347105,1.0420805883225024,0.2844114746748229
10,54518330.9928696,True,3.8239369589768586,1,14.903882742911794,636877844.7882155,2.2543992245473156e-07,73042788.42569128,74670348.35320833,1.0222822808739405,0.5779945172531502
11,8357760.494723806,True,1.274645652992286,1,28.16364155810259,412500949.137233,1.2281088547942232e-07,45946346.02840178,46160570.4981458,1.0046624919773075,0.8466981592701929
12,469718.39546133496,True,0.424881884330762,1,52.41877780339209,158611967.69147116,3.096756853312454e-08,7888194.406454502,7888042.099262471,0.9999806917547689,0.943798533619399
13,179832.73700757013,True,0.14162729477692065,1,95.6728687100722,28123217.29670635,3.802028572824515e-09,289826.78575188975,289885.65845376486,1.0002031306448174,0.6171477660972869
14,147248.04569509672,True,0.04720909825897355,1,160.23514378146982,1858527.984208177,5.230367801982845e-10,32468.557154932594,32584.691312473413,1.003576819166514,0.18119443575560853
15,119502.65726150403,True,0.015736366086324515,1,243.03526663986344,9050.323237131413,1.3556754570893988e-09,28484.069453910844,27745.388433592685,0.9740668719575553,0.18842619134684102
16,99269.32821662504,True,0.012322944129553906,1,345.5599557974248,56017.8845731235,2.116078466614377e-09,25278.324502782416,20233.329044878992,0.8004220787122139,0.16931279612137004
17,91929.54125688894,True,0.012363085347025045,1,248.07453152324626,89886.26582498386,1.4921148290008843e-09,17234.355208010344,7339.786959736099,0.4258811467646114,0.07393811453744556
18,83235.03202836671,True,0.08882804773071004,3,68.59321882814358,94069.4892014375,8.271140707668654e-10,11853.026239628767,8694.509228522234,0.7335265317690332,0.09457796818789947
19,80434.71459031203,True,0.05820872053675388,1,43.1685218922791,37160.87581621314,6.821117331807073e-10,3292.2507451333745,2800.3174380546843,0.8505784203083957,0.03364349565096976
20,78416.33942558098,True,0.030440221921839306,1,51.58957481793275,36163.20211413639,9.852953924769967e-10,2266.0976011553785,2018.3751647310419,0.890683244932595,0.02509333407859379
21,75857.73090186165,True,0.01830574169886769,1,80.17327935323787,36014.46638059615,1.7506197024474376e-09,2947.7632998466183,2558.608523719333,0.8679830310162507,0.03262851266026661
22,72810.41548780818,True,0.015768925456170924,1,110.42532302284694,39752.587079664205,2.7917334675584054e-09,4016.2620758308803,3047.3154140534753,0.7587441647276092,0.04017145487776105
23,70458.91634670051,True,0.015768929030473715,1,114.90813823888863,47987.99094563527,3.6421384632151234e-09,4731.849267445353,2351.4991411076626,0.49695140487372247,0.03229619176533077
24,68712.03113048631,True,0.016723960752208746,1,112.30191025557362,48947.40583818992,2.5545988457220852e-09,5753.050342641988,1746.8852162141993,0.3036450425726629,0.024792961725645435
25,66410.18167123305,True,0.017186383395957107,1,101.9525353292584,44692.12267166967,2.479895233435112e-09,6599.239347890237,2301.849459253266,0.34880526950263785,0.033499947845843495
26,64523.79350042425,True,0.01830347028451441,1,98.05297042572352,39894.93618927248,1.9623033089844875e-09,6309.720826935511,1886.3881708087938,0.2989653936440434,0.02840510480979338
27,62559.09092521375,True,0.019436492947135762,1,91.03950158476064,37345.542463904894,2.527355555449017e-09,6501.12414054141,1964.7025752105037,0.3022096690876117,0.03044927256481883
28,60338.46393200888,True,0.019806634351284477,1,86.96401876963736,34087.186661833,2.19010324847641e-09,6059.375443591352,2220.626993204867,0.3664778678722565,0.03549647158171648
29,58906.68752427455,True,0.02220003573158375,1,81.41155275866132,31871.76338858156,1.2389821208829091e-09,5663.542714646435,1431.7764077343309,0.25280579310042584,0.023729082817681567
30,56525.07641671773,True,0.022250142056421486,1,76.10388190069393,30321.00432911725,1.6963159790153888e-09,5482.36330513013,2381.6111075568188,0.43441322200012217,0.04043023309663089
31,55266.47144188046,True,0.024258439864054872,1,70.47346582977688,27873.008000668757,2.088447347331477e-09,4564.889940254569,1258.6049748372752,0.2757141993147565,0.02226631177919174
32,53220.24980247039,True,0.024263641515675227,1,66.04707393858561,27037.806989677225,1.6260492056671589e-09,4352.986717336802,2046.2216394100687,0.47007302624207553,0.03702464778418004
33,51993.89416602538,True,0.024880673109728232,1,60.45370973162595,25475.154318568886,2.5538979191934545e-09,3474.4389525351808,1226.3556364450124,0.35296508391669457,0.023043026686208584
34,50348.14874238052,True,0.024880076768190183,1,57.22607789057012,24843.05304510124,1.7990139443991454e-09,3199.249475580197,1645.7454236448539,0.5144160954645124,0.03165266710721278
35,49156.35222745429,True,0.0248934358425465,1,52.43852783613506,24126.211255758863,1.036980141752946e-09,2594.467031806984,1191.7965149262309,0.45936082452208815,0.02367110896220573
36,47800.36185300715,True,0.0247809596643231,1,49.779920279783816,23540.89349778114,9.72077035963075e-10,2327.241350954742,1355.9903744471449,0.5826599694487445,0.027585252220766115
37,46667.22209053112,True,0.02467446213301799,1,45.582893802209476,23092.531614168052,1.2916478162193991e-09,1949.3494166526293,1133.1397624760284,0.5812912517355794,0.023705673316042942
38,45506.35756202721,True,0.02367882974811358,1,43.12098149237543,22568.041972313506,1.0722719433377524e-09,1728.773778000897,1160.8645285039092,0.6714959142001209,0.02487537240275228
39,44422.96380473792,True,0.022070220349676647,1,39.98283028835867,22162.033533892387,2.0943108519277207e-09,1538.8739788758235,1083.39375728929,0.7040172048920664,0.02380752526309265
40,43302.780022130806,True,0.01863718080921715,1,39.502257912518466,21994.746714038247,1.9117807818471708e-09,1456.8615596116342,1120.1837826071132,0.768902010775635,0.025216322520282636
41,42077.442037183544,True,0.014361981550344207,1,40.342380828269484,22241.48981071124,2.9606879594965754e-09,1520.127858075034,1225.3379849472622,0.8060756063630925,0.028296981956378486
42,40578.00551728953,True,0.009629290879213777,1,47.320081123169565,23732.522075834535,2.7175975654302878e-09,1773.732281005995,1499.436519894014,0.8453567293952554,0.03563516333927743
43,38534.14455387263,True,0.006007672092204719,1,60.11734153634946,27935.552205931694,3.2046441653008725e-09,2374.053845439295,2043.860963416897,0.8609160096950964,0.05036868957361756
44,35595.76581528989,True,0.003684860998134772,1,85.86552756023588,40304.49075735497,4.537709570038947e-09,3399.8966452826735,2938.3787385827454,0.8642553127783222,0.07625389826611428
45,31622.468121578167,True,0.0026383009800017743,1,120.53165152871671,72397.24453698003,9.873521139682497e-09,4794.828502685115,3973.29769371172,0.8286631506187685,0.11162276194111324
46,27341.55558568982,True,0.002366227085681825,1,157.8085997120385,140801.01393444353,1.491916122724403e-08,5828.558437649735,4280.912535888347,0.7344719250365018,0.13537566136297843
47,24373.32672766198,True,0.002366294381024426,1,184.48478757471264,206555.4444374914,7.363726106300486e-09,6123.368011289095,2968.22885802784,0.48473795018616994,0.10856108200300675
48,20752.478190828413,True,0.0023643430219952256,1,180.80978450973004,201743.2489725083,8.724704167022212e-09,6620.825715279968,3620.848536833568,0.5468877587998036,0.14855783034017117
49,18004.45266777921,True,0.002364441473324772,1,167.1207236613655,161550.05563041428,3.18662327125352e-09,5693.387715265325,2748.025523049204,0.4826696618045342,0.13241915003017315
50,15404.669695646098,True,0.002364442077500746,1,172.71613325028002,138461.51465661015,6.59349307693466e-09,5232.771447045666,2599.782972133111,0.49682715907665037,0.14439666787459113
51,13132.60862973664,True,0.002364300971138529,1,155.6264721350318,109418.60934121051,3.366163674600961e-09,4373.222593846389,2272.061065909458,0.5195393138932606,0.14749170938417605
52,11477.961618402773,True,0.002366076901702349,1,162.50725864115523,94556.70964637952,2.165144549321008e-09,3640.195843059695,1654.6470113338673,0.4545488986502128,0.1259953035977323
53,9921.398879990624,True,0.002366078062427923,1,144.8917050217242,72845.08822226406,3.0438169006778172e-09,3137.8732214221304,1556.562738412149,0.4960566054057123,0.13561316810090135
54,8846.161240547604,True,0.0023782512400314262,1,149.76810482246472,61730.8607764926,2.7000675389058816e-09,2599.1808499656227,1075.2376394430194,0.41368327234991775,0.10837560836421442
55,7880.537066905837,True,0.0023881016210975893,1,134.98453459186265,46313.34775599658,1.891391217029059e-09,2300.734605979018,965.6241736417678,0.41970254680064306,0.10915742403786353
56,7335.635269870532,True,0.0026531065758215334,1,149.68466110358645,37564.70601392231,7.215508376575087e-10,2097.973494879424,544.9017970353043,0.2597276840557136,0.0691452615994421
57,7117.693271573806,True,0.0040519086599442216,1,151.3893164781788,28318.02370159921,6.454394298943338e-10,2268.525630861018,217.94199829672652,0.09607208987716252,0.029710037410375912
58,7035.777975823909,True,0.007390391504339602,1,152.2185237214291,18027.841041202795,3.827277081906241e-10,2620.555516599342,81.91529574989636,0.03125875228783426,0.011508685837453054
59,6285.480135055683,True,0.007888285441576583,1,108.07126507099068,8199.153662080098,4.4747124422345263e-10,2530.0972476732095,750.2978407682267,0.2965490126746054,0.10664035211832629
60,5948.089734192651,True,0.009501063746007855,1,85.4959260552408,2849.436065741264,1.6387145017856117e-10,1642.2471545635576,337.3904008630316,0.20544435100738304,0.053677745154474606
61,5690.838898091878,True,0.01175327837383802,1,70.6694009618697,2513.2766911577164,1.8405164184793363e-10,1350.0035223030454,257.2508361007731,0.19055567770809567,0.043249319966032825
62,5461.754240292786,True,0.013935055200527399,1,60.20885252873445,1797.2111630642707,9.347497060039523e-11,1066.6246953518857,229.08465779909238,0.21477531768896088,0.04025498909763617
63,5237.761738105182,True,0.015240910227188167,1,47.55925553680099,1488.8832522290181,9.367100095600592e-11,820.8095406964319,223.99250218760335,0.27289217666445803,0.04101109136972005
64,5062.050596410677,True,0.01613001717440483,1,40.9438460610251,1229.366366820279,7.939841773729764e-11,574.0652314728303,175.7111416945054,0.30608218728679715,0.03354699019930426
65,4916.249130372167,True,0.016523666816337147,1,32.20671273619708,1143.2848445405748,9.845339649737928e-11,410.74454737288005,145.80146603850972,0.3549687195388353,0.028802846447621926
66,4799.7222469846465,True,0.016646098582547248,1,29.10752652449441,1062.3489422797106,5.337243865710241e-11,289.4907708097309,116.52688338752068,0.40252365580285976,0.023702395931814675
67,4693.762356052115,True,0.01664612171006555,1,22.59632419514894,1025.9693349494362,9.66814889640598e-11,214.31117145229132,105.95989093253138,0.4944207537782021,0.022076254724760186
68,4599.0812197687665,True,0.016571939510009445,1,21.353685249925288,984.6258074905938,5.592259854453635e-11,162.603892450736,94.68113628334868,0.5822808719787207,0.020171693643856355
69,4509.285744809441,True,0.01533539573578918,1,16.390413473336174,963.5905135531702,4.276261047773459e-11,126.38378865504949,89.79547495932547,0.7104983630805075,0.019524655179679613
70,4421.483427233016,True,0.012006884003504456,1,16.529044919711627,930.3456547729238,4.984781088246144e-11,109.68650306003481,87.80231757642468,0.8004842448880677,0.01947144682004071
71,4322.38903306181,True,0.005820624107291987,1,15.614227078365541,937.4902030100394,7.900901180118786e-11,110.00241282111807,99.09439417120666,0.9008383691760504,0.02241202433573756
72,4167.190732364654,True,0.003893967552566545,1,27.426783459137038,989.6583036295913,1.3554720511320625e-10,183.47737177612225,155.1983006971559,0.8458716145472572,0.035905676122637106
73,4135.026761008227,True,0.009753608723804673,2,22.984361000411663,1937.7970912849983,7.769065847845222e-11,174.78987326176338,32.16397135642637,0.18401507339191192,0.007718382340079517
74,3987.2518968535514,True,0.04127115538366146,3,5.01701128794928,6146.589310905514,9.395740038839763e-12,166.21732470269018,147.77486415467592,0.889046099249871,0.03573734166563037
75,3927.9682771919383,True,0.01375705179455382,1,4.446098163661295,2259.701066892394,2.1859355629792967e-11,56.97598833713591,59.2836196616131,1.0405018217643294,0.014868290540759518
76,3823.1782054204255,True,0.004585683931517939,1,11.203480155104959,655.6158535794277,3.439577849415577e-11,99.38975103658349,104.79007177151288,1.054334784810374,0.02667793229899152
77,3625.8299202444173,True,0.002171540874327144,1,28.853493684768026,735.7201299683754,9.62227598269803e-11,218.37115865975125,197.34828517600818,0.9037287084394727,0.051618908293683964
78,3522.4893946153948,True,0.005790775664872384,3,9.229813599143165,3194.9072898497698,2.3740861907193738e-11,110.0964447659517,103.34052562902252,0.9386363551403387,0.0285012060416933
79,3467.331753635885,True,0.01544206843965969,3,4.0233082502881725,2133.782049380417,7.310466399501185e-12,55.197024936458284,55.15764097950978,0.9992864840633378,0.01565871030408942
80,3440.1809919906896,True,0.04117884917242584,3,1.827688207457817,1160.189341123108,5.8144028404041725e-12,26.135317338077208,27.150761645195416,1.038853337573169,0.007830448187348906
