base_label,start_objective,start_x_rel_to_direct,exact_after_objective,exact_after_x_rel_to_direct,c,k,ck_cost,beta1_objective,beta1_x_rel_to_direct,beta1_objective_improvement,beta1_x_rel_improvement,best_objective_beta,best_objective,best_objective_x_rel_to_direct,best_x_rel_beta,best_x_rel_to_direct,best_x_rel_objective,linear_residual_approx,e_rel_to_exact,raw_full_step_objective,last_cycle_pre_residual_ratio,last_cycle_post_residual_ratio,exact_step_norm,approx_step_norm
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,219.31328659010367,0.01337154162356586,108.05681760777675,4.8505921136378805e-06,2,100,200,1691.9651939326066,0.034839738559498575,-1472.651907342503,-0.021468196935932715,0.2,116.79801476035581,0.017138594773353593,0.001,0.013388737010490327,218.35068469600483,115882068.0146939,2.6068363703511013,1691.9651939326066,0.04330882559793203,0.04330879996712803,6.931575977808501,12.436880622269419
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,219.31328659010367,0.01337154162356586,108.05681760777675,4.8505921136378805e-06,2,200,400,1699.8626247146913,0.03406254635166159,-1480.5493381245876,-0.02069100472809573,0.2,109.73892207017795,0.017419316354639718,0.001,0.013391496115099426,218.29051277621434,125471162.50819907,2.5477843625049066,1699.8626247146913,0.08409457011720746,0.08409457877396685,6.931575977808501,10.971777445921235
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,219.31328659010367,0.01337154162356586,108.05681760777675,4.8505921136378805e-06,2,300,600,164.32748223215108,0.03350454288572126,54.98580435795259,-0.0201330012621554,0.5,114.40172379362937,0.02340342655291009,0.001,0.013391432049946474,218.9790904657081,17664054.171594083,2.505537263600905,164.32748223215108,0.021446064655854188,0.021446039731324133,6.931575977808501,10.519095617418131
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,219.31328659010367,0.01337154162356586,108.05681760777675,4.8505921136378805e-06,3,50,150,4067418.869998797,0.012215034910224038,-4067199.556712207,0.0011565067133418212,0.005,109.9509703180042,0.013324721030654537,0.5,0.01042241774488192,1027755.4356494221,6712750589.821601,0.9136440417531485,4067418.869998797,34.85050260997803,34.850506164176,6.931575977808501,7.709229598972086
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,219.31328659010367,0.01337154162356586,108.05681760777675,4.8505921136378805e-06,3,100,300,273191.2133196083,0.02094264924865474,-272971.9000330182,-0.0075711076250888805,0.02,108.10101595715841,0.01349874318504183,0.001,0.013377866005017523,208.4654265606098,1699434659.4916937,1.5673718716637162,273191.2133196083,14.665206227790417,14.665208246682347,6.931575977808501,4.940913761930527
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,219.31328659010367,0.01337154162356586,108.05681760777675,4.8505921136378805e-06,3,200,600,11683.036316512173,0.024928699789159674,-11463.723029922068,-0.011557158165593814,0.1,109.93083037643781,0.014470306087597985,0.001,0.013382413842973196,216.80765503649525,357739030.92078716,1.8661593793833917,11683.036316512173,2.8511646976908835,2.851165349626933,6.931575977808501,6.4008478717114805
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,219.31328659010367,0.01337154162356586,108.05681760777675,4.8505921136378805e-06,4,100,400,232549.83085777992,0.02547498469008593,-232330.51757118982,-0.01210344306652007,0.001,229.53249832067186,0.013381406062348613,0.001,0.013381406062348613,229.53249832067186,1592238831.2500193,1.9031975508037238,232549.83085777992,0.9369225162416002,0.9369226538702364,6.931575977808501,7.436473364123078
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,219.31328659010367,0.01337154162356586,108.05681760777675,4.8505921136378805e-06,4,200,800,10607.718930356423,0.02770235453497388,-10388.405643766318,-0.01433081291140802,0.001,221.33677322582844,0.01338504499376701,0.001,0.01338504499376701,221.33677322582844,348223312.25497866,2.0698472485360964,10607.718930356423,0.9734002440671272,0.9734003901075152,6.931575977808501,7.808289998124818
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,219.31328659010367,0.01337154162356586,108.05681760777675,4.8505921136378805e-06,5,100,500,469031.33547335234,0.020358882452261834,-468812.02218676225,-0.0069873408286959746,0.02,118.43123283429503,0.013417113578885545,0.001,0.013373697317287976,205.27327482270678,2226932566.989742,1.5246953255350868,469031.33547335234,1.398616948106226,1.398617169285743,6.931575977808501,6.920103432645164
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,219.31328659010367,0.01337154162356586,108.05681760777675,4.8505921136378805e-06,5,200,1000,6333.286391051531,0.021168400252504306,-6113.973104461427,-0.007796858628938447,0.1,109.77682257483188,0.013955188762888943,0.001,0.013377052631530757,217.35189311103503,271453889.178808,1.5863484993395633,6333.286391051531,0.7795392962063188,0.7795396793539257,6.931575977808501,5.740146746857775
