outer,damping,nonlinear_objective,undamped_step_norm,damped_step_norm
277,0.1,107.91906057410046,2.1686135821436024e-06,2.1686135821436027e-07
278,0.1,107.91906057413512,7.621096519871797e-06,7.621096519871797e-07
279,0.1,107.91906057409385,1.1933128790240582e-05,1.1933128790240584e-06
280,0.1,107.91906057421014,9.285695085320268e-06,9.28569508532027e-07
281,0.1,107.91906057408092,6.157792421756925e-06,6.157792421756924e-07
282,0.1,107.91906057408491,8.777041329557248e-06,8.777041329557248e-07
283,0.1,107.91906057407996,2.2068410643551443e-05,2.2068410643551445e-06
284,0.1,107.91906057411671,9.782163109820867e-06,9.78216310982087e-07
285,0.1,107.91906057418595,2.5594687001208118e-05,2.5594687001208117e-06
286,0.1,107.9190605741873,1.1812715613393275e-05,1.1812715613393276e-06
287,0.1,107.91906057414408,3.9571581643988e-06,3.957158164398801e-07
288,0.1,107.91906057418208,1.557724375610468e-05,1.5577243756104678e-06
289,0.1,107.91906057415949,1.21285724999531e-05,1.2128572499953102e-06
290,0.1,107.91906057404968,1.6749905886781893e-05,1.6749905886781894e-06
291,0.1,107.91906057410999,4.750024565985936e-06,4.750024565985934e-07
292,0.1,107.91906057411268,6.9685546671281845e-06,6.968554667128186e-07
293,0.1,107.9190605740993,3.0672999023394185e-06,3.0672999023394193e-07
294,0.1,107.91906057410493,4.508295754334349e-06,4.508295754334349e-07
295,0.1,107.91906057417647,2.9498032022628257e-05,2.9498032022628264e-06
296,0.1,107.91906057411373,7.112196477968976e-06,7.112196477968977e-07
297,0.1,107.91906057418512,4.200073651169591e-06,4.2000736511695914e-07
298,0.1,107.91906057411619,7.991204917294296e-06,7.991204917294297e-07
299,0.1,107.91906057418583,1.0564091874199208e-05,1.0564091874199207e-06
300,0.1,107.91906057412336,6.96631448438925e-06,6.966314484389251e-07
