outer,nonlinear_objective,mean_pose_log_error,rms_translation_error,rms_angle_error,inner_cycles,pre_sweeps,e_hat_norm,e_star_norm,e_rel_to_exact,linear_residual_exact,linear_residual_approx,next_pose_gap_to_exact,next_objective_gap_to_exact,num_groups,coarse_dim
0,812.7548653692855,28.864061942407687,35.21772553446426,0.4957170624640948,,,,,,,,,,,
1,84.76712595515018,19.995462855573027,22.28067967586211,0.15924878027777595,2,50,159.44257660390764,160.95462297537537,0.013369050647342395,1.4925137066687773e-12,1.6730054956797942,0.23214723506141186,-0.9313787467515908,3,12
2,26.77612499012733,21.623383090925195,24.218468467803127,0.15742023052643925,2,50,21.22970896101256,21.548442003900128,0.04311414863772511,1.5326357513490414e-13,0.44080961812484254,0.09587610706252861,4.5478017440814256e-07,3,12
3,26.770216742470556,21.672773037486124,24.283166407120213,0.15837222872889284,2,50,0.7150390670916535,1.0345595804475642,0.32100449880823534,7.373427768294996e-15,0.33410188875470476,0.03391855912773664,0.00018279153147915395,3,12
4,26.770215963355717,21.675005024162346,24.28600832876326,0.15840973561007843,2,50,0.030682656385710824,0.3354825756874102,0.9141725345551053,2.85092131195379e-15,0.33249388067853913,0.03140557559138206,0.00018592154288654683,3,12
5,26.77021610783843,21.6751030030601,24.28612869182351,0.15841100614422246,2,50,0.0010862288137874756,0.30647636530567063,0.9968197615189935,2.7989807572639036e-15,0.33237001869812927,0.03128817473801504,0.0001860641060176249,3,12
6,26.770216108303885,21.675102612731727,24.28613393573844,0.15841135303679973,2,50,0.0004181513317672324,0.30576116968875877,0.9990332899399189,3.1553367074823996e-15,0.33236697099446266,0.031284583322871366,0.00018606428213985282,3,12
7,26.770216109891585,21.675112766286485,24.286141044320463,0.15841116012575326,2,50,0.00032294720366320156,0.30529000859599986,1.0005382633371789,3.652869843430962e-15,0.33236579794296534,0.03128349376605081,0.00018606585933866882,3,12
8,26.77021610869587,21.675106609413227,24.286138575153345,0.1584113862420688,2,50,0.00033771854149333886,0.30566346192021654,0.9993401990895291,3.4677560147516087e-15,0.3323669533923782,0.031284209401481175,0.00018606466220205675,3,12
9,26.770216110462602,21.6751132835539,24.28613963774967,0.1584110440278865,2,50,0.0004891338058245196,0.3051433756778328,1.0010027603316944,3.0714698590731632e-15,0.3323650433503374,0.03128300502237189,0.0001860664312438587,3,12
10,26.770216109049986,21.67510849988154,24.286138080057118,0.15841124367800297,2,50,0.00028591180702950054,0.3056357928226084,0.9994296928192202,3.397418499645032e-15,0.3323666988479311,0.0312841809956893,0.00018606501743434478,3,12
11,26.77021611316486,21.675119966493824,24.286144184349645,0.15841090704921978,2,50,0.0004974924818075371,0.3051672542846986,1.0009307627895179,3.1063275512152554e-15,0.3323659544695001,0.03128319993715101,0.00018606913382157586,3,12
12,26.77021610979385,21.675100658340313,24.28613143507186,0.15841132023456972,2,50,0.0006687061619991857,0.30581693887084277,0.998843840680978,3.1671001179280995e-15,0.3323671308613103,0.031284353498584744,0.0001860657640939678,3,12
13,26.770216110734484,21.675107918665134,24.286135570359082,0.15841112613897307,2,50,0.00030693624082656106,0.30528136965246505,1.0005628305383714,4.010947976421335e-15,0.3323656111150448,0.03128337928809816,0.00018606670086285249,3,12
14,26.770216111240742,21.675110608327287,24.28613590403822,0.1584109850182383,2,50,0.00020816399139581167,0.30532335343481437,1.0004270718727595,3.1583401012163746e-15,0.3323657174449877,0.031283430731898196,0.0001860672100306715,3,12
15,26.77021610783829,21.675098572666386,24.286133595274,0.15841157707386913,2,50,0.0008546275800030391,0.306003081387421,0.9982584768544576,3.287326384708291e-15,0.3323680107295977,0.03128502324798846,0.0001860638030208861,3,12
16,26.770216109173916,21.67510688972944,24.286138279436344,0.15841134923456127,2,50,0.000350372415102,0.3052557141155359,1.00064532988667,3.736077371555963e-15,0.33236565284436753,0.03128333298932271,0.00018606514518992867,3,12
17,26.770216109633797,21.675108341799138,24.286137432481127,0.15841121196636487,2,50,0.0001911592826358995,0.305327401693059,1.00041321917274,4.095113116281897e-15,0.33236562552446836,0.03128341196527269,0.0001860656053480625,3,12
18,26.770216113551758,21.675117937306702,24.286138511010808,0.15841069373059066,2,50,0.0007345280008211577,0.3049829135568998,1.001516238904806,3.118966994169025e-15,0.3323645903940342,0.031282614752274784,0.0001860695160189607,3,12
19,26.77021611124273,21.675101946899392,24.2861314601315,0.15841124332948925,2,50,0.0008298822466010959,0.3059581489770184,0.9983977739789938,2.747393468359775e-15,0.332367931016639,0.031284802529987145,0.00018606721047476071,3,12
20,26.770216108238408,21.675103128302155,24.286136015498595,0.15841144452199868,2,50,0.0002447045950286047,0.30564259562377805,0.9994111708786295,3.659771314836845e-15,0.33236666975499213,0.03128429555833511,0.00018606420658429101,3,12
