outer,nonlinear_objective,mean_pose_log_error,rms_translation_error,rms_angle_error,inner_cycles,pre_sweeps,e_hat_norm,e_star_norm,e_rel_to_exact,linear_residual_exact,linear_residual_approx,next_pose_gap_to_exact,next_objective_gap_to_exact,num_groups,coarse_dim
0,812.7548653692855,28.864061942407687,35.21772553446426,0.4957170624640948,,,,,,,,,,,
1,70.01378668813145,22.185666592055973,25.03210323938903,0.18816371488232295,1,50,138.74786310770122,160.95462297537537,0.1730459529362385,1.4925137066687773e-12,7.329827586710632,2.9277646957683894,-15.684718013770322,3,12
2,26.796519956016777,21.924014286432552,24.599219184780964,0.1619211798163075,1,50,22.336532749504528,24.449075738981964,0.12532694285410087,2.6812328311359086e-13,3.3309468665561197,0.31870707496883355,0.0052342027324243645,3,12
3,26.778095262965515,21.73948043823046,24.366376004832407,0.15938681740721838,1,50,2.7600679860389477,3.252431246570337,0.1639353781363653,2.6013910474194792e-14,3.2291509871210047,0.060168755968040236,0.008061224560169222,3,12
4,26.778105887594414,21.658403118785294,24.264211741829076,0.15825917007339918,1,50,1.1172555025830613,0.5296765144046129,1.2397945127215557,5.295908013058808e-15,3.2348202487280666,0.07271086748323062,0.008075780143535383,3,12
5,26.778168402147173,21.624169997614537,24.221063825925746,0.1577786322217331,1,50,0.47233193932556916,0.6566708067890618,1.6996689598424013,6.703791177247874e-15,3.242430784083795,0.11928016452318115,0.00813830448582209,3,12
6,26.778205233569395,21.60970961144711,24.202834621869627,0.15757531056892427,1,50,0.19984894242888518,1.1157987543610988,1.1767069570258866,1.0227197912621792e-14,3.2464332867839656,0.13913867676691924,0.008175134643387594,3,12
7,26.778222660214514,21.60357980604588,24.195117170334623,0.1574896861057546,1,50,0.08418355819075873,1.3132878525423288,1.063381473510605,1.1466432137276047e-14,3.24827016569175,0.14756756709359065,0.008192560146063954,3,12
8,26.778230345496006,21.600999169789876,24.191863300722776,0.15745335351097905,1,50,0.035714596709085354,1.3964978327235427,1.0253255215429546,1.078099512288467e-14,3.2490729704004324,0.15113277457783944,0.008200244867705209,3,12
9,26.778233658955546,21.599895387488342,24.190478129879285,0.1574381966394078,1,50,0.014918779877235052,1.4320596631631954,1.0102996346586257,1.823743170003947e-14,3.2494167974356576,0.1526405062354357,0.008203558065098093,3,12
10,26.778235066218315,21.59945764476929,24.189913161893795,0.15743126659968354,1,50,0.006815330417635585,1.4463060094659954,1.0046839778807934,1.3872742013531492e-14,3.2495636597436577,0.15327328314000666,0.008204965229747785,3,12
11,26.77823567070442,21.599243144143628,24.189649570589065,0.15742863947657745,1,50,0.0026170991927801993,1.4531842205942802,1.001753140600826,1.308774831905693e-14,3.249621965785503,0.15354071572881106,0.008205569653338074,3,12
12,26.778235928893853,21.599174267145465,24.18955722146151,0.15742735687131107,1,50,0.0012733677268207339,1.455689873130184,1.0008637059477887,1.0119340042538292e-14,3.2496512584760113,0.15366337826480742,0.008205827834700585,3,12
13,26.778236035278773,21.599137035686336,24.189511084025284,0.1574268759269185,1,50,0.00047423052501105093,1.456929455229642,1.0003195641158873,1.1616892891728436e-14,3.2496608719749607,0.15370854615235124,0.008205934205690824,3,12
14,26.77823608181613,21.59912382081293,24.189491539017627,0.15742651489586934,1,50,0.0003825270264871406,1.4571860208002696,1.0002476823237767,1.0359478841274842e-14,3.2496649411364382,0.1537238815213707,0.008205980744470764,3,12
15,26.77823610623076,21.599114744791493,24.189482813681934,0.15742655022034055,1,50,0.00015753581346717818,1.4577803672181928,0.999962039960515,1.1036632602419933e-14,3.249667739716371,0.15374183639273004,0.00820600515001857,3,12
16,26.778236110719543,21.599116860241292,24.189484727120025,0.15742654143236157,1,50,4.002740909277646e-05,1.4577434360162276,1.0000114717225825,1.2363201768678871e-14,3.2496692268421112,0.1537453928903066,0.0082060096435157,3,12
17,26.778236109136117,21.59910670141659,24.189477970208703,0.15742675645503282,1,50,0.0003512869074050464,1.457999724454225,0.999850600011271,8.977820044001138e-15,3.249668864201358,0.15374756057959849,0.008206008060337666,3,12
18,26.778236105816852,21.599103670967484,24.18947647802084,0.15742685113773033,1,50,0.0001436405376651623,1.4578693075036697,0.9999335788766979,1.1310862999840367e-14,3.2496703566376595,0.15374662475086398,0.008206004729682803,3,12
19,26.778236102942966,21.599105537305242,24.189478710308112,0.15742687088475626,1,50,2.4039013373410023e-05,1.4577930285886098,0.9999839078016912,1.568232639051693e-14,3.24967075707268,0.15374634244925423,0.00820600186333209,3,12
20,26.77823609995309,21.59911142293918,24.18948321908881,0.1574267849827158,1,50,0.0001727604289223842,1.4576494612187192,1.0000680645262783,1.2464050383502054e-14,3.2496702532559594,0.15374424019610067,0.008205998878047183,3,12
