outer,nonlinear_objective,mean_pose_log_error,rms_translation_error,rms_angle_error,inner_cycles,pre_sweeps,e_hat_norm,e_star_norm,e_rel_to_exact,linear_residual_exact,linear_residual_approx,next_pose_gap_to_exact,next_objective_gap_to_exact,num_groups,coarse_dim
0,812.7548653692855,28.864061942407687,35.21772553446426,0.4957170624640948,,,,,,,,,,,
1,85.68340184663509,19.814001331917048,22.06933189285244,0.15850017774744643,10,50,160.91280403673747,160.9546229766807,0.0006002302884664356,1.520187911534838e-12,0.17802125878413602,0.010300836908808201,-0.015102856180021718,3,12
2,26.77632829978771,21.68788573667241,24.303103091983925,0.15870197802668778,10,50,22.670677552508412,22.65873660859658,0.0008015285252886185,1.5038316162410176e-13,0.03168286419693229,0.002000331504120342,-1.631711630523114e-05,3,12
3,26.770034290585063,21.693489092460418,24.31192351493818,0.15895955898995873,10,50,0.19217363385352798,0.19221828658630102,0.0061815791921356125,2.543419949797379e-15,0.0029268365676345994,0.00012795879737717274,-2.2309482261562152e-08,3,12
4,26.770030040951905,21.693720370978923,24.31224794042526,0.15896978398278044,10,50,0.005368646761355106,0.005165585308522573,0.23210327909499273,6.073304652575716e-17,0.00293861754861112,0.00012917625802239395,1.3149993094430101e-08,3,12
5,26.770030038497467,21.693710774878262,24.312248588668087,0.15897047613653761,10,50,0.0006810745681104578,0.0011820463486156448,1.0140058166381842,1.6969870090585795e-17,0.0029384616934089287,0.00012913406901309042,1.537631177939147e-08,3,12
6,26.77003003855629,21.693715601894077,24.31225285806755,0.15897044808263752,10,50,9.532720257307102e-05,0.0012222555509699645,0.9809920099154261,1.348679205110285e-17,0.0029386614475313236,0.00012918465007948304,1.543892835798033e-08,3,12
7,26.770030038539712,21.69370588162711,24.312241181131547,0.15897034218227976,10,50,0.00012126238947193623,0.0012757387429627371,0.9398133085198103,1.2339774123314164e-17,0.0029386238864874204,0.0001291766702424116,1.5421875332322088e-08,3,12
8,26.7700300385569,21.693714149529967,24.312244598518685,0.15897004125147568,10,50,0.00042705446803585905,0.0014044827759404433,0.8538381842609815,1.864865105387127e-17,0.0029387450629537607,0.00012920606398747996,1.5438835987424682e-08,3,12
9,26.77003003856288,21.693723833432657,24.312254312272216,0.15897003486003092,10,50,0.00011086957883909947,0.0011992620896734783,0.9998197821686088,9.986703999862853e-18,0.0029386761779003527,0.00012918739483263334,1.544464467428952e-08,3,12
10,26.77003003855346,21.69372461602235,24.31225902605847,0.158970272698286,10,50,0.000285444232766495,0.0011074642649651157,1.0825111145694797,1.6703554756809094e-17,0.0029385784953500057,0.00012916293138373223,1.5436164346738224e-08,3,12
