outer,nonlinear_objective,inner_cycles,pre_sweeps,basis_source,coarse_damping,coarse_damping_mode,outer_damping,outer_damping_mode,e_hat_norm,e_star_norm,e_rel_to_exact,linear_residual_exact,linear_residual_approx,next_pose_gap_to_exact,next_objective_gap_to_exact,num_groups,coarse_dim,raw_full_step_objective,exact_next_objective
0,107.91906057412336,,,,,,,,,,,,,,,,,,
1,37439.101098271014,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,7.9572159291823645,1.8221129764256012e-05,436703.4899010588,3.0832274320268677e-10,637671804.9760728,0.2045934713806163,37331.18203769692,61,244,37439.101098271014,107.91906057409645
2,26657.645761370797,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,51.59595717770063,7.966128139419831,5.48980043048725,2.9828626883194704e-05,633431121.8251733,1.1111251029619875,26548.58097444156,61,244,26657.645761370797,109.06478692923613
3,230.4995484755664,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,14.717777165648886,43.686979302138624,0.6769103717156243,4.733917539689166e-05,7744701.037423396,0.754689494891579,-594.3396184854158,61,244,230.4995484755664,824.8391669609822
4,222705.13917364125,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,35.77543410340527,29.7268201303646,0.2495516548963717,1.3332433997309445e-05,1608264920.5545328,0.2007608097023393,222574.61732284163,61,244,222705.13917364125,130.52185079960495
5,6521.148358893313,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,4.87653863507386,7.481361212563082,1.1207879871663722,2.8817461011540234e-05,255225972.3649345,0.21334181927218202,6403.217616215361,61,244,6521.148358893313,117.93074267795274
6,131.06149653174742,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.0921332518208127,8.3646765351104,1.1053638130880081,1.587796520795457e-05,16302866.72502271,0.23616913213988994,22.845385893791246,61,244,131.06149653174742,108.21611063795618
7,1199.769137501485,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.7166071815031234,9.24156100049797,0.8180001166382116,4.12509157541787e-06,111323648.15736711,0.1911738643953476,1084.3299687817396,61,244,1199.769137501485,115.43916871974524
8,119.82631496023045,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,7.0118377637336,7.559436648310221,0.08125262410761025,6.5321663008483535e-06,16110031.927200694,0.016746191738037906,11.000284433524413,61,244,119.82631496023045,108.82603052670603
9,452.4983720909728,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,6.526795062522699,0.619049957307917,11.426413495122413,7.810173836934636e-07,60193792.85867515,0.1799727826255521,344.55483339056343,61,244,452.4983720909728,107.94353870040933
10,192143.13549731136,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,17.418771018424568,7.07190339838183,3.438027880385476,9.910513833836052e-06,1292623009.1801038,0.6342604818729871,192034.45758678557,61,244,192143.13549731136,108.67791052579439
