outer,trial,accepted,damping,nonlinear_objective_before,nonlinear_objective_after,actual_reduction,predicted_reduction,rho,step_norm,gradient_inf_norm,linear_residual_norm
1,1,True,1606.4839580867895,3548660355.5203156,3521680523.817216,26979831.703099728,25423487.363668803,1.0612167920619342,1.7592969282460458,2760818730.705343,9.560580035648442e-07
2,1,True,535.4946526955964,3521680523.817216,3444049038.54689,77631485.27032614,74860103.2996396,1.0370208141390567,5.133253813823928,2688688469.3264174,4.801007034626965e-07
3,1,True,178.4982175651988,3444049038.54689,3223326589.1000285,220722449.44686127,210718961.52528876,1.0474731265243635,14.486352193239082,2491493177.621068,1.0021423378828437e-06
4,1,True,59.49940585506626,3223326589.1000285,2684517765.772885,538808823.3271437,522124899.9109417,1.031953893443978,37.772337659405295,2017361906.0024855,3.183559713143053e-07
5,1,True,19.833135285022085,2684517765.772885,1619427703.323864,1065090062.4490209,1021662632.5178801,1.042506624544067,83.75049094905616,1136630396.8357408,2.2622436618986382e-07
6,1,True,6.611045095007361,1619427703.323864,457339615.11601806,1162088088.207846,1163344688.2105803,0.9989198386209445,136.62590909990038,679554311.1994324,1.5363151970521585e-07
7,1,True,2.203681698335787,457339615.11601806,251251667.05395618,206087948.06206188,422262371.3134979,0.4880566256022305,132.40799595412676,474613840.91595,9.517587814431848e-08
8,1,False,2.203711732807116,251251667.05395618,913114479.8663173,-661862812.8123611,226428116.8036685,-2.9230593009182235,82.40257032763459,145001972.30965182,3.474198213201671e-08
8,2,False,4.407423465614232,251251667.05395618,678902259.9375677,-427650592.88361156,194322643.03582734,-2.200724456000557,51.53577384868218,145001972.30965182,3.273445580826318e-08
8,3,True,17.62969386245693,251251667.05395618,23165080.49926593,228086586.55469024,97179173.783681,2.347072707804726,18.018014172117294,145001972.30965182,2.0219274932807906e-08
9,1,True,5.876564620818976,23165080.49926593,6148907.299378264,17016173.199887667,17013233.009073332,1.0001728178772822,29.2497807773676,112009586.27265765,3.1157558710933994e-08
10,1,True,1.9588548736063252,6148907.299378264,785429.390599011,5363477.908779252,5366461.063806982,0.9994441113068259,63.53876037795086,59812454.0840277,1.1032133639813604e-08
