variant,final_objective,final_x_rel,final_mean_pose_log_error,final_rms_translation_error,final_e_rel_to_exact
c5_reset,593.3705256204398,0.001948150077979339,49.14380755943186,54.23638918151382,0.9916004339476138
c5_carry_lam,599.1567630546652,0.15830194031027509,76.72296605559731,93.37587320302602,0.9930839920268895
