outer,reset_obj,reset_xrel,carry_obj,carry_xrel
1,11314.425274919166,0.22563621648410867,11314.425274919166,0.22563621648410867
2,1110.3795560691321,0.17229406303878506,874.9837071981001,0.2224603513605771
3,797.7544013884361,0.1785353013487736,747.688956982405,0.22208591590650867
5,747.1341992404441,0.2313122310085316,700.1895936134571,0.2212126749913694
10,711.7992897732134,0.26440660390790927,673.0299776578903,0.21759122942284584
15,695.0990348530031,0.22466251464807627,657.4425044641727,0.21490665046343557
20,685.3682877958802,0.1772849454570373,645.1176335577758,0.21324837526120938
