outer,nonlinear_objective,accepted,damping,attempts,step_norm,gradient_inf_norm,linear_residual_norm,predicted_reduction,actual_reduction,rho,relative_objective_improvement
0,3548660355.5203156,True,0.0,0,,,,,,,
1,1537006561.7610798,True,5.354946526955965,1,130.57480860626518,2760818730.705343,4.988211121598674e-07,1627738557.0658474,2011653793.7592359,1.2358580467525644,0.566876959816652
2,282465611.2387281,True,1.7849821756519884,1,158.98964063705557,1104886594.7897599,1.4887291970883143e-07,1191953932.4620638,1254540950.5223517,1.052507916921764,0.8162235488994379
3,15642840.37883694,True,0.5949940585506628,1,133.18270952494657,476271840.7904508,1.9531320104048453e-07,266674708.26737088,266822770.85989118,1.0005552179787962,0.9446203723340458
4,441909.6483854434,True,0.1983313528502209,1,152.43739886957968,114384694.07372466,2.5655865495731675e-08,15215402.408845365,15200930.730451496,0.9990488796809307,0.9717500378650351
5,115692.33765913617,True,0.06611045095007363,1,196.54931424960392,15741801.41221482,4.622149281323621e-09,329375.98223898036,326217.3107263072,0.9904101340625943,0.7381991135929517
6,51841.565566522324,True,0.022036816983357875,1,240.85029111133167,3222560.4336893414,1.4798359306212062e-09,65565.11987139593,63850.77209261385,0.9738527469766741,0.5519014775268618
7,32348.71374223169,True,0.007345605661119291,1,279.6472630647346,804454.103022239,4.0374137641606716e-10,20241.974961100765,19492.851824290636,0.9629915984853391,0.37600816277968496
8,26712.364503466026,True,0.007013742484114035,1,295.0129192504955,131807.6578301019,9.847346867428957e-10,8312.225328889792,5636.349238765662,0.6780794571552443,0.17423719792009323
9,22365.435485630078,True,0.005119445043179488,1,159.53338824476475,50699.15378161928,1.1061992982112024e-09,5280.535067294063,4346.929017835948,0.8231985892413496,0.1627309711677496
10,19450.821350661325,True,0.0018842881411146495,1,139.56953411214874,38444.77968063499,9.222245546252424e-10,3137.133020285391,2914.614134968753,0.929069349664875,0.13031779045131536
11,16399.005572002472,True,0.0011966008496289225,1,206.24123874139133,24985.982644137428,4.72960681067733e-09,3559.736882320594,3051.8157786588527,0.857314986906946,0.1568990698973795
12,13511.096942866388,True,0.000911523437645022,1,190.06796029248397,119156.18325146733,6.434342132583938e-09,3565.488502194067,2887.9086291360836,0.8099615599262131,0.17610266771703054
13,13222.993379010095,True,0.008471024052990078,3,62.12022705410969,203233.9561736614,9.68998089616894e-10,1265.6985630476318,288.1035638562935,0.2276241533865527,0.021323476922309174
14,12437.180049496557,True,0.008327622642700658,1,52.2030385413716,9689.980588101062,3.5421120969874307e-10,1250.531472375382,785.8133295135376,0.6283834888384591,0.05942779422100607
15,12041.462759108084,True,0.008327171363077568,1,40.81198246447578,7014.566763087563,1.0563726972445104e-09,762.5770846411039,395.717290388473,0.518921035471072,0.031817284047800785
16,11612.505384634038,True,0.008059452846119902,1,39.92100438158261,6834.239858926231,4.742138403284805e-10,650.9337690854213,428.95737447404645,0.6589877416818344,0.03562336096996072
17,11311.05492103859,True,0.007992264029105148,1,33.927496196534335,6580.872746525441,3.8624112754963715e-10,501.2616389592732,301.4504635954472,0.6013834695615708,0.025959123686980945
18,11001.272336012256,True,0.007582609292838311,1,33.34389774430246,6530.756139531251,6.293696556754517e-10,451.7547906399032,309.78258502633435,0.6857317098674979,0.027387594454177565
19,10745.177462503752,True,0.007381790710786592,1,30.426678107536727,6324.707617580215,6.166117530643335e-10,394.575794408261,256.09487350850395,0.6490384791407829,0.023278659566510946
20,10477.05347713184,True,0.00683252128515994,1,30.94407357894359,6405.440219452538,5.288206719692086e-10,377.4785542140262,268.12398537191257,0.7103025652151068,0.024952960182142634
21,10232.586865813539,True,0.00650061685820854,1,29.52657973812429,6302.8991691384335,4.342719173798916e-10,358.2256616512089,244.46661131830115,0.6824374618821397,0.023333527107778536
22,9975.833128331213,True,0.0059734629635184045,1,31.27214516395649,6567.898795462949,4.5735147125098987e-10,358.38432305993626,256.75373748232596,0.7164201137207288,0.025091772085524613
23,9733.068465659924,True,0.00569354327241554,1,30.64391637533328,6623.536545883013,3.960248272633813e-10,356.86901373199356,242.76466267128853,0.6802626547274382,0.024335277018802632
24,9483.856468862634,True,0.005420378554876264,1,33.02248964212872,6973.861085166374,3.142735851495321e-10,365.5827300347167,249.21199679729034,0.6816842709545512,0.02560466903901443
25,9252.033861122933,True,0.005325381191704507,1,32.50224622565038,7001.3382022341975,6.818729289654699e-10,368.04452906517275,231.8226077397012,0.6298765215408226,0.024443917777627742
26,9023.123706721892,True,0.005273368508224012,1,34.640264529842966,7032.833575257574,1.2301240061476323e-09,377.1928500065089,228.91015440104093,0.6068782968635031,0.024741603612468598
27,8813.516893874803,True,0.005267275430866863,1,34.09569907666862,6766.1620839903635,6.567272778566766e-10,379.40151101490966,209.6068128470888,0.5524669954170311,0.023229961115454896
28,8609.05547145524,True,0.005266351269729539,1,35.69008597569944,6441.683838791485,4.331831008358312e-10,387.24388411619765,204.46142241956295,0.5279913532687622,0.02319861922108064
29,8421.009842290405,True,0.005266582914738033,1,35.359402326581026,6066.858764033714,3.745797365848266e-10,389.85295139738514,188.0456291648352,0.4823501489236038,0.021842771229472483
30,8236.984417465866,True,0.00526848780634924,1,36.50771553082932,5713.624695839773,2.5375424068880973e-10,396.28593510477776,184.02542482453828,0.46437536264284035,0.021853130238651493
31,8067.520626665446,True,0.005286515137205673,1,36.423086191326114,5386.623419063179,2.3757613750706e-10,399.0618494506103,169.4637908004206,0.4246554538694239,0.020573523295866168
32,7901.508030459365,True,0.005316480351376249,1,37.21388961317677,5082.821967906647,2.2475092993479147e-10,404.07065084427836,166.01259620608107,0.4108504190027386,0.020577895476010598
33,7747.883358743921,True,0.005393772986508042,1,37.1582441039305,4783.61679346154,2.1868903937324945e-10,406.4491584385637,153.62467171544358,0.3779677446143969,0.01944244960876315
34,7597.148410164052,True,0.005488059902293811,1,37.46437803991278,4495.937588098386,2.6278716135050004e-10,407.13273743666974,150.73494857986952,0.37023539185010057,0.01945498423253322
35,7455.041844112019,True,0.005633171471867849,1,37.03428724904428,4186.64527798557,3.032866502196318e-10,404.8137980042062,142.10656605203258,0.3510418042878964,0.018705250757232995
36,7315.622346583117,True,0.005777184763610988,1,36.68733746570953,3894.0942903238024,1.7629887060321927e-10,395.28586528298285,139.41949752890196,0.35270549689170483,0.018701370219540117
37,7180.513514168478,True,0.005926603400401561,1,35.67838987144896,3594.1710927146537,4.228986815124622e-10,383.6850506257939,135.10883241463944,0.35213473184393207,0.018468535691668703
38,7051.423506655943,True,0.0060658863537832826,1,34.85857796653214,3331.9196229280674,3.212097282705559e-10,361.8186383032075,129.0900075125346,0.3567809776685853,0.01797782390602235
39,6923.040373698529,True,0.006164775695707069,1,33.49988225918322,3097.925738517811,2.8358293726684505e-10,343.9889815802088,128.3831329574141,0.3732187361573343,0.018206697248609637
