outer,nonlinear_objective,linear_step_norm,linear_residual_norm,relative_objective_improvement
0,1317356.2725119141,,,
1,188225.49348998987,1328.032702022659,5.436534988171951e-11,0.8571187632248607
2,537.811578212944,326.0655449823225,1.2498938919516934e-11,0.9971427272244525
3,70.57838518032761,59.60633115540632,1.9692071021107523e-12,0.8687674493456472
4,68.95749761372302,1.884858051300319,6.003440707751383e-14,0.02296577858027256
5,68.95743913113482,0.04976195092473076,1.6500930563845682e-15,8.480961494443125e-07
6,68.95743912353896,0.0007396520288622864,2.5257372969987172e-17,1.101528458768961e-10
7,68.95743912353767,0.0002117069012664414,7.186467354414613e-18,1.8753419435524633e-14
