inner_cycle,e_rel_to_exact,pre_linear_residual_norm,post_linear_residual_norm,pre_objective,post_objective,objective_gap_to_exact_after_cycle,e_norm,pre_e_norm,delta_z_norm,delta_e_raw_norm,delta_e_norm,coarse_damping,outer,inner_cycles,pre_sweeps,basis_source
1,0.6211196865448247,41432138697.646614,41432140633.39288,6884077287.544553,4662918788.3836155,3760765466.329744,445.17614450135284,435.81115241351586,132.46942095957817,132.4694209595782,66.2347104797891,0.5,1,3,100,message_conditioned_information
2,0.6745168287400183,6249419350.876328,6249419875.240348,1710685589.220288,1609985939.3183281,707832617.2644564,474.6016100441353,476.21131072969087,22.451377216147065,22.451377216147062,11.225688608073531,0.5,1,3,100,message_conditioned_information
3,0.6524900097102602,1672458250.2922778,1672458401.755669,1510077487.3863401,1355087887.3609602,452934565.3070885,476.09850516720746,473.7881308659144,12.845228521808444,12.84522852180844,6.42261426090422,0.5,1,3,100,message_conditioned_information
1,1.0663042523876043,9970618248.025362,9970617685.928635,121064454.46225229,12845431.220197365,-1312430944.3013694,167.14468017476744,158.7342276255205,74.51820571121745,74.51820571121746,37.25910285560873,0.5,2,3,100,message_conditioned_information
2,1.1043477018025356,1131989637.613875,1131989590.6439283,139978509.1103462,135662619.46335116,-1189613756.0582156,183.7976836730341,185.7511960879541,20.660993743973865,20.660993743973865,10.330496871986933,0.5,2,3,100,message_conditioned_information
3,1.0525772582555784,1107008530.3046758,1107008582.2938967,132408849.34747507,126588511.54675655,-1198687863.9748104,179.01166108033894,180.30315005498863,15.285283048421405,15.285283048421405,7.642641524210703,0.5,2,3,100,message_conditioned_information
1,0.9793053363983875,1432862098.392769,1432862266.0075986,307733.83374243154,278113.27396015,-22014463.926672317,14.23046407600487,11.265831003328893,14.024647151061764,14.024647151061764,7.012323575530882,0.5,3,3,100,message_conditioned_information
2,0.9404571152061757,887639885.7112298,887639952.6971049,92210.83791489252,52615.27405725485,-22239961.926575214,25.647364980395267,22.106542458190418,9.030911647653936,9.030911647653936,4.515455823826968,0.5,3,3,100,message_conditioned_information
3,0.9100097770361231,573000243.2299908,573000290.0608158,1849.8575059473403,6190.162249359473,-22286387.038383108,34.99327703942112,31.36596088900296,8.073277046313475,8.073277046313477,4.036638523156738,0.5,3,3,100,message_conditioned_information
1,0.981662929431573,1094823355.495778,1094823443.616963,110255.84908750061,109820.18012470413,-126375.74056812508,6.4874478438237375,3.9824212432341635,10.998479435652007,10.998479435652005,5.499239717826002,0.5,4,3,100,message_conditioned_information
2,0.9442069183678854,502813261.3803741,502813303.5312028,21798.82422316155,21369.848499178912,-214826.0721936503,17.72986142958347,13.795408427384086,8.069449491312378,8.069449491312378,4.034724745656189,0.5,4,3,100,message_conditioned_information
3,0.9124239196071086,404557102.6842058,404557137.30389875,13629.62861653489,13430.30453879081,-222765.6161540384,27.73704011839325,23.71878393506465,8.093478315636014,8.093478315636014,4.046739157818007,0.5,4,3,100,message_conditioned_information
1,0.9826163384292665,782313548.5745966,782313588.8871567,56736.93041023317,56490.95602860811,-225199.1565194653,5.1513045226182586,1.593541301320816,9.760372537982706,9.760372537982708,4.880186268991354,0.5,5,3,100,message_conditioned_information
2,0.9441690472598429,372452754.17087334,372452787.56456906,12873.197074844555,12858.254104419135,-268831.85844365426,16.14196690955033,12.179722783744323,7.985884880530808,7.985884880530809,3.9929424402654043,0.5,5,3,100,message_conditioned_information
3,0.9098911574256171,323850471.3129038,323850500.6199662,10441.893414458043,10552.920354648575,-271137.19219342485,26.015179420804177,22.072638113056225,7.908377786878548,7.908377786878548,3.954188893439274,0.5,5,3,100,message_conditioned_information
1,1.0051291351695106,635990765.2714939,635990822.8350036,37455.98314050035,39104.556846231266,-159063.75990980072,5.507349950340784,8.037624236987988,8.62535014494403,8.62535014494403,4.312675072472015,0.5,6,3,100,message_conditioned_information
2,0.9649588123233691,923056540.2139791,923056609.2244864,81544.34826738389,82907.53858318849,-115260.77817284351,9.73109874278743,6.13153074398775,8.815398901744745,8.815398901744743,4.4076994508723715,0.5,6,3,100,message_conditioned_information
3,0.9254449421902943,571131510.9944453,571131556.5963879,32262.64836895685,32727.174614785272,-165441.14214124673,19.643688956025827,15.681483123366014,8.08669284192994,8.08669284192994,4.04334642096497,0.5,6,3,100,message_conditioned_information
1,0.9849415760842457,690915603.6872474,690915644.6031703,44526.12427325063,46807.64897713144,-65689.67145578997,4.8870508570936115,3.513712844104047,9.971551429953127,9.971551429953127,4.985775714976564,0.5,7,3,100,message_conditioned_information
2,0.9411214126158357,11324497.851602161,11324500.38525339,142.96804743559738,149.87311963720612,-112347.4473132842,14.577285782829447,11.430306173979083,6.687851210176479,6.687851210176479,3.3439256050882395,0.5,7,3,100,message_conditioned_information
3,0.905708145544764,116321147.05602808,116321159.72260956,1187.1383542219278,1154.177706860776,-111343.14272606063,23.02547477397066,19.43235987283477,7.278888190026003,7.278888190026002,3.639444095013001,0.5,7,3,100,message_conditioned_information
1,0.9797809869807582,212622528.64655343,212622695.9360573,4937.132892213966,5173.068341609156,-105110.11690826001,5.067893562592587,3.340372076786649,9.733869719603739,9.733869719603737,4.8669348598018685,0.5,8,3,100,message_conditioned_information
2,0.9324935474896955,360768046.3150365,360768075.35782766,13269.347621900239,13555.166978056135,-96728.01827181304,14.906840147463319,11.402474182702742,7.128728556620893,7.128728556620893,3.5643642783104466,0.5,8,3,100,message_conditioned_information
3,0.8926659723283246,260864676.8580523,260864699.7383838,7518.884924493135,7696.824412027288,-102586.36083784189,23.611064837421498,20.10909101575957,7.040802957265267,7.040802957265267,3.5204014786326336,0.5,8,3,100,message_conditioned_information
1,0.9752541473140601,592409235.7788014,592409287.8517286,32560.605227426346,32394.42558297207,-23259.27171646346,5.034475702101131,2.171816271935667,9.027736458963135,9.027736458963137,4.513868229481568,0.5,9,3,100,message_conditioned_information
2,0.9255067950189544,272452201.6651789,272452226.2620108,6862.493625832076,6832.058130897318,-48821.63916853821,14.627691522701943,11.297337142654532,6.691179961437848,6.691179961437847,3.3455899807189233,0.5,9,3,100,message_conditioned_information
3,0.8835681888976817,219722851.2199733,219722870.7999944,4697.1292156882455,4719.7459346477335,-50933.9513647878,22.84553113842659,19.5287125615311,6.6506221033413855,6.6506221033413855,3.3253110516706927,0.5,9,3,100,message_conditioned_information
1,0.9814748479174031,637809005.9427109,637808901.2836488,39659.863126793556,37837.666813672804,-2644.018350749451,4.72762966886663,5.244725327603809,10.130580161201868,10.130580161201868,5.065290080600934,0.5,10,3,100,message_conditioned_information
2,0.9231719759120578,54891705.508556575,54891698.69026936,510.083006634551,547.7682632372674,-39933.91690118499,13.344920152004386,10.351321400570122,6.057816051140878,6.057816051140879,3.0289080255704395,0.5,10,3,100,message_conditioned_information
3,0.8797370186068417,73651650.2322592,73651658.33165161,650.1662176999291,650.141620267876,-39831.54354415438,20.842382703053858,17.78903515529188,6.124938167875868,6.124938167875869,3.0624690839379345,0.5,10,3,100,message_conditioned_information
1,0.9883902790287804,200952289.97755644,200952329.03969726,3761.478532013843,3874.1131979597203,-25147.076963185318,2.58740511041006,2.569665329710648,5.813766232565052,5.813766232565052,2.906883116282526,0.5,11,3,100,message_conditioned_information
2,0.9394131966637248,20020933.145112302,20020934.131447434,171.6050661689525,175.87787412545703,-28845.31228701958,9.329761797442604,6.222652376797827,7.185855700883399,7.1858557008833985,3.5929278504416993,0.5,11,3,100,message_conditioned_information
3,0.8882824576636565,86103956.43380551,86103967.15905558,962.9402258672366,997.1636849345896,-28024.02647621045,17.01541623347161,14.248121000513523,5.551453998410214,5.551453998410214,2.775726999205107,0.5,11,3,100,message_conditioned_information
1,0.9715475279524483,286808910.6632569,286808971.89857364,7771.454735398884,7519.657343058805,-8077.604126388418,5.19373223420877,4.45277962679153,8.05030393110166,8.05030393110166,4.02515196555083,0.5,12,3,100,message_conditioned_information
2,0.9090058554961231,296286538.78168625,296286564.00692487,8151.746333697108,8120.085562284067,-7477.175907163156,12.432822418201667,9.685610989824806,5.673879205654955,5.673879205654956,2.836939602827478,0.5,12,3,100,message_conditioned_information
3,0.8585792075348108,201235707.82716045,201235725.26667735,4043.8613798519805,4075.8615566526446,-11521.399912794579,19.158462238139535,16.454752078438037,5.4504945029993745,5.450494502999374,2.725247251499687,0.5,12,3,100,message_conditioned_information
1,0.9946300762138821,4859013.717961592,4857089.57014348,7075.46891561351,6993.844573414215,-2238.9144636623278,3.557338339516829,4.575643952069341,5.864079519462521,5.864079519462521,2.9320397597312606,0.5,13,3,100,message_conditioned_information
2,0.9357556549804309,426053826.65519994,426053857.92385775,16996.987632254408,17023.701813981923,7790.94277690538,7.764404209741099,5.3398965528730145,5.745356411461091,5.745356411461091,2.8726782057305456,0.5,13,3,100,message_conditioned_information
3,0.8784619021206885,271912951.9859602,271912972.8009117,7212.033145619979,7266.902724170374,-1965.8563129061686,14.15188832104347,11.578039846375182,5.2311224748902285,5.231122474890228,2.615561237445114,0.5,13,3,100,message_conditioned_information
1,0.9617051284822592,315071955.7540691,315071841.74849224,10875.316718409003,11479.396103936908,6317.294806707165,5.509231618958389,5.166591903174487,6.95531322008736,6.95531322008736,3.47765661004368,0.5,14,3,100,message_conditioned_information
2,0.8942447699374488,442287152.17971945,442287186.6360581,19853.28747407888,20284.87370604834,15122.772408818597,10.853380367608032,8.485453463432329,4.867282210129389,4.867282210129389,2.4336411050646944,0.5,14,3,100,message_conditioned_information
3,0.8377870503080954,243717572.61202902,243717592.08683527,6286.488950776409,6401.425275484597,1239.3239782548535,16.568281641190403,14.235565948581929,4.6986831979570125,4.6986831979570125,2.3493415989785063,0.5,14,3,100,message_conditioned_information
1,0.9853184684691332,395787506.2909433,395787499.99545586,19389.562207384046,19086.719309505,17821.66760580566,3.0154576691611723,3.772137617433468,7.317089226801731,7.3170892268017305,3.6585446134008652,0.5,15,3,100,message_conditioned_information
2,0.9082565368026885,254919346.54588073,254919363.1790358,5915.120646780196,5835.213504056889,4570.161800357548,8.105085266598481,6.815484779791869,3.902266933629499,3.9022669336294986,1.9511334668147493,0.5,15,3,100,message_conditioned_information
3,0.8542201648716885,151195659.11891574,151195670.15469033,2102.0195401293736,2081.948292478531,816.8965887791901,12.461509543387379,10.350041620534471,4.252691353340285,4.252691353340285,2.1263456766701423,0.5,15,3,100,message_conditioned_information
1,1.0212963937419604,821983395.9127241,821983438.2766198,62611.164271964546,62663.99422936202,61194.927274530135,3.3802010299808174,4.48466944243974,4.356043850197682,4.356043850197682,2.178021925098841,0.5,16,3,100,message_conditioned_information
2,0.9812890778161798,339972851.2261076,339972874.49518085,10834.975504911932,10809.587009043229,9340.520054211345,2.918223313493806,3.4804493435975967,4.786032439317034,4.786032439317035,2.3930162196585174,0.5,16,3,100,message_conditioned_information
3,0.9106387012426449,262198016.550986,262198035.5351912,6517.393992056831,6536.035130670734,5066.96817583885,6.588823202064562,4.730835757647495,3.939202475362011,3.9392024753620105,1.9696012376810053,0.5,16,3,100,message_conditioned_information
1,0.9715143411946443,500847042.1859725,500846957.04866636,23906.97990248634,24175.550703649544,23180.700817851022,2.8552731596069023,3.9939761143793335,7.300778909431882,7.300778909431883,3.6503894547159415,0.5,17,3,100,message_conditioned_information
2,0.8782565556536299,131680709.90085472,131680721.9235939,1717.973555747559,1719.5160964818142,724.6662106832943,8.162738435500712,6.647135866372393,3.0885249528584473,3.0885249528584473,1.5442624764292237,0.5,17,3,100,message_conditioned_information
