outer_sample,k,cycle,cycle_start_linear_residual,pre_linear_residual,post_linear_residual,pre_residual_ratio_vs_cycle_start,post_residual_ratio_vs_cycle_start,outer_start_objective,cycle_start_objective,pre_objective,post_objective,post_objective_delta_vs_outer_start,post_objective_gap_to_direct_optimum,delta_z_norm,delta_e_norm,e_post_norm,e_rel_to_exact
11,50,1,79943244.6908023,68032081432.090126,68032045990.45094,851.0047558767327,851.0043125417227,783.8981776540719,783.8981776540719,510928133.0898159,508224027.91103023,508223244.01285255,508223919.99196965,13.535510796383091,13.53551079638309,17.255973882452142,1.5240403965128615
11,50,2,68032045990.45094,1568258936.2766943,1568258117.032301,0.023051767934435148,0.023051755892398464,783.8981776540719,508224027.91103023,228646.4654391055,236287.3191015093,235503.4209238552,236179.40004093526,2.2444237373107367,2.2444237373107363,4.188525723527869,0.8472092047793749
11,50,3,1568258117.032301,15439837.147427447,15439792.73270651,0.00984521424103647,0.009845185919983668,783.8981776540719,236287.3191015093,153.82883075591238,148.0902442675021,-635.8079333865699,40.17118369346608,2.6646844098271036,2.6646844098271036,4.227383017263791,0.799911885900572
11,50,4,15439792.73270651,199496740.38418907,199496756.66188806,12.920946792348449,12.920947846617718,783.8981776540719,148.0902442675021,3797.039006719528,3446.8964597505583,2662.9982820964865,3338.9773991765223,3.851902050623255,3.851902050623255,6.3865009595845486,0.6891555450763006
11,50,5,199496756.66188806,12874859.512607574,12874857.075664932,0.06453668584912485,0.06453667363367492,783.8981776540719,3446.8964597505583,162.810501127421,150.50360849991947,-633.3945691541525,42.58454792588344,5.202460803048807,5.202460803048807,7.196743577562082,0.6475033400345408
11,50,6,12874857.075664932,6669034.824870061,6669006.791496938,0.5179890375230153,0.5179868601494757,783.8981776540719,150.50360849991947,212.92519051245122,241.64691929382613,-542.2512583602457,133.7278587197901,8.568928480117867,8.568928480117869,9.690960685401073,0.5235743137293899
11,50,7,6669006.791496938,171748582.75002632,171748639.12040532,25.753247540399535,25.753255992989367,783.8981776540719,241.64691929382613,2027.9448001860976,2728.041344357068,1944.143166702996,2620.122283783032,12.638663077066509,12.638663077066509,9.608275270963082,0.5285815396475081
11,50,8,171748639.12040532,377995401.4364232,377995494.1778294,2.200864026476667,2.200864566460021,783.8981776540719,2728.041344357068,13909.563316333331,15674.66764872281,14890.76947106874,15566.748588148774,20.348364648721446,20.348364648721446,12.708427736453366,0.3730979582776231
11,50,9,377995494.1778294,734538133.2375456,734538301.7081561,1.943245738511315,1.9432461842060738,783.8981776540719,15674.66764872281,38096.55772935002,50549.01982926637,49765.121651612295,50441.10076869233,31.202162646115884,31.202162646115887,11.006925844847604,0.4638865533596956
11,50,10,734538301.7081561,1279650082.9977224,1279650365.028174,1.7421148495890797,1.742115233545166,783.8981776540719,50549.01982926637,172387.84884387182,166611.91431496298,165828.0161373089,166503.99525438895,49.280558704927856,49.28055870492786,15.917347521254174,0.22150947814297597
11,100,1,79943244.6908023,824606171.0825167,824604277.112978,10.314894951685517,10.314871260258604,783.8981776540719,783.8981776540719,80935.956170198,80566.33374244292,79782.43556478884,80458.41468186889,19.964592470836276,19.964592470836273,6.9468153259629215,1.0975378796385336
11,100,2,824604277.112978,567927477.7884759,567927559.04693,0.6887273005384434,0.6887273990808065,783.8981776540719,80566.33374244292,26491.21436433479,28559.412939153677,27775.514761499606,28451.49387857964,19.483857082063043,19.483857082063047,6.315006852202165,0.7533260895009176
11,100,3,567927559.04693,560852211.4074062,560852304.1689374,0.9875418131646978,0.9875419764980838,783.8981776540719,28559.412939153677,30919.553388101795,30281.256154506722,29497.35797685265,30173.337093932685,25.041997525038763,25.041997525038763,4.45780787813373,0.794109314114144
11,100,4,560852304.1689374,632268932.1103032,632269058.4475734,1.1273358911258995,1.1273361163853295,783.8981776540719,30281.256154506722,29007.754011728364,35912.58282670701,35128.684649052935,35804.66376613297,30.562249790383905,30.562249790383902,9.422823899845696,0.581045277680173
11,100,5,632269058.4475734,819147826.4962326,819147980.1013554,1.2955684222592,1.2955686652018537,783.8981776540719,35912.58282670701,69176.41384578097,65656.47320749387,64872.57502983979,65548.55414691984,40.908085766885506,40.9080857668855,7.843634564839335,0.6394404900424636
11,100,6,819147980.1013554,1097957684.331394,1097957857.7810307,1.3403654907328717,1.3403657024768312,783.8981776540719,65656.47320749387,72189.85348951051,108046.37320402182,107262.47502636774,107938.45414344779,54.057895377111606,54.05789537711161,12.462853360934028,0.46602332518818385
11,100,7,1097957857.7810307,1180280236.7691936,1180280466.3674898,1.0749777219633332,1.0749779310772756,783.8981776540719,108046.37320402182,168195.8273713184,134936.7993207944,134152.90114314033,134828.88026022038,75.38799698924058,75.38799698924058,11.066022433180693,0.5281503333316847
11,100,8,1180280466.3674898,1554313066.6126552,1554313369.6301913,1.316901457664815,1.316901714398316,783.8981776540719,134936.7993207944,66437.16703733547,211216.08319407224,210432.18501641817,211108.1641334982,105.63999758390086,105.63999758390088,14.700258414796531,0.45690624334642604
11,100,9,1554313369.6301913,2135877804.4466975,2135878255.0879989,1.3741616370158833,1.3741619269453855,783.8981776540719,211216.08319407224,777006.8177000519,426483.5330043749,425699.6348267208,426375.61394380085,152.30062831175718,152.30062831175718,15.308395536469757,0.4814029147965823
11,100,10,2135878255.0879989,2812460291.412603,2812460849.978324,1.3167699445007592,1.3167702060164705,783.8981776540719,426483.5330043749,16647.51419230293,677904.6627728705,677120.7645952165,677796.7437122965,220.89155692598433,220.89155692598433,16.621533328538,0.6279560966510724
11,150,1,79943244.6908023,234195843.12554914,234195749.91518885,2.929526366253358,2.9295252002966765,783.8981776540719,783.8981776540719,6713.429620592628,5586.145952910138,4802.247775256065,5478.226892336102,21.320476284675106,21.32047628467511,5.158821479203538,1.0164408883783391
11,150,2,234195749.91518885,317808116.42625177,317808172.4573653,1.3570191454855272,1.357019384734589,783.8981776540719,5586.145952910138,7438.903421270801,8761.942877831334,7978.044700177262,8654.023817257297,22.539229313987942,22.539229313987942,6.935384649950034,0.7084723254690031
11,150,3,317808172.4573653,251052736.08334222,251052795.93125832,0.7899505357025441,0.7899507240171354,783.8981776540719,8761.942877831334,6517.461197927616,6488.009050142954,5704.110872488882,6380.089989568918,28.94710785060614,28.947107850606145,5.048094372472367,0.764702338844057
11,150,4,251052795.93125832,396881777.41772324,396881837.35365367,1.5808697765962936,1.5808700153346442,783.8981776540719,6488.009050142954,9545.777332798973,13641.310498698727,12857.412321044656,13533.39143812469,35.4145885827042,35.414588582704205,10.472269560907325,0.5310926230593218
11,150,5,396881837.35365367,252656881.86197716,252656965.34483474,0.6366047979082488,0.6366050082551322,783.8981776540719,13641.310498698727,7480.723175354505,6920.318960971136,6136.420783317064,6812.3999003971,46.80206336323493,46.80206336323493,8.215960067103776,0.6246264453220816
11,150,6,252656965.34483474,474097082.6621246,474097200.70644,1.8764457255910634,1.8764461928028626,783.8981776540719,6920.318960971136,6370.230882036086,18564.93939265262,17781.04121499855,18457.020332078584,61.22511244782326,61.22511244782325,13.580919063746194,0.4192944643126629
11,150,7,474097200.70644,320476041.4408991,320476187.8397023,0.6759711741882594,0.675971482983171,783.8981776540719,18564.93939265262,17412.874947811877,10264.148703483612,9480.25052582954,10156.229642909575,83.85331035658919,83.8533103565892,11.097511112144822,0.5337852757278794
11,150,8,320476187.8397023,506938061.01335615,506938230.28895813,1.5818275436642408,1.581828071864489,783.8981776540719,10264.148703483612,3455.8630865832106,18372.37852434026,17588.48034668619,18264.459463766223,115.35087239279467,115.35087239279467,16.081399225629006,0.4128525683171861
