variant,final_objective,final_x_rel,final_e_rel_to_exact
reset_current_basis,27.65785543694052,0.01126565565881438,1.0042897924377736
freeze_outer0_basis,28.798751457829013,0.12477947433427569,1.2406346091299822
carry_prev_basis,28.798751457829013,0.12477947433427569,1.2406346091299822
blend_prev_basis_0p8,35.6263940371591,0.030363726388493748,0.7250686002493778
