preset,final_objective,final_x_rel,final_gap
formal_v1,107.94230217527266,0.0118970286988517,0.0232416012366343
formal_v2,108.57203712685182,0.0118568498594506,0.6529765528158009
formal_v3,108.22984686251256,0.015298973307445,0.3107862884765211
formal_v4,108.46591486473072,0.0057770946481515,0.5468542906947107
