inner_cycle,e_rel_to_exact,pre_linear_residual_norm,post_linear_residual_norm,pre_objective,post_objective,objective_gap_to_exact_after_cycle,e_norm,pre_e_norm,delta_z_norm,delta_e_raw_norm,delta_e_norm,coarse_damping,outer,inner_cycles,pre_sweeps,basis_source
1,0.6566090643926272,41432138697.646614,41432141818.587746,6884077287.544553,3545332742.998819,2643179420.9449472,455.34999557438533,435.81115241351586,132.46942095957817,132.4694209595782,105.97553676766258,0.8,1,3,100,message_conditioned_information
2,0.6630042087228118,4874204713.161685,4874205454.119488,326306053.1242013,964476406.9017773,62323084.84790552,483.7298343896094,518.659658006419,117.37607789113767,117.37607789113765,93.90086231291014,0.8,1,3,100,message_conditioned_information
3,0.5694195926991961,1198923558.4002678,1198923719.14342,2426185153.281855,1083789059.756998,181635737.7031263,480.55859844079833,462.0888658120363,78.65692808021831,78.6569280802183,62.92554246417465,0.8,1,3,100,message_conditioned_information
1,0.7985734336408877,3527412809.6903467,3527413083.2158127,926578.0322336857,2431861.9213291206,-699837912.9452797,135.3671420008738,125.8178007133419,37.332781982179434,37.332781982179434,29.86622558574355,0.8,2,3,100,message_conditioned_information
2,0.7392423461455041,1025537935.6034223,1025538106.6382828,8551615.91109356,6726845.4672098495,-695542929.399399,159.92346162585213,157.2504592257706,8.189028237417832,8.189028237417832,6.551222589934265,0.8,2,3,100,message_conditioned_information
3,0.6925051768965498,75532269.35448647,75532287.63849854,5856362.303130209,2712209.4824660113,-699557565.3841429,166.2582004176508,164.27495949046389,7.553307143411749,7.5533071434117485,6.0426457147293995,0.8,2,3,100,message_conditioned_information
1,0.9771678719936057,77108221.21209331,77108122.24991566,2462.0933821849662,11906.433277580609,-5964810.273649718,6.725722490210281,3.8924605899254408,5.056298714611124,5.056298714611123,4.045038971688899,0.8,3,3,100,message_conditioned_information
2,0.9220781224058019,100590827.04851064,100590839.35875858,17352.821410541586,35498.16699040062,-5941218.539936898,16.478159310504545,11.925752068556587,7.710423769639604,7.710423769639603,6.168339015711684,0.8,3,3,100,message_conditioned_information
3,0.8605218187180562,242022568.11925325,242022601.9837868,53983.82845655816,84358.93972589378,-5892357.767201405,28.024763070636418,24.38262952233281,4.688609324886343,4.688609324886344,3.750887459909075,0.8,3,3,100,message_conditioned_information
1,0.9307756384313431,280488699.46009994,280488585.7234264,7906.079177490994,8862.005294668073,-5167.846636956861,12.30421644874982,7.3421607993141444,9.80580061367088,9.80580061367088,7.844640490936704,0.8,4,3,100,message_conditioned_information
2,0.8579497980004689,1360858.548452484,1360835.895956925,394.877210299844,404.24597543057007,-13625.605956194366,24.251013449831646,22.451142739478705,4.292685096793683,4.292685096793682,3.4341480774349464,0.8,4,3,100,message_conditioned_information
3,0.8015068411513812,13246998.092276549,13246989.364767432,289.85340070582333,293.6003776507996,-13736.251553974136,33.8007818532339,27.560897221294855,8.715146863726998,8.715146863726998,6.972117490981599,0.8,4,3,100,message_conditioned_information
1,0.9557708912562211,343889514.83452386,343889595.0650178,11377.324223464448,10372.633521645286,-7005.2105239457815,7.171178175067669,4.391757921794817,7.4031580994094615,7.4031580994094615,5.922526479527568,0.8,5,3,100,message_conditioned_information
2,0.8718957292773963,330115238.4752221,330115283.88884115,10083.972272330153,10109.01925083305,-7268.8247947580185,17.626552865896823,14.675485098216344,4.329464523319807,4.329464523319807,3.463571618655845,0.8,5,3,100,message_conditioned_information
3,0.8018538984311921,162155948.91781026,162155972.4769456,3133.182615649925,3225.309682439584,-14152.534363151484,27.04258602195596,22.105646246347742,6.3827113217911675,6.3827113217911675,5.106169057432934,0.8,5,3,100,message_conditioned_information
1,0.9513819015590336,366391053.09647036,366391108.38685614,13245.79181773753,12950.071261060712,6403.968539869448,5.35033189109172,1.3964670808917263,6.716022921430509,6.716022921430512,5.372818337144408,0.8,6,3,100,message_conditioned_information
2,0.8605899334577853,176859662.2315043,176859688.37220326,3053.011235759662,3106.5680387292514,-3439.534682462012,15.266241681097705,12.820705695182498,3.774964093996753,3.7749640939967537,3.019971275197402,0.8,6,3,100,message_conditioned_information
3,0.7849860781408532,99730893.0846337,99730906.13017231,1305.8312254978644,1337.4948561604185,-5208.607865030845,23.509796372428806,19.103730089743625,5.908744206336801,5.908744206336802,4.726995365069441,0.8,6,3,100,message_conditioned_information
1,0.9205167769008512,208038424.71272713,208038416.36065647,4236.737638261707,4004.5714820215126,1824.8494944753356,6.967365690571557,3.304502580072974,7.442951754734172,7.442951754734172,5.954361403787338,0.8,7,3,100,message_conditioned_information
2,0.8192050330158658,86113521.78005067,86113539.06570661,663.5654801130547,670.3446900726641,-1509.377297473513,15.536866754782361,15.00109860309031,2.900112125883434,2.900112125883435,2.320089700706748,0.8,7,3,100,message_conditioned_information
