outer,nonlinear_objective,inner_cycles,pre_sweeps,basis_source,coarse_damping,coarse_damping_mode,outer_damping,outer_damping_mode,e_hat_norm,e_star_norm,e_rel_to_exact,linear_residual_exact,linear_residual_approx,next_pose_gap_to_exact,next_objective_gap_to_exact,num_groups,coarse_dim,raw_full_step_objective,exact_next_objective
10,6698.266549459422,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.4075965853763626,2.065635001367092,0.3695225774934862,1.125031653474634e-05,265603516.60547873,0.020072853385867565,6590.123910755574,61,366,6698.266549459422,108.1426387038485
11,1566.6990604100288,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,0.701846173440726,0.7602907993634936,1.6375689599359218,3.6188750138185266e-06,125900567.35993281,0.03170142998273439,1458.7783729772996,61,366,1566.6990604100288,107.92068743272928
12,1162.408811928408,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,0.2859286811579917,1.242936660492571,0.99828005045027,1.9171135882378426e-06,106708518.94920969,0.03127887495636772,1054.4566753117354,61,366,1162.408811928408,107.95213661667282
13,315.68331838871285,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,0.3100362038096535,1.2411222778130624,0.7529548408781394,7.457708307999499e-07,47352236.96918509,0.023391807092547318,207.76240240244476,61,366,315.68331838871285,107.92091598626808
14,108569.89318615638,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,15.433567649456746,0.9336634871854385,17.468075811314783,1.0828878091388482e-06,1129120451.2793212,0.4154022340430669,108461.97400398682,61,366,108569.89318615638,107.91918216955789
15,4287.746883257168,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,3.7468567001708504,16.292984696743442,0.9164922844250741,1.354311884808768e-05,239654298.21335962,0.3813370299605604,3855.285109562416,61,366,4287.746883257168,432.46177369475146
16,2120.0576550751407,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,10.601120553866355,14.89252287018843,0.29239815446394457,2.8197147839855647e-05,175175017.31033167,0.11003964511896547,1872.6981411038173,61,366,2120.0576550751407,247.3595139713235
17,2253.332906826977,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,7.795670931400339,4.3808856079028375,0.7826848790890242,1.5515066072784238e-06,147637414.49646908,0.08787484541214248,2145.3736940582194,61,366,2253.332906826977,107.95921276875751
18,897.116257416811,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,3.241229559475487,3.4348201926132433,0.10339236596846392,5.442896034583179e-06,95288256.514394,0.00901087432496431,788.8962893590235,61,366,897.116257416811,108.2199680577875
19,67794.43494609828,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,7.676942720554759,0.3531194121500816,21.134451099353583,6.444758665755182e-07,833658479.1011353,0.1880467960822898,67686.50888919187,61,366,67794.43494609828,107.92605690640275
20,1946.7012034680488,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,2.2940869964322026,7.471330889907974,0.7528026628944953,1.9472822664276408e-05,136882800.83742437,0.14237873937778486,1813.6234322812973,61,366,1946.7012034680488,133.07777118675153
21,2318.254470819157,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.6407001535938694,5.610972167344648,0.708181728805712,2.0499350334534383e-06,154933195.42886615,0.10063745726404928,2210.294715456523,61,366,2318.254470819157,107.95975536263383
22,226.78837122398085,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,2.033362705223293,3.973953175084655,0.49187263050355595,1.160895284861465e-06,35035993.52905835,0.04970528184784719,118.80518669264727,61,366,226.78837122398085,107.98318453133358
23,262468.40273777256,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,6.82061122673789,1.9534644085646329,2.5825851169378593,1.3118031218673718e-06,1692854028.4788897,0.12787359322473194,262360.4728725182,61,366,262468.40273777256,107.92986525437183
24,10258.941690046648,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,21.21107944720532,5.06063605090588,5.081047490420281,1.7732923793453066e-05,377479941.93219227,0.6389112552730689,10144.830778284682,61,366,10258.941690046648,114.11091176196497
25,230628.57216360216,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,54.89253938688153,25.58497428461094,1.1555099763771417,1.2373678193211781e-05,2568575093.735694,0.7452618408863124,229718.27952477353,61,366,230628.57216360216,910.2926388286398
26,73640.20242381975,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,18.571806534445443,29.44565496301731,0.3904969394146475,1.1632999039355457e-05,1146306153.1316679,0.2941370025646063,52873.67059964135,61,366,73640.20242381975,20766.531824178393
27,148.86504274085993,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,4.587512795405937,11.294604629881094,0.6155850152667965,2.1503429634409406e-05,12309569.129982479,0.17671546863889415,21.364140401821516,61,366,148.86504274085993,127.50090233903842
28,1270.5650300297864,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.978670835702716,6.967254133206683,0.7190965581576542,8.584788697468521e-06,111269934.4105827,0.12797332264956665,1162.556882900998,61,366,1270.5650300297864,108.00814712878832
29,2781.73096857941,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,3.3701281243170302,5.011502664043243,0.333137888844624,4.892621189256468e-06,170698990.34897786,0.04259268466843906,2673.64559653631,61,366,2781.73096857941,108.08537204309978
30,23316.8871926179,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.5596692019185692,1.6663691492665929,1.656944783300824,5.7292478561152084e-06,499232784.13540584,0.07026704567150382,23208.965599335224,61,366,23316.8871926179,107.92159328267566
31,3320.172041177284,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,0.8115120860079608,2.7707579725464213,0.8719713073239627,1.3370312076356867e-05,185858256.11120442,0.06090865724541907,3212.155091693411,61,366,3320.172041177284,108.01694948387296
32,2469.637485051787,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,10.415803413563014,2.4127437538699676,3.322357123829365,4.94311421304461e-06,156714658.9370811,0.20351128022833498,2361.704246333144,61,366,2469.637485051787,107.93323871864271
33,572.1944754455048,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,4.526981308536328,8.014695382874027,0.4439959648017703,1.7495258516458438e-05,70916327.8067149,0.09087687184348325,463.88343153326076,61,366,572.1944754455048,108.3110439122441
34,4751.756243002259,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.5860919585092343,3.5654690364961836,0.6554218268700658,5.007599454180619e-06,226528431.45565495,0.059782351026228774,4643.8055530062675,61,366,4751.756243002259,107.9506899959916
35,129.24328965015866,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,3.571684235457041,2.346196169928137,2.4198682622165997,4.147442632027524e-06,18096201.549715105,0.14415174086255156,20.806768794171532,61,366,129.24328965015866,108.43652085598713
36,27343.409766937013,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,4.8693296677917735,5.6662411462682645,0.6704628448030444,1.8034743987201087e-06,550134436.5383245,0.09414144778193477,27235.456773447706,61,366,27343.409766937013,107.95299348930756
37,201.29142482828505,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,3.380710127612789,3.8161274067135507,0.12323434294478668,9.091120681438038e-06,41775877.53548187,0.011835328861771952,76.73837440885657,61,366,201.29142482828505,124.55305041942847
38,2375.997069181484,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,0.722189757276956,0.46475881567001626,1.1188421281148946,1.5595574817478046e-06,156735407.78610536,0.012760315788273652,2268.0757412619437,61,366,2375.997069181484,107.92132791954043
39,208.87374743267793,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,5.940640349407256,0.5211352217327558,12.101911682059354,5.648930688972213e-07,37024861.074000984,0.15796263777023756,100.95434583667394,61,366,208.87374743267793,107.919401596004
40,5239.252736574324,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,2.080188404744383,6.291495992813142,0.8374078931952187,4.007303141408441e-06,238286089.80313945,0.13409032943433702,5095.809954921594,61,366,5239.252736574324,143.44278165273062
41,559.6887522970561,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.99523296239256,5.287726041587003,0.6264975334325595,6.202503857764273e-06,70820327.3699585,0.08406705220823953,450.74265126504446,61,366,559.6887522970561,108.94610103201165
42,449.27705701709834,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.2069051335942864,3.3125231673472557,0.636276445245268,2.3026892572410663e-06,60898993.8902323,0.053416025700551345,341.350442452851,61,366,449.27705701709834,107.92661456424736
43,189.09894308405126,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,0.9900850047654075,2.107268211848791,1.4468137264053123,1.961020733179979e-06,28626981.334255263,0.07682627444250868,81.17721054559131,61,366,189.09894308405126,107.92173253845995
44,2310.832268250313,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.5687393114480754,3.0505941479842176,1.4967645118871837,3.9444501626692885e-06,155111877.0082091,0.11610979683988244,2202.847330935984,61,366,2310.832268250313,107.98493731432924
45,591.8194627752663,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,1.9995359155946753,4.565612049706372,0.5624251180287545,5.849499203709793e-06,72772716.61504115,0.06493874112855763,483.7172628953771,61,366,591.8194627752663,108.10219987988923
46,378882.2605688667,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,4.4425359259691515,2.566802054438016,2.4549227182073956,1.4084315379237471e-06,2011155775.0044272,0.15268733154786246,378774.3388078574,61,366,378882.2605688667,107.92176100924695
47,1384.4422174152905,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,3.481230549298884,6.32668765582535,0.6838239518471508,4.7996172289093907e-05,110190520.10909642,0.10804964051658009,1232.379550055357,61,366,1384.4422174152905,152.06266735993356
48,3418.853080141455,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,5.794602356676407,4.291438500837665,2.254134211756611,2.8997746347986223e-06,159457772.45865047,0.24601688648520703,3309.9068410652326,61,366,3418.853080141455,108.94623907622226
49,476056093.2602812,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,2027.5412864257542,9.644568132377707,209.26429726474024,1.5013776185059897e-05,68079721145.52093,32.174189346094366,476055860.6965742,61,366,476056093.2602812,232.5637069718532
50,41707507.38026907,3,100,message_conditioned_information,1.0,fixed,1.0,fixed,2114.5799289497236,2139.4435184102763,0.012595312208853895,0.0046190253011196055,401763074.2065192,1.0312517886951371,-1028948.883029677,61,366,41707507.38026907,42736456.26329875
