cycle,k_used,relative_state_error,algebraic_residual,fixed_residual_norm,e_rel_to_exact
0,0,0.03499792225302882,207.4875331380065,207.4875331380065,1.0
1,20,0.0072172444687003436,15.166210929401048,15.16621092940101,0.20621922685886518
2,20,0.009411927248016556,10.34258844938203,10.342588449382017,0.26892817179426354
3,20,0.00118733850279488,3.488118968490258,3.488118968490131,0.03392597121282719
4,20,0.0004861115767091939,2.2358653092552982,2.2358653092552614,0.013889726745826047
5,20,0.0008212730827006357,2.008110769250716,2.008110769250829,0.023466338278651574
6,20,0.0010511353126737724,2.3770868279119326,2.3770868279120587,0.030034220464151547
7,20,0.001254922249178744,2.8427394850401893,2.8427394850402035,0.03585705002858921
8,20,0.001478225680661015,3.3504855217143468,3.350485521714499,0.04223752684614089
9,20,0.0017388030529115915,3.93365301353352,3.9336530135334646,0.04968303661819016
10,20,0.0020421086891951757,4.6176891779710525,4.61768917797092,0.05834942641716114
11,20,0.002396878181158029,5.419876715162112,5.419876715162093,0.0684862993801924
12,20,0.0028129069759906624,6.3605351986133405,6.360535198613427,0.08037354205534981
13,20,0.003301062868770992,7.464204895633263,7.4642048956331255,0.09432168129451614
14,20,0.0038738392730215767,8.759340137530506,8.759340137530545,0.11068769297444488
15,20,0.004546004024269411,10.279171593504566,10.279171593504437,0.129893540289466
16,20,0.005334761285469809,12.062693202207903,12.062693202208008,0.15243079994773906
17,20,0.0062603993834562995,14.155666577039977,14.155666577040071,0.17887917283060975
18,20,0.007346614388147833,16.611785832381674,16.611785832381678,0.20991572971404845
19,20,0.008621323278783509,19.49406083657877,19.494060836578715,0.2463381459165818
20,20,0.010117176486412015,22.876432447796436,22.876432447796397,0.2890793462921743
21,20,0.011872599343071057,26.845672238031803,26.845672238031657,0.3392372626352265
22,20,0.01393257424928158,31.50360570539688,31.50360570539667,0.39809718270236705
23,20,0.016349998364412196,36.969727348320944,36.969727348320745,0.4671705436162931
24,20,0.019186836932126215,43.3842633713557,43.384263371355765,0.5482278860300659
25,20,0.022515916623523955,50.911771831240436,50.911771831240145,0.6433500954921394
26,20,0.026422590127021205,59.74536137498625,59.745361374986366,0.7549759650330566
27,20,0.031007129465593287,70.11164802119535,70.11164802119544,0.8859705796653616
28,20,0.03638709466314789,82.27656592113497,82.27656592113523,1.03969299663583
29,20,0.04270055330253809,96.55219239151775,96.55219239151779,1.2200882382059808
30,20,0.05010941879229589,113.30475108403905,113.30475108403898,1.4317826764164172
31,20,0.05880380775832565,132.9640098269021,132.96400982690204,1.6802085373310742
32,20,0.06900671356739674,156.03430300553688,156.0343030055371,1.9717374382595696
33,20,0.08097993065308368,183.10747247202394,183.1074724720239,2.3138496642092288
34,20,0.09503056684884156,214.8780477436564,214.87804774365637,2.7153202456431047
35,20,0.11151912557133961,252.16106614405456,252.16106614405456,3.186449891660594
36,20,0.13086855041602402,295.9129788182069,295.91297881820697,3.739323422407519
37,20,0.1535752789702572,347.2561901638952,347.25619016389504,4.388125611006009
38,20,0.18022177463963923,407.5078489863441,407.50784898634413,5.149499257044234
39,20,0.21149167275364647,478.2136412025546,478.2136412025546,6.042977958090558
40,20,0.24818711472916663,561.1874397838775,561.1874397838775,7.091481400963761
41,20,0.2912495297563034,658.5578403327388,658.5578403327387,8.321909159382571
42,20,0.3417835823592336,772.8227648854148,772.8227648854148,9.765824950662852
43,20,0.4010857149554001,906.9135459604056,906.9135459604057,11.460272185770945
44,20,0.47067720286178877,1064.2701236296282,1064.2701236296282,13.448718454195422
45,20,0.5523433845124868,1248.9292959280065,1248.9292959280065,15.78217645379659
46,20,0.6481792585154219,1465.628275338126,1465.6282753381263,18.52050684125126
47,20,0.7606434320639585,1719.9262191928435,1719.9262191928433,21.733959706697245
48,20,0.8926209899092714,2018.346840491553,2018.346840491553,25.504970936778907
49,20,1.047497711499787,2368.5457688655174,2368.545768865518,29.930282830181756
50,20,1.2292467254636892,2779.506943917436,2779.506943917436,35.123420087027284
51,20,1.4425306392302437,3261.773090397359,3261.7730903973593,41.21760797123566
52,20,1.6928209490276938,3827.716176560979,3827.7161765609794,48.369184227349365
53,20,1.9865386083573247,4491.854805223193,4491.854805223192,56.76161556103221
54,20,2.331218546285196,5271.226668576881,5271.226668576881,66.61019844080182
55,20,2.7357031708509667,6185.825632888905,6185.825632888904,78.16758809502551
56,20,3.2103690069187705,7259.114654742483,7259.114654742484,91.7302742635682
57,20,3.76739309737334,8518.627698309923,8518.627698309923,107.64619311236164
58,20,4.421065187093228,9996.676083910124,9996.676083910124,126.32364730508205
59,20,5.188154513189398,11731.177399612525,11731.177399612527,148.24178634635706
60,20,6.088339796302616,13766.628229414013,13766.628229414013,173.96289277681845
61,20,7.144714278656818,16155.24566340516,16155.24566340516,204.14681268837313
62,20,8.384377950246146,18958.30686279921,18958.306862799207,239.567877477003
63,20,9.839132970796683,22247.721056007438,22247.721056007438,281.13477422120883
64,20,11.546299312956833,26107.874282241148,26107.874282241144,329.9138511567261
65,20,13.549672365854931,30637.794218586074,30637.79421858608,387.15647940242684
66,20,15.900646250439221,35953.690615408916,35953.69061540891,454.3311495897617
67,20,18.659532478703554,42191.93652319028,42191.936523190285,533.1611500773214
68,20,21.89710697067247,49512.566779422195,49512.566779422195,625.6687700602602
69,20,25.696425930813305,58103.38351634246,58103.38351634246,734.2271848335732
70,20,30.154956353269437,68184.77400024227,68184.77400024228,861.6213309840485
71,20,35.38707662628638,80015.3644095508,80015.3644095508,1011.1193564725386
72,20,41.52701057111209,93898.65458148153,93898.65458148156,1186.5564552936546
73,20,48.7322709994538,110190.8039450601,110190.80394506009,1392.4332606726566
74,20,57.187700315114235,129309.76836823234,129309.76836823234,1634.0312976802975
75,20,67.11021263146401,151746.0223253122,151746.02232531217,1917.5484803470817
76,20,78.75435824338068,178075.14143809956,178075.14143809958,2250.2581060144385
77,20,92.41885401841196,208972.56819213624,208972.5681921362,2640.6954490163216
78,20,108.45424642186687,245230.9396139028,245230.9396139028,3098.8767172514645
79,20,127.27190457644947,287780.4214413021,287780.4214413021,3636.556011998521
80,20,149.35457324804767,337712.5704253359,337712.5704253359,4267.526859695979
81,20,175.26875729678449,396308.33693343605,396308.3369334361,5007.976074407485
82,20,205.67925448709303,465070.92621692026,465070.9262169202,5876.899005617745
83,20,241.36621029365645,545764.3613708644,545764.3613708643,6896.586847330908
84,20,283.2451314093613,640458.7372624282,640458.7372624282,8093.19848653089
85,20,332.3903721929813,751583.3263749405,751583.3263749405,9497.431584381917
86,20,390.0626957589215,881988.898924335,881988.8989243351,11145.310082685246
87,20,457.74161757102553,1035020.8560081826,1035020.8560081826,13079.1083614212
88,20,537.1633604623886,1214605.0519207823,1214605.0519207823,15348.43573226681
89,20,630.3653955872891,1425348.5073157356,1425348.5073157356,18011.509112773685
90,20,739.7387111358846,1672657.596882112,1672657.5968821123,21136.646506875793
