base_label,c,k,cycle,cycle_start_linear_residual,pre_linear_residual,post_linear_residual,pre_residual_ratio_vs_cycle_start,post_residual_ratio_vs_cycle_start,cycle_start_objective,pre_objective,post_objective,delta_z_norm,delta_e_norm,e_post_norm,e_rel_to_exact
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,4,100,3,28181877425.383766,13350592111.512945,13350593988.429298,0.47372969195756637,0.47372975855768407,183305019.8454076,15004805.549922846,18272366.051349774,121.36481817324868,121.36481817324871,185.11188241517394,27.8545089393635
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,4,100,4,13350593988.429298,787526344.1655518,787526287.4770416,0.05898811280217836,0.058988108556036936,18272366.051349774,111118.99987947609,531844.9375978302,158.83223681344293,158.83223681344293,162.3846697628837,24.57936253532615
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,4,200,1,32814108.191322297,43751300215.05211,43751305569.503944,1333.3076114688424,1333.307774644139,214.62164512027536,45589378.29924406,51828784.676322594,233.64441415926672,233.6444141592667,416.62725853292676,61.11414549966131
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,4,200,2,43751305569.503944,11878963816.480614,11878965548.548965,0.2715110706264416,0.271511110215394,51828784.676322594,35214913.381051816,36747640.27221201,72.37902405132661,72.37902405132661,276.57472126661116,41.164581632992885
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,4,200,3,11878965548.548965,1547309963.2603672,1547310224.3117876,0.13025628847365195,0.1302563104495908,36747640.27221201,140354.86547876569,48745.78676663038,119.94659927365934,119.94659927365934,238.48959036205207,35.64412642189038
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,4,200,4,1547310224.3117876,1148938608.8288476,1148938651.1826246,0.7425392728467702,0.7425393002192882,48745.78676663038,2943698.939673315,3054872.7974122087,154.628555552174,154.62855555217396,229.80298789969365,34.385363266468914
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,5,100,1,32814108.191322297,46762624987.02368,46762633110.46484,1425.076821054368,1425.077068613775,214.62164512027536,223885767.66489416,208722745.10040048,227.00575055139015,227.00575055139015,433.41075246450214,63.41639137478516
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,5,100,2,46762633110.46484,28181872761.479984,28181877425.383766,0.6026579533044572,0.6026580530401536,208722745.10040048,184011047.87795803,183305019.8454076,111.97130061819928,111.9713006181993,215.58293525784765,32.16947980776173
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,5,100,3,28181877425.383766,13350592111.512945,13350593988.429298,0.47372969195756637,0.47372975855768407,183305019.8454076,15004805.549922846,18272366.051349774,121.36481817324868,121.36481817324871,185.11188241517394,27.8545089393635
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,5,100,4,13350593988.429298,787526344.1655518,787526287.4770416,0.05898811280217836,0.058988108556036936,18272366.051349774,111118.99987947609,531844.9375978302,158.83223681344293,158.83223681344293,162.3846697628837,24.57936253532615
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,5,100,5,787526287.4770416,5255816090.000766,5255816934.161517,6.673829399191943,6.673830471106322,531844.9375978302,510036.9565753446,2451732.163757912,234.57900070649163,234.57900070649163,147.11823837712373,22.37135229052975
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,5,200,1,32814108.191322297,43751300215.05211,43751305569.503944,1333.3076114688424,1333.307774644139,214.62164512027536,45589378.29924406,51828784.676322594,233.64441415926672,233.6444141592667,416.62725853292676,61.11414549966131
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,5,200,2,43751305569.503944,11878963816.480614,11878965548.548965,0.2715110706264416,0.271511110215394,51828784.676322594,35214913.381051816,36747640.27221201,72.37902405132661,72.37902405132661,276.57472126661116,41.164581632992885
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,5,200,3,11878965548.548965,1547309963.2603672,1547310224.3117876,0.13025628847365195,0.1302563104495908,36747640.27221201,140354.86547876569,48745.78676663038,119.94659927365934,119.94659927365934,238.48959036205207,35.64412642189038
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,5,200,4,1547310224.3117876,1148938608.8288476,1148938651.1826246,0.7425392728467702,0.7425393002192882,48745.78676663038,2943698.939673315,3054872.7974122087,154.628555552174,154.62855555217396,229.80298789969365,34.385363266468914
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,5,200,5,1148938651.1826246,932777557.5599661,932777570.7904302,0.8118601951460509,0.81186020666143,3054872.7974122087,2316073.7375945137,1410967.368595334,232.73293618290717,232.73293618290717,186.76353156626158,28.131623290463907
