base_label,start_objective,start_x_rel_to_direct,exact_after_objective,exact_after_x_rel_to_direct,c,k,ck_cost,beta1_objective,beta1_x_rel_to_direct,beta1_objective_improvement,beta1_x_rel_improvement,best_objective_beta,best_objective,best_objective_x_rel_to_direct,best_x_rel_beta,best_x_rel_to_direct,best_x_rel_objective,linear_residual_approx,e_rel_to_exact,raw_full_step_objective,last_cycle_pre_residual_ratio,last_cycle_post_residual_ratio,exact_step_norm,approx_step_norm
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer17,148.2410176631039,0.013535663721216151,107.98996690976533,4.435640420207762e-06,2,100,200,498.74859041662944,0.016724825783649117,-350.50757275352555,-0.0031891620624329656,0.001,148.36900313575975,0.013538754556644623,0.001,0.013538754556644623,148.36900313575975,63876174.273697115,1.235577402259882,498.74859041662944,0.10106573723620926,0.10106574032010124,7.017511152199784,1.8573040666919787
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer17,148.2410176631039,0.013535663721216151,107.98996690976533,4.435640420207762e-06,2,200,400,324.71133746271784,0.015642344438964468,-176.47031979961395,-0.002106680717748317,0.001,148.31753297090012,0.013537752167181985,0.001,0.013537752167181985,148.31753297090012,48100525.99081433,1.1556569260800478,324.71133746271784,0.21602102536378862,0.2160210445436239,7.017511152199784,1.1514027905573545
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer17,148.2410176631039,0.013535663721216151,107.98996690976533,4.435640420207762e-06,2,300,600,160.32952150665508,0.015253406502396455,-12.088503843551194,-0.001717742781180304,0.1,148.05183486993857,0.013707039569987754,0.001,0.013537376985879335,148.237606073177,23628841.401048265,1.126919336031798,160.32952150665508,0.13606682596019903,0.13606683730372288,7.017511152199784,0.9087927236782298
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer17,148.2410176631039,0.013535663721216151,107.98996690976533,4.435640420207762e-06,3,50,150,33188.33624365445,0.01574491549382347,-33040.09522599135,-0.002209251772607319,0.001,150.2637220411161,0.013537758414940176,0.001,0.013537758414940176,150.2637220411161,593160360.1229184,1.16382764686344,33188.33624365445,63.51019632133135,63.51020293023887,7.017511152199784,1.4676380020362705
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer17,148.2410176631039,0.013535663721216151,107.98996690976533,4.435640420207762e-06,3,100,300,1902.0369782195435,0.014597271950779162,-1753.7959605564397,-0.0010616082295630113,0.001,148.61515655558654,0.013536705962055142,0.001,0.013536705962055142,148.61515655558654,139126663.77869728,1.078776503768808,1902.0369782195435,2.1780678266651954,2.1780681977378027,7.017511152199784,0.6683059649989365
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer17,148.2410176631039,0.013535663721216151,107.98996690976533,4.435640420207762e-06,3,200,600,177.52630296764931,0.013905211510118521,-29.285285304545425,-0.0003695477889023701,0.001,148.24970774825607,0.013536025336596164,0.001,0.013536025336596164,148.24970774825607,27459010.26865464,1.0275621787063334,177.52630296764931,0.5708669961774901,0.570867151720928,7.017511152199784,0.3086821814802318
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer17,148.2410176631039,0.013535663721216151,107.98996690976533,4.435640420207762e-06,4,100,400,573.9113790123416,0.013169925829429784,-425.67036134923774,0.00036573789178636663,0.2,115.35161734405396,0.013458792711736356,1.0,0.013169925829429784,573.9113790123416,70932297.97855148,0.9728808940142768,573.9113790123416,0.509839588834955,0.5098397104625494,7.017511152199784,0.4517909936152667
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer17,148.2410176631039,0.013535663721216151,107.98996690976533,4.435640420207762e-06,4,200,800,108.12743558084655,0.012416241671289085,40.11358208225734,0.001119422049927066,1.0,108.12743558084655,0.012416241671289085,1.0,0.012416241671289085,108.12743558084655,687746.1036276637,0.9171737550248369,108.12743558084655,0.025046120143074228,0.025046281599331654,7.017511152199784,0.6311744939990614
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer17,148.2410176631039,0.013535663721216151,107.98996690976533,4.435640420207762e-06,5,100,500,1929.369382313684,0.011920563870474249,-1781.12836465058,0.0016150998507419023,0.001,148.6184452433643,0.013534021183099184,1.0,0.011920563870474249,1929.369382313684,140091919.53575912,0.8809613668596665,1929.369382313684,1.9750084746275922,1.9750088962029702,7.017511152199784,0.947633181522821
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer17,148.2410176631039,0.013535663721216151,107.98996690976533,4.435640420207762e-06,5,200,1000,143.0659994105176,0.011250780682290561,5.175018252586284,0.00228488303892559,0.8,141.82709733390226,0.011704331447905447,1.0,0.011250780682290561,143.0659994105176,18926809.439579792,0.8314898934500802,143.0659994105176,27.520039449331506,27.520053315818576,7.017511152199784,1.2384499214737055
