outer_sample,ratio_target,base_objective,gap_to_direct_opt,exact_after_objective,exact_step_norm,success,success_cycle,success_objective,best_cycle_objective,best_cycle_index,cycles_ran,max_sweeps_cap,max_cycles_cap
50,0.5,1140.3709193239981,1032.4518587499622,111.02064628027992,3.581313324445529,True,1,670.1982838270729,670.1982838270729,1,1,300,10
75,0.5,113.29530393519154,5.376243361155517,107.9191257670484,0.2589859756763754,True,4,108.20852180234995,108.20852180234995,4,4,300,10
100,0.5,107.94678687930988,0.027726305273858998,107.91906058064689,0.018733921610466803,False,None,None,109.31723780449957,4,10,300,10
200,0.5,107.91906057416891,1.3288570244185394e-10,107.9190605740936,8.901543236919685e-06,False,None,None,108.02013492405014,5,10,300,10
