actual_outer,start_objective,c,k,ck_cost,best_beta,best_objective,objective_delta,gap_to_direct_optimum,improves,raw_full_step_objective,linear_residual_approx,e_rel_to_exact,exact_after_objective,exact_step_norm,last_cycle_pre_residual_ratio,last_cycle_post_residual_ratio
12,783.8981776540719,1,50,50,0.0,783.8981776540719,0.0,675.9791170800358,False,508224027.8872632,68032045990.45095,1.5240403918760084,200.088606239972,20.255652107504293,851.0047558767327,851.0043125417228
12,783.8981776540719,1,100,100,0.0,783.8981776540719,0.0,675.9791170800358,False,80566.33379402124,824604277.11334,1.0975378655139831,200.088606239972,20.255652107504293,10.314894951685517,10.314871260263134
12,783.8981776540719,1,200,200,0.0,783.8981776540719,0.0,675.9791170800358,False,34386.58861656427,604948691.979113,0.9725903397029201,200.088606239972,20.255652107504293,7.56722620649707,7.56722715369988
12,783.8981776540719,2,50,100,0.0,783.8981776540719,0.0,675.9791170800358,False,236289.80973190928,1568265659.2850833,0.8471973192274481,200.088606239972,20.255652107504293,0.023051878797684146,0.023051866755634642
12,783.8981776540719,2,100,200,0.1,196.6202697368314,-587.2779079172406,88.70120916279538,True,28565.43028464375,567994668.5962496,0.7531478961281897,200.088606239972,20.255652107504293,0.6888086844860758,0.6888087830257276
12,783.8981776540719,2,200,400,0.3,146.66568723646898,-637.2324904176029,38.74662666243296,True,2926.487742215354,186961389.77348253,0.6744458264320033,200.088606239972,20.255652107504293,0.30905322072506014,0.3090533003085454
12,783.8981776540719,2,300,600,0.3,147.19891622061897,-636.6992614334529,39.279855646582945,True,2913.6086496620583,187481975.76787546,0.6406886645620625,200.088606239972,20.255652107504293,0.5511985865275287,0.5511986554918816
12,783.8981776540719,3,50,150,1.0,145.46439722172457,-638.4337804323474,37.54533664768854,True,145.46439722172457,13842372.282761702,0.7999130098204502,200.088606239972,20.255652107504293,0.008826582478862782,0.008826548104784714
12,783.8981776540719,3,100,300,0.0,783.8981776540719,0.0,675.9791170800358,False,30259.74678683037,560650013.6759328,0.7939036929579668,200.088606239972,20.255652107504293,0.9870689848540017,0.9870691481339631
12,783.8981776540719,3,200,600,0.0,783.8981776540719,0.0,675.9791170800358,False,4669.941412225277,210453388.89377382,0.7414736634171454,200.088606239972,20.255652107504293,1.1256514529824317,1.1256516072583413
12,783.8981776540719,3,300,900,0.0,783.8981776540719,0.0,675.9791170800358,False,1239.3843550767715,98987932.06292456,0.7229317292068722,200.088606239972,20.255652107504293,0.5279862227427308,0.5279863925985245
12,783.8981776540719,5,200,1000,0.0,783.8981776540719,0.0,675.9791170800358,False,5634.225166008761,229983768.9103678,0.6127251017411903,200.088606239972,20.255652107504293,1.469767923318157,1.4697682491229638
12,783.8981776540719,5,300,1500,1.0,600.6922670379131,-183.2059106161588,492.77320646387705,True,600.6922670379131,62376752.15039766,0.6032645247092897,200.088606239972,20.255652107504293,2.8671120775817216,2.867113617932588
