inner_cycle,e_rel_to_exact,pre_linear_residual_norm,post_linear_residual_norm,pre_objective,post_objective,objective_gap_to_exact_after_cycle,e_norm,pre_e_norm,delta_z_norm,delta_e_raw_norm,delta_e_norm,coarse_damping,outer,inner_cycles,pre_sweeps,basis_source
1,0.629946663413434,163820517966.62936,163820490227.5428,16250868397.310465,10568862987.675148,9666709665.621277,458.7391263122772,431.59500085987054,77.43439866541992,77.43439866541992,77.43439866541992,1.0,1,2,50,message_conditioned_information
2,0.5393082079728165,26413193846.24109,26413194690.956516,237493588.18254918,1058775948.0071136,156622625.95324183,489.18010897461596,520.452216564414,111.30266389234318,111.30266389234319,111.30266389234319,1.0,1,2,50,message_conditioned_information
1,0.7136278654665082,27797235752.613693,27797225385.90019,31295144.817043662,100492372.45213507,-868170967.1070447,137.3370895111686,132.76078205091204,22.385637097989793,22.38563709798979,22.38563709798979,1.0,2,2,50,message_conditioned_information
2,0.6438669966509328,1592119064.197033,1592119850.9037209,109085229.27135806,34341923.565397866,-934321415.9937819,158.44739922872586,147.49995144547128,18.397561818595054,18.397561818595054,18.397561818595054,1.0,2,2,50,message_conditioned_information
1,0.9843111213029904,58290149676.49895,58290124711.288506,391374424.7915292,400627586.6435852,393380718.9541711,9.703876695227034,9.02982557755238,4.880092709122197,4.880092709122196,4.880092709122196,1.0,3,2,50,message_conditioned_information
2,0.8906691979710879,457974347.5909624,457973969.2178126,60203.9861409033,265589.94599018875,-6981277.743423866,20.489084633242587,12.047732527921582,13.293797553250108,13.293797553250105,13.293797553250105,1.0,3,2,50,message_conditioned_information
1,1.7441939153191595,1175346642304.7324,1175346294271.4475,141065540703.42194,211319722496.094,211319629295.07635,378.4045026825197,197.48380751512224,445.3835360381177,445.38353603811777,445.38353603811777,1.0,4,2,50,message_conditioned_information
2,0.425323542685742,21791499502.33429,21791502348.050335,100088000.97692223,87418545.81351118,87325344.79588716,219.87612301027994,994.3673753762033,851.7173968119771,851.7173968119771,851.7173968119771,1.0,4,2,50,message_conditioned_information
1,6.0167076304735145,19501872768.088722,19501870848.83769,4619375250.873742,4605040929.422503,4604179034.783326,407.5536356815056,451.98910426989323,147.82793477795968,147.8279347779597,147.8279347779597,1.0,5,2,50,message_conditioned_information
2,1.5492533631782877,5726633288.844867,5726632688.440686,5990846.045758119,6184104.270468303,5322209.631290692,70.31976554583132,109.88772802033088,44.247266306148354,44.247266306148354,44.247266306148354,1.0,5,2,50,message_conditioned_information
1,0.9667263848664449,77585905533.37776,77585907482.6528,615999544.6437913,606756189.0200793,606270058.162789,29.842032292952727,20.009240781655404,36.603955558957345,36.603955558957345,36.603955558957345,1.0,6,2,50,message_conditioned_information
2,0.8978787058481896,2529064353.7021046,2529063287.9473352,850768.6047418831,890602.4919542599,404471.6346639381,63.897748375476326,79.37014031001414,29.643897830280917,29.64389783028092,29.64389783028092,1.0,6,2,50,message_conditioned_information
1,0.9563240867007409,2801963349.9528356,2801963706.129772,748127.4165105515,744604.3043978352,740384.6009462173,6.179428422423231,3.2541142903177906,4.2273265571159735,4.227326557115973,4.227326557115973,1.0,7,2,50,message_conditioned_information
2,0.8882062578768536,282244541.42324084,282244561.5502069,8200.093793667167,7814.62453509491,3594.9210834770493,12.549501910380096,11.908239366379922,3.3975728188930905,3.397572818893091,3.397572818893091,1.0,7,2,50,message_conditioned_information
1,1.0648049171591272,1630540631.0154142,1630540473.8122303,8004270.187571861,7440781.100791103,7438763.76836325,8.853281300940276,8.387589110346783,11.46580998869726,11.46580998869726,11.46580998869726,1.0,8,2,50,message_conditioned_information
2,0.9681417914499054,246359732.09372368,246359491.32247475,11374.717264626885,9970.649070295181,7953.316642442002,6.025809037631886,22.877053441528993,22.086531632720096,22.086531632720096,22.086531632720096,1.0,8,2,50,message_conditioned_information
1,1.0512365823209406,15829892003.680986,15829887795.873,39383481.86909223,38753891.79020842,38751327.57850521,8.356864230415113,11.474686902616991,7.050736269220931,7.050736269220932,7.050736269220932,1.0,9,2,50,message_conditioned_information
2,0.9959230711382806,1169168253.669531,1169168872.7029574,130219.30503665656,126834.02363701894,124269.81193381092,3.0271015250623003,11.005498609639332,10.118116888134118,10.118116888134118,10.118116888134118,1.0,9,2,50,message_conditioned_information
1,1.4361590551619,24689904114.032333,24689903861.61301,602838673.1049029,677862199.432457,677857516.1482671,64.75439575229531,80.42434157912572,57.27909563947519,57.2790956394752,57.2790956394752,1.0,10,2,50,message_conditioned_information
2,1.2343307110090118,699688626.1144593,699688535.8892486,39442.05378645089,34116.173627605924,29432.88943777947,22.228728044395986,60.941729013084185,42.58562683306616,42.58562683306616,42.58562683306616,1.0,10,2,50,message_conditioned_information
1,0.9137657588073476,97473799.28084157,97473318.86526954,30165.105941957085,29220.82454562404,-260422.33992726484,11.649984095501871,6.319233735022344,11.54805416768012,11.548054167680121,11.548054167680121,1.0,11,2,50,message_conditioned_information
2,0.7993670729319688,1077418499.5157714,1077418537.6156547,91196.12489573084,95907.43553166086,-193735.728941228,22.608215625164195,27.304494317319474,7.5748780228558665,7.574878022855865,7.574878022855865,1.0,11,2,50,message_conditioned_information
1,1.0578905078002454,117962496679.81633,117962447127.34534,1500904149.096704,1558434272.5845776,1558399240.0762074,20.130321879985456,21.505590297128162,10.487396272593788,10.48739627259379,10.48739627259379,1.0,12,2,50,message_conditioned_information
2,0.9586787811650548,2793411956.705856,2793412967.912493,1075154.8567880415,1030624.4772385511,995591.9688684511,10.084261883188832,14.579983115813919,6.937804135477353,6.937804135477354,6.937804135477354,1.0,12,2,50,message_conditioned_information
1,0.9971228888237396,18608817802.50634,18608813993.56284,34068984.634142816,33988714.622912444,33747540.33599789,4.584321949350873,4.0796871999282995,4.154298830164836,4.154298830164836,4.154298830164836,1.0,13,2,50,message_conditioned_information
2,0.9411984927049376,273340364.3097618,273340310.1327701,23656.87291145281,22322.325040482534,-218851.96187407235,7.04013655431196,9.325821512403147,6.732133136602284,6.732133136602284,6.732133136602284,1.0,13,2,50,message_conditioned_information
1,1.42363911433702,95848330962.64629,95848328777.25703,18584762855.948868,26992122993.74653,26992112573.290836,74.44396320763967,76.13774037278837,16.429154818987996,16.429154818988,16.429154818988,1.0,14,2,50,message_conditioned_information
2,0.8978799030874068,4291585315.63651,4291584415.2284446,1704495.1214636615,1762155.9037733867,1751735.4480802584,7.479475643338944,7.284341495043397,5.198399553252893,5.198399553252893,5.198399553252893,1.0,14,2,50,message_conditioned_information
1,2.996487330731473,685513794017.1217,685513685556.404,345156050345.1199,362541732681.49304,362541702474.40283,178.9425424259357,170.99061370468638,37.49249157004581,37.492491570045814,37.492491570045814,1.0,15,2,50,message_conditioned_information
2,1.1732006458239417,11222069565.318655,11222069459.413681,11580297.280032385,11595371.405923009,11565164.31572607,14.16127735767052,23.349795637943277,11.731265036676787,11.731265036676788,11.731265036676788,1.0,15,2,50,message_conditioned_information
1,0.9958806186650025,759281437.9981835,759266154.2623247,62626179.99187459,63671431.48753592,63646625.7489606,14.753415461266579,7.84396461662457,13.343155243500007,13.343155243500004,13.343155243500004,1.0,16,2,50,message_conditioned_information
2,0.8588024436691696,1524996747.485614,1524997073.262694,178589.30401595889,218935.8658571331,194130.12728181118,12.296461180767377,10.700603255172323,6.81000807301851,6.810008073018508,6.810008073018508,1.0,16,2,50,message_conditioned_information
1,1.2447890387596046,238598304256.62222,238598242327.7984,6602385399.008204,6705028025.383829,6705020984.136824,52.76534277330262,43.59774969394216,33.88437937024225,33.88437937024226,33.88437937024226,1.0,17,2,50,message_conditioned_information
2,0.8294895248049936,4741058745.684156,4741059358.893321,2119118.2417637655,2095082.851770031,2088041.6047643423,16.21710100490977,28.241619371848916,13.9230800240147,13.923080024014702,13.923080024014702,1.0,17,2,50,message_conditioned_information
1,1.0492556174894896,80608819250.08966,80608826336.3163,607271928.3654953,610824359.7826806,610815897.5888667,10.59354557703521,8.399779624496682,6.722193278123265,6.7221932781232665,6.7221932781232665,1.0,18,2,50,message_conditioned_information
2,0.9755393935029334,42199325.11053888,42199317.689987116,1108.3477705368227,996.8699955472224,-7465.323818335941,10.35041161991974,10.467183316466391,3.025947965796481,3.025947965796481,3.025947965796481,1.0,18,2,50,message_conditioned_information
1,1.0977165910608315,2880492226.6304865,2880096789.8398743,48289774.45974528,43063546.0547906,43062237.575498074,13.24929768779039,11.461326286552822,9.247223584270877,9.247223584270877,9.247223584270877,1.0,19,2,50,message_conditioned_information
2,0.9669840403225118,261960344.29448473,261960146.61987916,4680.25804395332,8224.048734602837,6915.569442075787,3.832711906685299,21.4405073222613,22.566759676598185,22.566759676598185,22.566759676598185,1.0,19,2,50,message_conditioned_information
1,1.3124000987260767,49569969728.15912,49569964187.376274,293140261.98567224,292738080.6840921,292735995.82360184,21.655740283472674,18.93409806937189,25.353418066419668,25.353418066419668,25.353418066419668,1.0,20,2,50,message_conditioned_information
2,1.3631619204288492,1932587711.20209,1932587889.534954,398896.62846239354,410265.5498127856,408180.6893225528,19.63927889563241,51.41540502386691,34.346202995667554,34.346202995667554,34.346202995667554,1.0,20,2,50,message_conditioned_information
