experiment,cycle,k_used,relative_state_error,algebraic_residual,fixed_residual_norm,e_rel_to_exact,pre_residual_ratio
fixed_k_10,21,10,0.8674829814683372,3239.52440223094,3239.52440223094,24.786699484566363,1.0
fixed_k_10,22,10,1.3191182746006507,4926.108668931851,4926.108668931851,37.69133107578237,1.0
fixed_k_10,23,10,2.0058871902020936,7490.774647105416,7490.774647105415,57.31446500463394,1.0
fixed_k_10,24,10,3.050206608929054,11390.675586988213,11390.675586988213,87.15393407879687,1.0
fixed_k_10,25,10,4.63822712469178,17320.971037445775,17320.971037445775,132.52864244818892,1.0
fixed_k_10,26,10,7.05301423851743,26338.739514807257,26338.739514807257,201.5266559980279,1.0
fixed_k_10,27,10,10.725005210768991,40051.403393195484,40051.403393195484,306.44691228384596,1.0
fixed_k_10,28,10,16.308734474279476,60903.25286078592,60903.25286078592,465.9915053357594,1.0
fixed_k_10,29,10,24.799505037212406,92611.14203836139,92611.1420383614,708.5993522120204,1.0
fixed_k_10,30,10,37.71080154947198,140827.02034324338,140827.02034324338,1077.515438685372,1.0
fixed_k_10,31,10,57.34407007788498,214145.39571208443,214145.39571208446,1638.4992704256624,1.0
fixed_k_10,32,10,87.19895191940013,325635.310561672,325635.3105616721,2491.546534938412,1.0
fixed_k_10,33,10,132.59709693441022,495169.9060925836,495169.90609258367,3788.7133977847793,1.0
fixed_k_10,34,10,201.63075041594868,752968.8210916208,752968.8210916208,5761.220593571378,1.0
