outer,trial,accepted,damping,nonlinear_objective_before,nonlinear_objective_after,actual_reduction,predicted_reduction,rho,step_norm,gradient_inf_norm,linear_residual_norm
1,1,True,0.16064839580867896,3548660355.5203156,3522245979.893009,26414375.62730646,3543989434.7202334,0.007453288480074614,642.0330854951691,2760818730.705343,1.4371285387680243e-07
2,1,True,0.3142191975996841,3522245979.893009,220712326.44576493,3301533653.447244,3513062446.30636,0.9397879211963575,343.62201298234584,2020525857.826614,6.580647792234561e-07
3,1,False,0.10473973253322802,220712326.44576493,494673709.83227146,-273961383.38650656,220357569.09453967,-1.24325833014145,480.25927069076283,844139133.6215949,2.1619749387347333e-08
3,2,False,0.20947946506645604,220712326.44576493,628064071.4277368,-407351744.98197186,220065915.62962437,-1.85104423743454,431.0249147491338,844139133.6215949,2.3941059246742833e-07
3,3,False,0.8379178602658242,220712326.44576493,515214388.73787117,-294502062.2921063,216432902.42958516,-1.3607083719071795,391.5749934979297,844139133.6215949,2.685756280035225e-07
3,4,False,6.703342882126593,220712326.44576493,689462357.1966729,-468750030.750908,154987643.1256587,-3.0244348600801776,222.25623750009692,844139133.6215949,1.273082975214656e-07
3,5,False,107.25348611402549,220712326.44576493,312154750.9651142,-91442424.51934925,21462186.767392587,-4.260629427485803,24.486667426132573,844139133.6215949,2.738652555323829e-07
3,6,True,3432.1115556488157,220712326.44576493,220084708.9794633,627617.46630162,722617.7372542372,0.8685331592972048,0.8037599920175946,844139133.6215949,3.5763681794633783e-07
4,1,True,2057.812990241535,220084708.9794633,218791154.33166474,1293554.647798568,1225496.7940480653,1.0555349096636097,0.8967835339138437,842585818.0157429,6.078552220057542e-07
5,1,True,685.9376634138449,218791154.33166474,215616384.11662468,3174770.215040058,3491591.008554169,0.9092617684207799,2.812945580998833,840003293.9563365,2.66588879688669e-07
6,1,True,309.77285244843625,215616384.11662468,211576099.4795271,4040284.637097597,7711499.586402585,0.523929826077108,3.180926474777559,832327614.1436938,2.5815890352406846e-07
7,1,True,309.7388936771256,211576099.4795271,203192491.13670233,8383608.342824757,7895075.620616549,1.0618781561676869,0.9805953380890633,815678328.2138364,3.193403776053516e-07
8,1,True,103.2462978923752,203192491.13670233,180534867.13942504,22657623.99727729,21536574.555997554,1.0520532844424668,2.6552182399048374,799375467.546288,1.8009060083678697e-07
9,1,True,34.41543263079173,180534867.13942504,129188679.34607793,51346187.793347105,49272761.02129687,1.0420805883225024,6.762426042601953,753328196.1266357,3.841313855290455e-07
10,1,True,11.471810876930576,129188679.34607793,54518330.9928696,74670348.35320833,73042788.42569128,1.0222822808739405,14.903882742911794,636877844.7882155,2.2543992245473156e-07
11,1,True,3.8239369589768586,54518330.9928696,8357760.494723806,46160570.4981458,45946346.02840178,1.0046624919773075,28.16364155810259,412500949.137233,1.2281088547942232e-07
12,1,True,1.274645652992286,8357760.494723806,469718.39546133496,7888042.099262471,7888194.406454502,0.9999806917547689,52.41877780339209,158611967.69147116,3.096756853312454e-08
13,1,True,0.424881884330762,469718.39546133496,179832.73700757013,289885.65845376486,289826.78575188975,1.0002031306448174,95.6728687100722,28123217.29670635,3.802028572824515e-09
14,1,True,0.14162729477692065,179832.73700757013,147248.04569509672,32584.691312473413,32468.557154932594,1.003576819166514,160.23514378146982,1858527.984208177,5.230367801982845e-10
15,1,True,0.04720909825897355,147248.04569509672,119502.65726150403,27745.388433592685,28484.069453910844,0.9740668719575553,243.03526663986344,9050.323237131413,1.3556754570893988e-09
16,1,True,0.015736366086324515,119502.65726150403,99269.32821662504,20233.329044878992,25278.324502782416,0.8004220787122139,345.5599557974248,56017.8845731235,2.116078466614377e-09
17,1,True,0.012322944129553906,99269.32821662504,91929.54125688894,7339.786959736099,17234.355208010344,0.4258811467646114,248.07453152324626,89886.26582498386,1.4921148290008843e-09
18,1,False,0.012363085347025045,91929.54125688894,112796.03840027723,-20866.49714338829,19071.46016953777,-1.0941216329475218,207.18392623032855,94069.4892014375,5.05006325508455e-09
18,2,False,0.02472617069405009,91929.54125688894,97965.46837579692,-6035.927118907974,16065.96441659221,-0.3756965322713113,143.26508157939338,94069.4892014375,2.1880092954833217e-09
18,3,True,0.09890468277620036,91929.54125688894,83235.03202836671,8694.509228522234,11853.026239628767,0.7335265317690332,68.59321882814358,94069.4892014375,8.271140707668654e-10
19,1,True,0.08882804773071004,83235.03202836671,80434.71459031203,2800.3174380546843,3292.2507451333745,0.8505784203083957,43.1685218922791,37160.87581621314,6.821117331807073e-10
20,1,True,0.05820872053675388,80434.71459031203,78416.33942558098,2018.3751647310419,2266.0976011553785,0.890683244932595,51.58957481793275,36163.20211413639,9.852953924769967e-10
21,1,True,0.030440221921839306,78416.33942558098,75857.73090186165,2558.608523719333,2947.7632998466183,0.8679830310162507,80.17327935323787,36014.46638059615,1.7506197024474376e-09
22,1,True,0.01830574169886769,75857.73090186165,72810.41548780818,3047.3154140534753,4016.2620758308803,0.7587441647276092,110.42532302284694,39752.587079664205,2.7917334675584054e-09
23,1,True,0.015768925456170924,72810.41548780818,70458.91634670051,2351.4991411076626,4731.849267445353,0.49695140487372247,114.90813823888863,47987.99094563527,3.6421384632151234e-09
24,1,True,0.015768929030473715,70458.91634670051,68712.03113048631,1746.8852162141993,5753.050342641988,0.3036450425726629,112.30191025557362,48947.40583818992,2.5545988457220852e-09
25,1,True,0.016723960752208746,68712.03113048631,66410.18167123305,2301.849459253266,6599.239347890237,0.34880526950263785,101.9525353292584,44692.12267166967,2.479895233435112e-09
26,1,True,0.017186383395957107,66410.18167123305,64523.79350042425,1886.3881708087938,6309.720826935511,0.2989653936440434,98.05297042572352,39894.93618927248,1.9623033089844875e-09
27,1,True,0.01830347028451441,64523.79350042425,62559.09092521375,1964.7025752105037,6501.12414054141,0.3022096690876117,91.03950158476064,37345.542463904894,2.527355555449017e-09
28,1,True,0.019436492947135762,62559.09092521375,60338.46393200888,2220.626993204867,6059.375443591352,0.3664778678722565,86.96401876963736,34087.186661833,2.19010324847641e-09
29,1,True,0.019806634351284477,60338.46393200888,58906.68752427455,1431.7764077343309,5663.542714646435,0.25280579310042584,81.41155275866132,31871.76338858156,1.2389821208829091e-09
30,1,True,0.02220003573158375,58906.68752427455,56525.07641671773,2381.6111075568188,5482.36330513013,0.43441322200012217,76.10388190069393,30321.00432911725,1.6963159790153888e-09
31,1,True,0.022250142056421486,56525.07641671773,55266.47144188046,1258.6049748372752,4564.889940254569,0.2757141993147565,70.47346582977688,27873.008000668757,2.088447347331477e-09
32,1,True,0.024258439864054872,55266.47144188046,53220.24980247039,2046.2216394100687,4352.986717336802,0.47007302624207553,66.04707393858561,27037.806989677225,1.6260492056671589e-09
33,1,True,0.024263641515675227,53220.24980247039,51993.89416602538,1226.3556364450124,3474.4389525351808,0.35296508391669457,60.45370973162595,25475.154318568886,2.5538979191934545e-09
34,1,True,0.024880673109728232,51993.89416602538,50348.14874238052,1645.7454236448539,3199.249475580197,0.5144160954645124,57.22607789057012,24843.05304510124,1.7990139443991454e-09
35,1,True,0.024880076768190183,50348.14874238052,49156.35222745429,1191.7965149262309,2594.467031806984,0.45936082452208815,52.43852783613506,24126.211255758863,1.036980141752946e-09
36,1,True,0.0248934358425465,49156.35222745429,47800.36185300715,1355.9903744471449,2327.241350954742,0.5826599694487445,49.779920279783816,23540.89349778114,9.72077035963075e-10
