base_label,c,k,cycle,cycle_start_linear_residual,pre_linear_residual,post_linear_residual,pre_residual_ratio_vs_cycle_start,post_residual_ratio_vs_cycle_start,cycle_start_objective,pre_objective,post_objective,delta_z_norm,delta_e_norm,e_post_norm,e_rel_to_exact
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,2,100,1,34645954.995040566,2675716414.941487,2675716438.7526317,77.23026873770705,77.2302694249776,219.31328659010367,378198.312715106,533411.909846786,32.43647648906706,32.436476489067076,19.922117527510323,3.5770668739032336
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,2,100,2,2675716438.7526317,115882136.59545751,115882068.0146939,0.04330882559793203,0.04330879996712803,533411.909846786,3695.757030280812,1691.9651939326066,48.68823434181997,48.688234341819964,12.436880622269419,2.6068363703511013
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,2,200,1,34645954.995040566,1492024219.4662194,1492024388.937675,43.06488938405066,43.06489427557279,219.31328659010367,188653.7332442064,216182.5793851255,28.386644917638737,28.386644917638733,13.64557585999164,2.8747506897648782
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,2,200,2,1492024388.937675,125471149.59210293,125471162.50819907,0.08409457011720746,0.08409457877396685,216182.5793851255,2484.6243103183674,1699.8626247146913,41.324818424429644,41.324818424429644,10.971777445921235,2.5477843625049066
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,2,300,1,34645954.995040566,823651003.5769163,823651097.9597751,23.77336701195908,23.77336973616913,219.31328659010367,63662.329796899256,70696.39755252168,26.12695240330976,26.126952403309755,11.401198357362585,2.617307395934619
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,2,300,2,823651097.9597751,17664074.70071063,17664054.171594083,0.021446064655854188,0.021446039731324133,70696.39755252168,269.1889585555941,164.32748223215108,36.97045802337246,36.97045802337246,10.519095617418131,2.505537263600905
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,3,50,1,34645954.995040566,11188621337.584555,11187881455.779469,322.94163457714365,322.9202790738766,219.31328659010367,13820121917.252853,13652228358.426973,38.086883030907686,38.08688303090768,56.15250486870721,8.388049220668004
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,3,50,2,11187881455.779469,192615715.89947653,192615583.77943626,0.017216460208377925,0.01721644839916804,13652228358.426973,35928.952215861704,37799.199206444886,59.749961871691475,59.749961871691475,16.998102108708604,2.8613909699734266
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,3,50,3,192615583.77943626,6712749905.227685,6712750589.821601,34.85050260997803,34.850506164176,37799.199206444886,4412658.802822912,4067418.869998797,71.00571427848827,71.00571427848826,7.709229598972086,0.9136440417531485
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,3,100,1,34645954.995040566,2675716414.941487,2675716438.7526317,77.23026873770705,77.2302694249776,219.31328659010367,378198.312715106,533411.909846786,32.43647648906706,32.436476489067076,19.922117527510323,3.5770668739032336
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,3,100,2,2675716438.7526317,115882136.59545751,115882068.0146939,0.04330882559793203,0.04330879996712803,533411.909846786,3695.757030280812,1691.9651939326066,48.68823434181997,48.688234341819964,12.436880622269419,2.6068363703511013
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,3,100,3,115882068.0146939,1699434425.5383217,1699434659.4916937,14.665206227790417,14.665208246682347,1691.9651939326066,313067.3123158668,273191.2133196083,62.6344543705031,62.6344543705031,4.940913761930527,1.5673718716637162
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,3,200,1,34645954.995040566,1492024219.4662194,1492024388.937675,43.06488938405066,43.06489427557279,219.31328659010367,188653.7332442064,216182.5793851255,28.386644917638737,28.386644917638733,13.64557585999164,2.8747506897648782
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,3,200,2,1492024388.937675,125471149.59210293,125471162.50819907,0.08409457011720746,0.08409457877396685,216182.5793851255,2484.6243103183674,1699.8626247146913,41.324818424429644,41.324818424429644,10.971777445921235,2.5477843625049066
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,3,200,3,125471162.50819907,357738949.1216131,357739030.92078716,2.8511646976908835,2.851165349626933,1699.8626247146913,16135.641837970947,11683.036316512173,53.828475546877144,53.828475546877144,6.4008478717114805,1.8661593793833917
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,4,100,1,34645954.995040566,2675716414.941487,2675716438.7526317,77.23026873770705,77.2302694249776,219.31328659010367,378198.312715106,533411.909846786,32.43647648906706,32.436476489067076,19.922117527510323,3.5770668739032336
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,4,100,2,2675716438.7526317,115882136.59545751,115882068.0146939,0.04330882559793203,0.04330879996712803,533411.909846786,3695.757030280812,1691.9651939326066,48.68823434181997,48.688234341819964,12.436880622269419,2.6068363703511013
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,4,100,3,115882068.0146939,1699434425.5383217,1699434659.4916937,14.665206227790417,14.665208246682347,1691.9651939326066,313067.3123158668,273191.2133196083,62.6344543705031,62.6344543705031,4.940913761930527,1.5673718716637162
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,4,100,4,1699434659.4916937,1592238597.3591447,1592238831.2500193,0.9369225162416002,0.9369226538702364,273191.2133196083,147966.19210246648,232549.83085777992,86.79208564396906,86.79208564396906,7.436473364123078,1.9031975508037238
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer14,4,200,1,34645954.995040566,1492024219.4662194,1492024388.937675,43.06488938405066,43.06489427557279,219.31328659010367,188653.7332442064,216182.5793851255,28.386644917638737,28.386644917638733,13.64557585999164,2.8747506897648782
