outer,trial,accepted,damping,nonlinear_objective_before,nonlinear_objective_after,actual_reduction,predicted_reduction,rho,step_norm,gradient_inf_norm,linear_residual_norm
1,1,True,16.064839580867897,3548660355.5203156,1537006561.7610798,2011653793.7592359,1627738557.0658474,1.2358580467525644,130.57480860626518,2760818730.705343,4.988211121598674e-07
2,1,True,5.354946526955965,1537006561.7610798,282465611.2387281,1254540950.5223517,1191953932.4620638,1.052507916921764,158.98964063705557,1104886594.7897599,1.4887291970883143e-07
3,1,True,1.7849821756519884,282465611.2387281,15642840.37883694,266822770.85989118,266674708.26737088,1.0005552179787962,133.18270952494657,476271840.7904508,1.9531320104048453e-07
4,1,True,0.5949940585506628,15642840.37883694,441909.6483854434,15200930.730451496,15215402.408845365,0.9990488796809307,152.43739886957968,114384694.07372466,2.5655865495731675e-08
5,1,True,0.1983313528502209,441909.6483854434,115692.33765913617,326217.3107263072,329375.98223898036,0.9904101340625943,196.54931424960392,15741801.41221482,4.622149281323621e-09
6,1,True,0.06611045095007363,115692.33765913617,51841.565566522324,63850.77209261385,65565.11987139593,0.9738527469766741,240.85029111133167,3222560.4336893414,1.4798359306212062e-09
7,1,True,0.022036816983357875,51841.565566522324,32348.71374223169,19492.851824290636,20241.974961100765,0.9629915984853391,279.6472630647346,804454.103022239,4.0374137641606716e-10
8,1,True,0.007345605661119291,32348.71374223169,26712.364503466026,5636.349238765662,8312.225328889792,0.6780794571552443,295.0129192504955,131807.6578301019,9.847346867428957e-10
9,1,True,0.007013742484114035,26712.364503466026,22365.435485630078,4346.929017835948,5280.535067294063,0.8231985892413496,159.53338824476475,50699.15378161928,1.1061992982112024e-09
10,1,True,0.005119445043179488,22365.435485630078,19450.821350661325,2914.614134968753,3137.133020285391,0.929069349664875,139.56953411214874,38444.77968063499,9.222245546252424e-10
11,1,True,0.0018842881411146495,19450.821350661325,16399.005572002472,3051.8157786588527,3559.736882320594,0.857314986906946,206.24123874139133,24985.982644137428,4.72960681067733e-09
12,1,True,0.0011966008496289225,16399.005572002472,13511.096942866388,2887.9086291360836,3565.488502194067,0.8099615599262131,190.06796029248397,119156.18325146733,6.434342132583938e-09
13,1,False,0.000911523437645022,13511.096942866388,13679.749444007539,-168.65250114115042,3202.060633169195,-0.052669989879057647,183.99356826098673,203233.9561736614,7.101721620417575e-09
13,2,False,0.001823046875290044,13511.096942866388,13657.068309371802,-145.97136650541324,2245.3262937219665,-0.06501120434635971,125.50202908899367,203233.9561736614,2.4821704222681612e-09
13,3,True,0.007292187501160176,13511.096942866388,13222.993379010095,288.1035638562935,1265.6985630476318,0.2276241533865527,62.12022705410969,203233.9561736614,9.68998089616894e-10
