outer_sample,ratio_target,base_objective,gap_to_direct_opt,exact_after_objective,exact_step_norm,success,success_cycle,success_objective,best_cycle_objective,best_cycle_index,cycles_ran,max_sweeps_cap,max_cycles_cap
0,1.0,3350168.410825497,3350060.491764923,902153322.0538718,699.3488142897845,False,None,None,44000256.90240785,8,10,300,10
10,1.0,1682802.3510438048,1682694.4319832306,64151392.65926897,241.17221041068345,False,None,None,3809040.3924827236,6,10,300,10
50,1.0,1140.3709193239981,1032.4518587499622,111.02064628027992,3.581313324445529,True,3,229.78907487432414,229.78907487432414,3,3,300,10
100,1.0,107.94678687930988,0.027726305273858998,107.91906058064689,0.018733921610466803,False,None,None,112.52329163303573,5,10,300,10
200,1.0,107.91906057416891,1.3288570244185394e-10,107.9190605740936,8.901543236919685e-06,False,None,None,108.17494017114667,6,10,300,10
300,1.0,107.91906057412336,8.733991307963151e-11,107.91906057409645,1.8221129764256012e-05,False,None,None,200.15928452483715,7,10,300,10
