base_label,start_objective,start_x_rel_to_direct,exact_after_objective,exact_after_x_rel_to_direct,c,k,ck_cost,beta1_objective,beta1_x_rel_to_direct,beta1_objective_improvement,beta1_x_rel_improvement,best_objective_beta,best_objective,best_objective_x_rel_to_direct,best_x_rel_beta,best_x_rel_to_direct,best_x_rel_objective,linear_residual_approx,e_rel_to_exact,raw_full_step_objective,last_cycle_pre_residual_ratio,last_cycle_post_residual_ratio,exact_step_norm,approx_step_norm
initial,3350168.410825497,1.2312708232912002,902153322.0538718,0.06768441081803492,1,20,20,1427296706206.2122,2.040491665301742,-1427293356037.8013,-0.8092208420105418,0.001,4919541.140808436,1.231196752399508,0.02,1.2305607716177756,634781410.2211642,3825246113765.885,1.7612275182050188,1427296706206.2122,2483000.6339411917,2483000.154237723,699.3488142897845,1167.5461923263433
initial,3350168.410825497,1.2312708232912002,902153322.0538718,0.06768441081803492,1,50,50,10568862961.424967,0.6329322936439205,-10565512793.014141,0.5983385296472797,0.001,3346377.1290336037,1.230516090516553,1.0,0.6329322936439205,10568862961.424967,163820490227.54263,0.6299466632777062,10568862961.424967,106337.30726883619,106337.28926315639,699.3488142897845,458.7391268994967
initial,3350168.410825497,1.2312708232912002,902153322.0538718,0.06768441081803492,1,100,100,2888435816.5117106,0.6997537764711099,-2885085648.100885,0.5315170468200903,0.02,3290767.1345014395,1.2164252461997602,1.0,0.6997537764711099,2888435816.5117106,41432142618.61455,0.6818752949911947,2888435816.5117106,26893.957595678916,26893.960140812927,699.3488142897845,463.9033448886363
initial,3350168.410825497,1.2312708232912002,902153322.0538718,0.06768441081803492,1,200,200,2106431054.1518834,0.7603834795867664,-2103080885.7410579,0.47088734370443375,0.05,3085381.620664867,1.1950698886907807,1.0,0.7603834795867664,2106431054.1518834,8320463549.928554,0.7259943559385593,2106431054.1518834,5400.88361863565,5400.884456415496,699.3488142897845,468.9959544689058
initial,3350168.410825497,1.2312708232912002,902153322.0538718,0.06768441081803492,2,20,40,45249787207601.19,3.163616706757356,-45249783857432.77,-1.9323458834661558,0.001,42688118.61046739,1.2318461031649945,0.001,1.2318461031649945,42688118.61046739,20392825685603.023,2.5844161462416744,45249787207601.19,5.331115581554101,5.331114673175018,699.3488142897845,1636.8424973788108
initial,3350168.410825497,1.2312708232912002,902153322.0538718,0.06768441081803492,2,50,100,1058764530.6305339,0.5645697737479121,-1055414362.2197084,0.6667010495432881,0.05,3244777.660619412,1.190802809618327,1.0,0.5645697737479121,1058764530.6305339,26408356429.998318,0.539360146587526,1058764530.6305339,0.1612030066969235,0.16120301186571814,699.3488142897845,489.1546299184246
initial,3350168.410825497,1.2312708232912002,902153322.0538718,0.06768441081803492,2,100,200,981447090.0653876,0.646121929399714,-978096921.6545621,0.5851488938914862,0.1,2914639.230668818,1.1531655859242333,1.0,0.646121929399714,981447090.0653876,4009056440.1911416,0.6107606220392588,981447090.0653876,0.09676196644501779,0.09676198687320509,699.3488142897845,480.99696196978437
initial,3350168.410825497,1.2312708232912002,902153322.0538718,0.06768441081803492,2,200,400,1304719421.6268275,0.7207038232409533,-1301369253.216002,0.5105670000502469,0.1,2864707.024110318,1.1558930026988368,1.0,0.7207038232409533,1304719421.6268275,17587828.444175635,0.6774423817790433,1304719421.6268275,0.0021138464222134738,0.0021138039171299124,699.3488142897845,478.4846327780471
initial,3350168.410825497,1.2312708232912002,902153322.0538718,0.06768441081803492,3,20,60,226867152192.36,2.322311880209752,-226863802023.94916,-1.091041056918552,0.001,3410166.580348079,1.2314740303446357,0.001,1.2314740303446357,3410166.580348079,711443487687.358,1.79189618856916,226867152192.36,0.03488696294199023,0.034886949884028316,699.3488142897845,1005.7549255941528
initial,3350168.410825497,1.2312708232912002,902153322.0538718,0.06768441081803492,3,50,150,276790198.269738,0.5145486649949332,-273440029.8589125,0.716722158296267,0.2,2352359.4630824486,1.062617850031533,1.0,0.5145486649949332,276790198.269738,6413595620.969008,0.4836987288083799,276790198.269738,0.24286240391391073,0.24286235449638002,699.3488142897845,504.6942105019275
