target,cycle,k_used,pre_residual_ratio,last_message_lam_delta_max,last_message_eta_delta_max,last_x_step_norm,pre_end_relative_state_error,pre_end_algebraic_residual,relative_state_error,algebraic_residual
0.5,82,103,0.4992819800762233,2.220446049250313e-16,1.0060512067866512e-07,1.7834534192019924e-06,2.6234135738371787e-08,9.9477299085208e-07,7.027159575257692e-09,2.9746836656040577e-06
0.5,83,76,0.4938981075920035,2.220446049250313e-16,1.9831941244774498e-07,3.2433034449209016e-06,1.1835032757384362e-08,1.4691906331266882e-06,4.693428741120784e-09,1.9924072916484817e-06
0.5,84,103,0.499281926734198,2.220446049250313e-16,1.0060506383524626e-07,1.7834533967285312e-06,2.6234135862420983e-08,9.947729514135192e-07,7.0271592104479505e-09,2.9746831258691907e-06
0.5,85,76,0.4938981596462907,2.220446049250313e-16,1.9831975350825815e-07,3.2433035654224908e-06,1.1835032362509372e-08,1.4691905213976685e-06,4.693428990238391e-09,1.992406782229563e-06
0.5,86,103,0.49928232289214575,2.220446049250313e-16,1.0060512067866512e-07,1.7834536337862467e-06,2.6234135601732823e-08,9.947734863776418e-07,7.027159555679821e-09,2.974683240303725e-06
0.5,87,76,0.49389815332169895,2.220446049250313e-16,1.983195261345827e-07,3.2433033762370404e-06,1.183503245724394e-08,1.4691905591030174e-06,4.6934289788228335e-09,1.992407044195317e-06
0.5,88,103,0.49928210064009043,2.220446049250313e-16,1.0060512067866512e-07,1.783453132489991e-06,2.623413586888199e-08,9.947731743559513e-07,7.027159488986603e-09,2.974683376562928e-06
0.5,89,76,0.4938982166094816,2.220446049250313e-16,1.9831946929116384e-07,3.2433033726672573e-06,1.1835032459629462e-08,1.469190814662301e-06,4.6934291621850145e-09,1.9924071356280664e-06
0.5,90,103,0.49928188520149713,2.220446049250313e-16,1.0060495014840853e-07,1.7834536273406084e-06,2.6234135727219917e-08,9.94772790765296e-07,7.027159406054288e-09,2.9746828843437944e-06
0.5,91,76,0.49389851060815354,2.220446049250313e-16,1.983195261345827e-07,3.2433036168587393e-06,1.183503252364769e-08,1.4691914461089663e-06,4.69342879513846e-09,1.9924074722473147e-06
0.5,92,103,0.49928198452774397,2.220446049250313e-16,1.0060512067866512e-07,1.7834531083270916e-06,2.6234136090109845e-08,9.947731567315453e-07,7.027159159404825e-09,2.974683463790355e-06
0.5,93,76,0.49389842203629797,2.220446049250313e-16,1.983195261345827e-07,3.243303574752544e-06,1.1835032318364032e-08,1.4691914688235255e-06,4.693429010937114e-09,1.992407454348727e-06
0.5,94,103,0.49928176377622835,2.220446049250313e-16,1.0060517752208398e-07,1.783453327789235e-06,2.6234135880124985e-08,9.947727079681377e-07,7.0271600032406285e-09,2.9746836176636764e-06
0.5,95,76,0.49389843837671843,2.220446049250313e-16,1.9831975350825815e-07,3.2433033466504684e-06,1.1835032709027563e-08,1.4691915934288972e-06,4.693429240941548e-09,1.992408142295634e-06
0.5,96,103,0.49928139978051017,2.220446049250313e-16,1.0060512067866512e-07,1.7834532422494262e-06,2.6234135911070427e-08,9.9477232621945e-07,7.02715946576654e-09,2.974683089478764e-06
0.5,97,76,0.4938984084627962,2.220446049250313e-16,1.9831941244774498e-07,3.2433035228223434e-06,1.1835032470661737e-08,1.469191243574755e-06,4.693429292563088e-09,1.9924075823795563e-06
0.5,98,103,0.49928189629649605,2.220446049250313e-16,1.0060512067866512e-07,1.7834535125094027e-06,2.62341355709858e-08,9.94773035925982e-07,7.027159260890475e-09,2.9746833006339902e-06
0.5,99,76,0.49389840450533284,2.220446049250313e-16,1.9831958297800156e-07,3.243303821644625e-06,1.183503232525074e-08,1.469191336091785e-06,4.6934287650050534e-09,1.992407484820489e-06
0.5,100,103,0.49928196501600874,2.220446049250313e-16,1.0060512067866512e-07,1.7834534481576547e-06,2.623413619193058e-08,9.947731241337773e-07,7.027158778211407e-09,2.9746829875987124e-06
0.1,0,0,1.0,0.0,0.0,0.0,0.03499792225302882,207.4875331380065,0.03499792225302882,207.4875331380065
0.1,1,11,0.08902882280289103,0.2741329920567709,119.96501925792799,6.968659552100816,0.03379171591665015,18.472370821552563,0.004229177597135654,19.37274522811728
0.1,2,56,0.09482856033536352,0.000455932544921156,0.3596023994730331,0.9010925821219766,0.007568611634690919,1.8370895397261453,0.002066632886306275,2.4249505610026083
0.1,3,45,0.09905757669416734,3.702615480882798e-08,0.015789741075820984,0.23213217126334432,0.0014766860306268126,0.24020972617608,0.00040673572589451846,0.35275115816786506
0.1,4,73,0.09878785470399876,8.992806499463768e-15,0.0047074324426716885,0.08344737932116678,0.0010859689692249326,0.034847530159754336,0.00012538922277081655,0.09253835521294225
0.1,5,139,0.099760002464613,2.220446049250313e-16,0.0013440167355156518,0.022797849422273874,0.00046440623616861374,0.009231626544114352,3.2831491934065435e-05,0.029624278538473936
0.1,6,145,0.0991891363510144,2.220446049250313e-16,0.0004238188606677795,0.007186309600190557,0.00016757007345297425,0.002938406603253121,1.1044847138081903e-05,0.009500775268134075
0.1,7,149,0.09943835049286281,2.220446049250313e-16,0.0001347969309790642,0.002299006873668461,5.762882351627259e-05,0.0009447414210666388,3.7962419193945686e-06,0.0030704819389670186
0.1,8,151,0.09959851891057878,2.220446049250313e-16,4.333439187576005e-05,0.0007412974060270107,1.9293885057739618e-05,0.0003058154534627972,1.2743729780497442e-06,0.0010023977255634042
0.1,9,152,0.09990480505732417,2.220446049250313e-16,1.4225884115148801e-05,0.00024242874897119842,6.351196994322723e-06,0.00010014434936231703,4.2357284099570423e-07,0.0003237913020009297
0.1,10,152,0.09944382931091772,2.220446049250313e-16,4.548600713860651e-06,7.757929008233983e-05,2.1064496005543502e-06,3.2199046968540264e-05,1.380418005033817e-07,0.00010899046257015283
0.1,11,155,0.09922056288651337,2.220446049250313e-16,1.5338603134296136e-06,2.6286656704208827e-05,6.666695505559426e-07,1.0814095045472032e-05,4.7833915674492984e-08,3.189383466949091e-05
0.1,12,149,0.0995966159504092,2.220446049250313e-16,4.1966251274061506e-07,7.234645907666876e-06,2.387904978719786e-07,3.1765180027631317e-06,1.6064473139377937e-08,1.3962081573146412e-05
0.1,13,180,0.09967722623650568,2.220446049250313e-16,1.7702603827274288e-07,3.0417554814286965e-06,6.017058796734939e-08,1.391701563699062e-06,1.2030959418765117e-08,3.128126402460663e-06
0.1,14,200,0.24809586034521233,2.220446049250313e-16,2.781547436825349e-08,6.683401759276431e-07,4.547711860169159e-08,7.760752110870522e-07,8.312952801734013e-09,4.358305697742095e-06
0.1,15,200,0.19237726540791486,2.220446049250313e-16,5.9416834119474515e-08,1.1122272401091758e-06,3.194725937481541e-08,8.384389319433586e-07,9.379056334563412e-09,3.925928787278476e-06
0.1,16,200,0.20832037689269547,2.220446049250313e-16,5.166606342754676e-08,9.944719562247211e-07,3.426836232717797e-08,8.17850964619735e-07,9.055018204780035e-09,4.013877200239979e-06
0.1,17,200,0.20497001200650897,2.220446049250313e-16,5.362022648114362e-08,1.0238203593395716e-06,3.3585243651149174e-08,8.227244579258411e-07,9.13699475144718e-09,3.991159629231511e-06
0.1,18,200,0.2058210232503507,2.220446049250313e-16,5.3123358156881295e-08,1.0163330060655495e-06,3.375346549964639e-08,8.2146455884392e-07,9.115880441874333e-09,3.996854451132426e-06
0.1,19,200,0.20560786140632747,2.220446049250313e-16,5.324977792042773e-08,1.0182389967978918e-06,3.371020837139891e-08,8.217846960496989e-07,9.121258750385003e-09,3.995401129807612e-06
0.1,20,200,0.20566219140510292,2.220446049250313e-16,5.3217604545352515e-08,1.0177531045054635e-06,3.372121035273522e-08,8.217029518986576e-07,9.119886957811276e-09,3.995771257659786e-06
0.1,21,200,0.20564822119502435,2.220446049250313e-16,5.322590368450619e-08,1.017876984083386e-06,3.3718404109395934e-08,8.217232514399404e-07,9.120237037830928e-09,3.995676753561947e-06
0.1,22,200,0.20565191309073988,2.220446049250313e-16,5.32235731043329e-08,1.0178454378878023e-06,3.371911915981725e-08,8.217185684622111e-07,9.120147392058183e-09,3.995700353510165e-06
0.1,23,200,0.20565106970167796,2.220446049250313e-16,5.322425522535923e-08,1.0178533690671993e-06,3.371893704029599e-08,8.217200519067382e-07,9.120170619445681e-09,3.9956949043726994e-06
0.1,24,200,0.2056510499094982,2.220446049250313e-16,5.322419838194037e-08,1.0178512812794785e-06,3.37189830997642e-08,8.217188522022776e-07,9.120163934794417e-09,3.9956960912966555e-06
0.1,25,200,0.2056510568563799,2.220446049250313e-16,5.322419838194037e-08,1.0178518039307634e-06,3.3718971904668794e-08,8.217191240520634e-07,9.120165948908911e-09,3.995695951432654e-06
0.1,26,200,0.20565121299247593,2.220446049250313e-16,5.3224027851683786e-08,1.0178517281815211e-06,3.37189746634606e-08,8.217197191612506e-07,9.120165635649157e-09,3.995696028468049e-06
0.1,27,200,0.20565116556732832,2.220446049250313e-16,5.322419838194037e-08,1.0178517364652084e-06,3.371897375273161e-08,8.217195455071991e-07,9.120165849767288e-09,3.995696161714981e-06
0.1,28,200,0.20565103413789956,2.220446049250313e-16,5.322425522535923e-08,1.0178519061338954e-06,3.3718974003969035e-08,8.217190477575219e-07,9.120166221961438e-09,3.995696155223312e-06
0.1,29,200,0.20565116152789295,2.220446049250313e-16,5.322408469510265e-08,1.0178517757683138e-06,3.371897379640441e-08,8.217195554342102e-07,9.120165879445797e-09,3.995696021244525e-06
0.1,30,200,0.20565107165293725,2.220446049250313e-16,5.322419838194037e-08,1.0178517335308137e-06,3.371897381123482e-08,8.217191687683141e-07,9.120165919177519e-09,3.995696313902501e-06
0.1,31,200,0.20565107325184004,2.220446049250313e-16,5.322408469510265e-08,1.0178518858954192e-06,3.371897424767683e-08,8.217192353424705e-07,9.120165703100468e-09,3.9956961153351075e-06
0.1,32,200,0.2056512137126112,2.220446049250313e-16,5.322414153852151e-08,1.0178516990762879e-06,3.3718973994690107e-08,8.217197557454305e-07,9.120165511758068e-09,3.99569616177096e-06
0.1,33,200,0.20565109794446043,2.220446049250313e-16,5.322419838194037e-08,1.0178519515150584e-06,3.3718973980103994e-08,8.217193027206642e-07,9.120165728717648e-09,3.9956962358210965e-06
0.1,34,200,0.20565096440087,2.220446049250313e-16,5.322431206877809e-08,1.0178517044886058e-06,3.371897415833178e-08,8.217187843495346e-07,9.120165774243503e-09,3.9956959050345255e-06
0.1,35,200,0.2056510941721317,2.220446049250313e-16,5.322419838194037e-08,1.0178518800622114e-06,3.371897409210469e-08,8.217192348494562e-07,9.120165485330319e-09,3.995695886073604e-06
0.1,36,200,0.20565110660606714,2.220446049250313e-16,5.322408469510265e-08,1.0178519476908224e-06,3.371897411316023e-08,8.217192806323467e-07,9.120165898383878e-09,3.99569600258713e-06
0.1,37,200,0.2056510767905856,2.220446049250313e-16,5.3223971008264925e-08,1.0178516908874596e-06,3.371897397062709e-08,8.217191854598818e-07,9.120165847425813e-09,3.995696716918657e-06
0.1,38,200,0.20565117484023593,2.220446049250313e-16,5.322408469510265e-08,1.0178516948471375e-06,3.371897416417487e-08,8.217197241395955e-07,9.120165736619049e-09,3.995696175737651e-06
0.1,39,200,0.2056511879314448,2.220446049250313e-16,5.322408469510265e-08,1.0178516415556357e-06,3.371897380415203e-08,8.21719665153579e-07,9.120165677877973e-09,3.995695755405647e-06
0.1,40,200,0.2056510290946297,2.220446049250313e-16,5.322419838194037e-08,1.0178517474171845e-06,3.3718974154970723e-08,8.217189440482151e-07,9.120165789384004e-09,3.995695868252769e-06
