base_label,start_objective,start_x_rel_to_direct,exact_after_objective,exact_after_x_rel_to_direct,c,k,ck_cost,beta,post_objective,objective_improvement,x_rel_to_direct,x_rel_improvement,linear_residual_approx,e_rel_to_exact,raw_full_step_objective,last_cycle_pre_residual_ratio,last_cycle_post_residual_ratio
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,100,200,1.0,183305019.8454076,-183304805.22376248,0.4212403261868515,-0.4079621737984695,28181877425.383766,32.16947980776173,183305019.8454076,0.6026579533044572,0.6026580530401536
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,100,200,0.8,101083864.2703594,-101083649.64871427,0.34085738705559404,-0.32757923466721206,28181877425.383766,32.16947980776173,183305019.8454076,0.6026579533044572,0.6026580530401536
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,100,200,0.5,30683746.248388443,-30683531.626743324,0.21841676496653736,-0.20513861257815538,28181877425.383766,32.16947980776173,183305019.8454076,0.6026579533044572,0.6026580530401536
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,100,200,0.3,9116383.548690861,-9116168.92704574,0.1359367810306647,-0.12265862864228272,28181877425.383766,32.16947980776173,183305019.8454076,0.6026579533044572,0.6026580530401536
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,100,200,0.2,3644406.0116486163,-3644191.390003496,0.09456914940279373,-0.08129099701441175,28181877425.383766,32.16947980776173,183305019.8454076,0.6026579533044572,0.6026580530401536
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,100,200,0.1,808623.9334283601,-808409.3117832398,0.053255405313256406,-0.039977252924874425,28181877425.383766,32.16947980776173,183305019.8454076,0.6026579533044572,0.6026580530401536
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,100,200,0.05,186748.37408321386,-186533.7524380936,0.03277997509095632,-0.01950182270257434,28181877425.383766,32.16947980776173,183305019.8454076,0.6026579533044572,0.6026580530401536
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,100,200,0.02,26945.032763965304,-26730.41111884503,0.020782872091808825,-0.007504719703426843,28181877425.383766,32.16947980776173,183305019.8454076,0.6026579533044572,0.6026580530401536
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,100,200,0.01,5953.219603561919,-5738.597958441644,0.01693626151969813,-0.003658109131316147,28181877425.383766,32.16947980776173,183305019.8454076,0.6026579533044572,0.6026580530401536
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,100,200,0.005,1210.0101340594078,-995.3884889391325,0.01507489599092003,-0.0017967436025380472,28181877425.383766,32.16947980776173,183305019.8454076,0.6026579533044572,0.6026580530401536
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,100,200,0.002,167.2069356462713,47.41470947400407,0.013987480425507123,-0.0007093280371251402,28181877425.383766,32.16947980776173,183305019.8454076,0.6026579533044572,0.6026580530401536
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,100,200,0.001,116.9990354257015,97.62260969457385,0.013631090807489506,-0.00035293841910752355,28181877425.383766,32.16947980776173,183305019.8454076,0.6026579533044572,0.6026580530401536
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,200,400,1.0,36747640.27221201,-36747425.65056689,0.5380693266088791,-0.524791174220497,11878965548.548965,41.164581632992885,36747640.27221201,0.2715110706264416,0.271511110215394
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,200,400,0.8,20074412.419814624,-20074197.798169505,0.43544857036158985,-0.42217041797320787,11878965548.548965,41.164581632992885,36747640.27221201,0.2715110706264416,0.271511110215394
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,200,400,0.5,5929714.0048416145,-5929499.383196495,0.2786996319729601,-0.2654214795845781,11878965548.548965,41.164581632992885,36747640.27221201,0.2715110706264416,0.271511110215394
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,200,400,0.3,1708634.398642164,-1708419.7769970438,0.17287206385406662,-0.15959391146568463,11878965548.548965,41.164581632992885,36747640.27221201,0.2715110706264416,0.271511110215394
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,200,400,0.2,668139.1182245614,-667924.4965794411,0.11970533779839011,-0.10642718541000813,11878965548.548965,41.164581632992885,36747640.27221201,0.2715110706264416,0.271511110215394
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer15,214.62164512027536,0.013278152388381982,107.94098045471608,4.88230979842029e-06,2,200,400,0.1,143094.71833768403,-142880.09669256376,0.06644287879260255,-0.05316472640422057,11878965548.548965,41.164581632992885,36747640.27221201,0.2715110706264416,0.271511110215394
