outer,carry_message_eta,carry_message_lam,carry_coarse_state,settle_sweeps,coarse_settle_sweeps,freeze_basis_from_outer0,nonlinear_objective,mean_pose_log_error,rms_translation_error,rms_angle_error,xy_rel_to_direct,inner_cycles,pre_sweeps,e_hat_norm,e_star_norm,e_rel_to_exact,linear_residual_exact,linear_residual_approx,next_pose_gap_to_exact,next_objective_gap_to_exact,num_groups,coarse_dim
0,False,True,False,5,0,False,602585.0441299444,87.92730695372335,100.07173463021118,0.3696037132425942,0.3113167694933635,,,,,,,,,,,
1,False,True,False,5,0,False,105553.4753630114,87.1440611913567,115.62366716737664,0.4911069125541413,0.22908052012903674,5,50,2850.971389652588,2874.4924961620245,0.7539014356564719,6.462553397134563e-11,123.31185824895144,78.76179847760388,21217.284533634156,25,100
2,False,True,False,5,0,False,729.9185757644074,81.20269309875283,106.75065848405316,0.4691302610169949,0.2023183521434486,5,50,423.80135450106485,1662.9185281852174,0.8699955333222128,1.8527088750999422e-11,104.77732757497995,49.68279241665005,-2746.149760597966,25,100
3,False,True,False,5,0,False,627.2238800548619,80.61268827735,105.5106994971318,0.45856630241065777,0.19834960261488632,5,50,61.412518959569425,1732.7757443264684,0.9812358673610452,1.8910953731754963e-11,20.28882292918736,57.68283188106888,-1.6768599237462922,25,100
4,False,True,False,5,0,False,620.8998022759182,80.39775819875308,104.82689082175605,0.45065151324938385,0.19576821782813755,5,50,43.26459872696243,1699.079581689448,0.9868393158496082,1.959717598296074e-11,6.078510281634902,57.2265045779001,19.145484853373773,25,100
5,False,True,False,5,0,False,616.3730178495009,80.15280994460609,103.96224791218594,0.44324548719075535,0.1927214855023128,5,50,40.79193967395916,1675.3371435676627,0.9844524463225304,1.7851517934594615e-11,4.962158905423114,56.62993288008132,16.456114993340407,25,100
6,False,True,False,5,0,False,612.7776309919814,79.85889973388976,102.948651272159,0.436508260843143,0.18930027399756919,5,50,40.71315553219919,1648.0749534034896,0.9824280923541215,1.757498391794075e-11,4.555344050540035,56.01955362254442,13.94184778639135,25,100
7,False,True,False,5,0,False,609.9038659166412,79.54200327397008,101.88334216165126,0.430476390560425,0.18577897439181984,5,50,40.063051128230214,1618.250597487506,0.9816776810876037,1.7613929376585904e-11,4.196455702652176,55.43608977639869,11.916173779839937,25,100
8,False,True,False,5,0,False,607.6067531775499,79.22407745631025,100.835373125158,0.4251325561678191,0.1823535677670954,5,50,38.34260409861173,1588.2155837709756,0.9818967487750421,1.8138147399561198e-11,3.8648183682241823,54.89765061410018,10.32108853607133,25,100
9,False,True,False,5,0,False,605.7722127509112,78.91797632225983,99.84265383083792,0.42042857211830914,0.17913028009247953,5,50,35.89105847375614,1559.4720906735868,0.9826882184242167,1.732780695217271e-11,3.5689618245849175,54.40885839231768,9.06680171853725,25,100
10,False,True,False,5,0,False,604.3083626454185,78.63001473021127,98.9222796606642,0.4163025864970219,0.17615460901099325,5,50,33.10016068518565,1532.7715651623232,0.9837658487557925,1.827753226518439e-11,3.310407353134216,53.96807878968232,8.076777115379286,25,100
11,False,True,False,5,0,False,603.1409620156269,78.36255361984126,98.07941800938151,0.41268958775428144,0.17343721296321202,5,50,30.237379948573185,1508.4050294713447,0.984954441388785,1.5814666862800406e-11,3.0872367501871185,53.57135313978043,7.292123092699512,25,100
12,False,True,False,5,0,False,602.2101087193413,78.11547777114268,97.3128875556355,0.409526964852963,0.17097037481253333,5,50,27.45800159746151,1486.3959838417768,0.9861534952356984,1.7023091666235787e-11,2.8961619118918565,53.21395577149248,6.667782522545963,25,100
13,False,True,False,5,0,False,601.4676038422873,77.88754899501377,96.61841714101479,0.40675716502988024,0.16873767403670795,5,50,24.8414319982385,1466.6325147326074,0.9873090698903835,1.510871427753981e-11,2.7339987696128496,52.89114951096071,6.169177643903026,25,100
14,False,True,False,5,0,False,600.8747758062705,77.67723721444469,95.9903873094553,0.40432863135470537,0.1667191515067427,5,50,22.4235715972753,1448.8019108162587,0.9883929084582943,1.6804452622634703e-11,2.5974929649313205,52.59628423093973,5.768420224468855,25,100
15,False,True,False,5,0,False,600.4006815558595,77.4829436219754,95.4227271837043,0.40219584714111883,0.16489395561956896,5,50,20.216761832147476,1432.8418848011372,0.9893929447731026,1.4788499855598836e-11,2.4833330452109914,52.32732413573429,5.44580145887528,25,100
16,False,True,False,5,0,False,600.020630422411,77.30312293784277,94.90948711655811,0.4003190748806613,0.1632420062004034,5,50,18.217281430702727,1418.4946014325178,0.9903061765189093,1.7852215042251482e-11,2.3886858458796327,52.07998173977116,5.184421506952049,25,100
17,False,True,False,5,0,False,599.7149645938126,77.13631634801791,94.44503951345129,0.39866379939981345,0.16174455546985592,5,50,16.415502027146964,1405.5431149249314,0.9911340191910536,1.9141263535372615e-11,2.31097236827066,51.85054637790877,4.971373147000804,25,100
18,False,True,False,5,0,False,599.4680654917802,76.98117479988738,94.02418490335758,0.3972001640927262,0.16038445541040883,5,50,14.798460815949408,1393.8054699287732,0.99188059154594,1.443392439970434e-11,2.2475254007360643,51.63604646202285,4.796639881833471,25,100
19,False,True,False,5,0,False,599.2675471673571,76.83645604491167,93.64216104424627,0.39590237184518023,0.159146143706821,5,50,13.352613431203679,1383.163776528795,0.9925510949270095,1.78116719106437e-11,2.1959245468102737,51.434994499533964,4.652444197840623,25,100
20,False,True,False,5,0,False,599.1036063613248,76.70103981831349,93.2946775552172,0.3947481815805124,0.15801570906992116,5,50,12.062991490085846,1373.5017250185026,0.9931518271753873,1.5600126267526283e-11,2.1543847001093037,51.24563019573468,4.532787086712915,25,100
