outer,reset_obj,reset_xrel,carry_obj,carry_xrel
1,105553.4753630114,0.22908052012903674,105553.4753630114,0.22908052012903674
2,915.7828225179603,0.25186977347448414,729.7767134138313,0.2021261080969658
3,612.8812650869849,0.17595688102271384,627.5780076830385,0.19828707551393357
5,597.0114650615353,0.07495757636522998,616.6690178667125,0.19286245345229172
10,593.4740492388232,0.008086214015019076,604.5292511283925,0.17652203767531593
15,593.3770751899847,0.002362384903191744,600.512969503799,0.16524457136669227
20,593.3705256204398,0.001948150077979339,599.1567630546652,0.15830194031027509
