variant,final_objective,final_x_rel,final_mean_pose_log_error,final_rms_translation_error,final_e_rel_to_exact
c1_reset,685.3682877958802,0.1772849454570373,86.15669782395321,107.67238986605408,0.9505262943657827
c1_carry_lam,645.1176335577758,0.21324837526120938,45.07691691182097,49.42440700647902,0.9979964236071864
