outer,phase,nonlinear_objective,gap_to_direct_optimum,x_rel_to_direct,accepted,objective_improvement,x_rel_improvement,selected_c,selected_k,selected_beta,linear_residual_approx,e_rel_to_exact,raw_full_step_objective,last_cycle_pre_residual_ratio,last_cycle_post_residual_ratio,kick_gate_max_e_rel_to_exact,kick_gate_objective_cap_multiplier
18,kick_gate,197.90581352676324,89.98675295272722,0.0005089685826466671,True,-89.387254227082,0.005423415472649805,5,200,1.0,29819520.434838403,0.08561892851774829,197.90581352676324,2.4142244475372205,2.414224671795669,0.8,2.5
19,post_kick_recovery,116.60933154836876,8.690270974332734,0.00047339517220023697,True,81.29648197839448,3.5573410446430105e-05,5,50,0.02,1076012076.3278754,16.063746757740137,109506.88987604987,4.0314261346995695,4.031426719374003,,
20,post_kick_recovery,110.84364417214961,2.9245835981135855,0.0004670130176025617,True,5.765687376219148,6.382154597675245e-06,5,50,0.02,309983942.65139073,6.304566680289653,9643.532989355466,4.194246891756434,4.19424804052472,,
21,objective_low,109.87583235481293,1.9567717807769043,0.00036466313949665385,True,0.9678118173366812,0.00010234987810590787,5,200,0.1,35612431.13044673,2.109646192310629,223.1497564823895,1.2577340049119319,1.2577342385290766,,
22,objective_low,109.48933577464159,1.5702752006055647,0.00035780807066682687,True,0.3864965801713396,6.855068829826985e-06,4,200,0.1,20065618.393600997,2.45958799469357,145.86979406855826,1.2416187543237467,1.2416189561287543,,
