basis_source,inner_cycles,pre_sweeps,outer,nonlinear_objective,e_star_norm,proj_rel,num_groups,coarse_dim
message_conditioned_information,2,50,8,26.77038693954569,2.215225196848542,0.024541875564060556,3,12
message_conditioned_information,2,50,9,26.770386881585374,2.2145018633515177,0.024547246145666907,3,12
message_conditioned_information,2,50,10,26.770386879575952,2.2144002712938935,0.0245482843933623,3,12
message_conditioned_information,2,50,11,26.770386883446665,2.2145976271023624,0.02454632342726055,3,12
message_conditioned_information,2,50,12,26.7703868842424,2.214764307968579,0.0245450194988929,3,12
message_conditioned_information,2,50,13,26.77038687354542,2.2144857413962624,0.024547474251442266,3,12
message_conditioned_information,2,50,14,26.770386873778133,2.214918392308516,0.024543507666533893,3,12
message_conditioned_information,2,50,15,26.770386860154872,2.214258185860213,0.024549501623457568,3,12
message_conditioned_information,2,50,16,26.770386868774853,2.2145864080055015,0.024546590455869936,3,12
message_conditioned_information,2,50,17,26.770386867445485,2.214552523807812,0.02454717392549827,3,12
message_conditioned_information,2,50,18,26.770386859095623,2.214502690270997,0.02454706773494965,3,12
message_conditioned_information,2,50,19,26.770386865161047,2.214545901186676,0.02454624529546503,3,12
message_conditioned_information,2,50,20,26.770386879539664,2.2145940928664474,0.024546408125292494,3,12
