stage,step,mu_norm,mu_max_abs,message_eta_norm,message_eta_max_abs
sync,217,636.1309863708302,21.60486723016937,41249.580645857444,6159.540752040596
sync,218,636.0815749657329,21.606404997744644,41247.511082328965,6159.0428023667655
sync,219,636.0322394292606,21.607941807371166,41245.44360582595,6158.545181740168
sync,220,635.9829801559423,21.609477596024714,41243.377863169786,6158.0478994386995
sync,221,635.9337770889463,21.61101230711239,41241.31411316359,6157.550958434723
sync,222,635.8846750692705,21.612545878258832,41239.25251402261,6157.054367184143
sync,223,635.8356239760968,21.61407825085789,41237.193248072486,6156.558128362277
sync,224,635.7866724406554,21.61560937161719,41235.1360687447,6156.062250341457
sync,225,635.7377810900813,21.617139181299056,41233.08092740739,6155.56673639549
sync,226,635.6889637268196,21.618667631179687,41231.027401304535,6155.071592686058
sync,227,635.6402064508127,21.620194661561044,41228.97600544446,6154.576825075667
sync,228,635.5915348030367,21.621720224729444,41226.92660113778,6154.0824379329815
sync,229,635.5429431023691,21.623244269997684,41224.87936931228,6153.588435855933
sync,230,635.4944113255466,21.624766747269494,41222.83430589852,6153.094824400815
sync,231,635.445960266686,21.626287603937435,41220.79076858433,6152.601608656027
sync,232,635.3975721870864,21.62780679841558,41218.74920982544,6152.108793527748
sync,233,635.3492615457257,21.629324282845182,41216.70919976336,6151.6163833181945
sync,234,635.3010156827125,21.630840008259746,41214.67150872986,6151.12438116308
sync,235,635.252845973111,21.632353933791823,41212.63558222884,6150.63279346773
sync,236,635.2047448672936,21.633866014098707,41210.60169187633,6150.141624302547
sync,237,635.1567123845966,21.635376208629722,41208.569172645875,6149.650878454167
sync,238,635.1087451095731,21.636884471299137,41206.53862635727,6149.16055821365
sync,239,635.0608460222388,21.63839076580456,41204.5101348268,6148.67066967367
sync,240,635.0130082498769,21.63989505289828,41202.48360008311,6148.181215608317
sync,241,634.9652494620625,21.64139728931714,41200.45913122678,6147.6922009495465
sync,242,634.9175615437505,21.64289743778107,41198.43634257515,6147.203628728385
sync,243,634.8699379836225,21.644395463803324,41196.41535919056,6146.71550420834
sync,244,634.8223689140913,21.645891332153045,41194.396179906216,6146.227829498515
sync,245,634.7748737656549,21.647385000002103,41192.3787331021,6145.740609170082
sync,246,634.7274465701644,21.648876438282844,41190.36300672684,6145.253845552167
sync,247,634.680084921772,21.650365613695506,41188.34924037645,6144.767544678951
sync,248,634.6327969566025,21.651852488173958,41186.337066550535,6144.281706865687
sync,249,634.5855633160719,21.653337030700545,41184.32639702812,6143.796338372749
sync,250,634.5383876703004,21.65481921042315,41182.31720765431,6143.311440427956
sync,251,634.4912841611157,21.656298996838505,41180.30980443033,6142.827017430847
sync,252,634.4442437443549,21.657776358189714,41178.304311230044,6142.343070573352
sync,253,634.3972724935578,21.659251261905016,41176.30094643718,6141.859605475131
sync,254,634.3503573361381,21.660723684230874,41174.29891742219,6141.376624683641
sync,255,634.3035084987362,21.66219359175776,41172.298285570905,6140.8941298525815
sync,256,634.2567069573494,21.66366095912768,41170.29927720053,6140.412124208506
sync,257,634.2099783348115,21.6651257598696,41168.30227248772,6139.930610433758
sync,258,634.1633142211261,21.666587963909656,41166.30720959384,6139.449593780591
sync,259,634.116721167475,21.668047547591563,41164.313745356994,6138.9690730162865
sync,260,634.0701788166982,21.66950448629006,41162.32157450211,6138.489053786718
sync,261,634.0236858699614,21.67095875227458,41160.330915662096,6138.009536211069
sync,262,633.9772729213767,21.672410323808283,41158.34197634585,6137.530525812435
sync,263,633.930900343876,21.673859176127255,41156.35490116281,6137.052021453869
sync,264,633.8846097138829,21.67530528437734,41154.3695070308,6136.574028733211
sync,265,633.8383683994214,21.676748628111714,41152.385693935736,6136.096547395651
sync,266,633.7921850665944,21.678189184493494,41150.403092132015,6135.619581621786
sync,267,633.746049255615,21.67962693168587,41148.4222201116,6135.143132665227
sync,268,633.6999832055237,21.681061848991572,41146.44292216801,6134.667203278723
sync,269,633.6539774921099,21.682493915583667,41144.46541126407,6134.191794034
sync,270,633.6080181071169,21.683923108910903,41142.48963630636,6133.716908158192
sync,271,633.5621291575251,21.68534941422959,41140.51500466041,6133.242547737077
sync,272,633.5162893045265,21.68677280543192,41138.54194590527,6132.768715312727
sync,273,633.4705092141218,21.688193269479413,41136.57009192889,6132.295411556499
sync,274,633.4247847041828,21.689610788723847,41134.60021428958,6131.822637735307
sync,275,633.3791181202631,21.6910253389531,41132.63175762184,6131.350396186903
sync,276,633.3335102383021,21.692436905471304,41130.66493759422,6130.87868981255
sync,277,633.2879497592119,21.69384547626439,41128.6991558772,6130.4075193825465
sync,278,633.2424463653812,21.695251025783566,41126.73499348457,6129.936886230774
sync,279,633.1970003094995,21.696653547062635,41124.772546383785,6129.466792426983
sync,280,633.15159916345,21.69805301574609,41122.81169153387,6128.997239169031
sync,281,633.1062610844356,21.699449421770087,41120.8526046819,6128.528227724148
sync,282,633.0609832347216,21.700842750124128,41118.894899889565,6128.059759937283
sync,283,633.0157545076927,21.70223298221951,41116.938631696416,6127.591837918797
sync,284,632.9705688449317,21.703620107593753,41114.98385144998,6127.124461939619
sync,285,632.9254415052637,21.70500411108973,41113.03049394657,6126.657633370737
sync,286,632.8803704290823,21.706384977693336,41111.078568585144,6126.19135306237
sync,287,632.8353511446945,21.707762695618044,41109.12828306734,6125.72562422712
sync,288,632.7903923810069,21.70913725473792,41107.17929619785,6125.260445224201
sync,289,632.7454758354819,21.710508634009038,41105.23153793518,6124.795820281415
sync,290,632.70060337609,21.71187683244571,41103.28496955457,6124.3317475534495
sync,291,632.6557891002692,21.71324183014123,41101.33988266508,6123.868230175279
sync,292,632.61102820544,21.714603619507884,41099.39644318213,6123.40526688959
sync,293,632.5663206044953,21.715962184212795,41097.454833788426,6122.942861749545
sync,294,632.5216569096292,21.71731752074963,41095.51428639141,6122.48101411446
sync,295,632.4770491813902,21.718669611612313,41093.57488689099,6122.019724531319
sync,296,632.4324754125795,21.720018452199994,41091.63683376499,6121.558993824687
sync,297,632.3879599314505,21.72136402673124,41089.70051400778,6121.098823117846
sync,298,632.3435026661546,21.722706331186178,41087.765891236355,6120.6392147468505
sync,299,632.2990947287602,21.724045352273556,41085.8326007533,6120.180166499471
sync,300,632.254732709774,21.725381080425205,41083.900345558686,6119.721681774161
sync,301,632.2104028872267,21.726713509396443,41081.96936763351,6119.263759191893
sync,302,632.1661443596662,21.728042630338244,41080.03983016357,6118.806401651668
sync,303,632.121912946728,21.72936843446278,41078.1119287154,6118.3496071573545
sync,304,632.0777523597875,21.730690912853944,41076.18545219934,6117.893379071365
sync,305,632.0336277869895,21.732010057156064,41074.26033117332,6117.43771518371
sync,306,631.9895490725708,21.73332585904179,41072.33618714564,6116.982618042623
sync,307,631.9455045023221,21.734638315841238,41070.41351518194,6116.528087674259
sync,308,631.9015191226825,21.73594741623866,41068.49221187043,6116.074124819056
sync,309,631.8575848560063,21.73725315390478,41066.57243852367,6115.620728302022
sync,310,631.8136851686726,21.738555524916517,41064.65418395345,6115.167899862381
sync,311,631.7698441230763,21.739854520155156,41062.73686178727,6114.715640152247
sync,312,631.7260371899871,21.74115013296483,41060.820905524866,6114.263949940824
sync,313,631.6822825591137,21.742442359723704,41058.90592590954,6113.81282802607
sync,314,631.6385672040142,21.74373119216366,41056.992692979475,6113.362274802754
sync,315,631.5949038193927,21.74501662798898,41055.08063883942,6112.912290918615
sync,316,631.5512841589787,21.74629865909297,41053.17003467266,6112.462877678167
sync,317,631.5077071318126,21.747577281000336,41051.26025505303,6112.01403462793
sync,318,631.4641681721268,21.748852491210187,41049.35190410241,6111.565760910968
sync,319,631.4206816442114,21.750124281721586,41047.44505681329,6111.118057867222
sync,320,631.3772291138084,21.751392647788794,41045.53961003449,6110.670925250382
sync,321,631.3338266564074,21.752657591094927,41043.635695790064,6110.224362923706
sync,322,631.2904707891857,21.75391910053318,41041.73296926105,6109.778371313978
sync,323,631.2471594181786,21.755177173927606,41039.83150955492,6109.332951226983
sync,324,631.2038764901677,21.75643181144186,41037.93130442407,6108.888101534354
sync,325,631.1606440921854,21.7576830046792,41036.0323309796,6108.443822595006
sync,326,631.1174556757911,21.758930752231947,41034.1346085028,6108.000113765109
sync,327,631.0743067228002,21.760175052468586,41032.238347242106,6107.556977074658
sync,328,631.0312133664867,21.761415900770423,41030.343179448566,6107.114409613656
sync,329,630.9881471465675,21.762653294502453,41028.44906106257,6106.672414279902
sync,330,630.9451146207153,21.76388722972117,41026.55594473333,6106.230988604723
sync,331,630.9021320426662,21.76511770739255,41024.66415222074,6105.790134143163
sync,332,630.8591948229623,21.766344719855155,41022.773787581486,6105.349848395404
sync,333,630.8162973726595,21.767568272066367,41020.885081788896,6104.9101340443785
sync,334,630.7734332557361,21.768788353131082,41018.997265284204,6104.470990253206
sync,335,630.7306178215472,21.77000497256808,41017.1104327492,6104.032414927272
sync,336,630.6878247898071,21.771218118262375,41015.224756282914,6103.594409665536
sync,337,630.6450806601279,21.772427793622526,41013.34061480602,6103.156973211536
sync,338,630.6023845063919,21.773633995468632,41011.45802311074,6102.720107610393
sync,339,630.5597276146033,21.774836725580386,41009.576581193614,6102.283808489557
sync,340,630.517107166977,21.77603597888905,41007.69599744465,6101.8480796606045
sync,341,630.4745077736934,21.777231756462925,41005.81652468897,6101.412917864152
sync,342,630.4319739135457,21.77842405860051,41003.938341837464,6100.9783255997845
sync,343,630.3894544510132,21.779612880859858,41002.06160496636,6100.544298874997
sync,344,630.3469987431731,21.780798227100874,41000.18612326928,6100.110841014173
sync,345,630.3045684166199,21.781980094877383,40998.31186727946,6099.677948977793
sync,346,630.2621736472437,21.783158483962854,40996.438409918,6099.245623911038
sync,347,630.2198052270937,21.784333393686442,40994.56625922931,6098.813864806048
sync,348,630.1774868788295,21.785504825534115,40992.695312000804,6098.382672134147
sync,349,630.1352086620724,21.78667277856795,40990.82572380646,6097.95204367314
sync,350,630.0929594509752,21.787837252563236,40988.957509378706,6097.521979849909
sync,351,630.0507579395503,21.7889982492553,40987.09006479337,6097.092480736151
sync,352,630.0085818248219,21.790155767357668,40985.223841866886,6096.663546300621
sync,353,629.9664475023684,21.791309807361245,40983.35845049447,6096.235174973912
