cycle,sweep,cycle_start_residual,current_residual,residual_ratio,outer_sample,ratio_target
1,90,7276196.130319717,1742899844.1109605,239.53447830362114,75,1.0
1,91,7276196.130319717,604362250.1998392,83.06019235538163,75,1.0
1,92,7276196.130319717,1883401327.8584888,258.84422219054886,75,1.0
1,93,7276196.130319717,740463240.0503587,101.76515679186654,75,1.0
1,94,7276196.130319717,1207543042.6252413,165.95801171348876,75,1.0
1,95,7276196.130319717,50812834.66376821,6.983433892337298,75,1.0
1,96,7276196.130319717,1224045411.2142062,168.2260056341309,75,1.0
1,97,7276196.130319717,368622805.80767787,50.66147190173123,75,1.0
1,98,7276196.130319717,1214756461.3610382,166.94938393691453,75,1.0
1,99,7276196.130319717,202325847.60340413,27.806541217370114,75,1.0
1,100,7276196.130319717,1189774395.7279882,163.51598753230823,75,1.0
1,101,7276196.130319717,272791921.5571213,37.49100720641717,75,1.0
1,102,7276196.130319717,1023448601.6820517,140.65709380996046,75,1.0
1,103,7276196.130319717,106810727.24310163,14.679473358067431,75,1.0
1,104,7276196.130319717,980321747.006803,134.7299783360468,75,1.0
1,105,7276196.130319717,185148013.88500398,25.44571511940107,75,1.0
1,106,7276196.130319717,904010268.8795198,124.24215245003263,75,1.0
1,107,7276196.130319717,24632101.64074497,3.3852992964419486,75,1.0
1,108,7276196.130319717,920802484.9265463,126.54998139612904,75,1.0
1,109,7276196.130319717,81433530.70428136,11.191772355468812,75,1.0
1,110,7276196.130319717,828438317.8271735,113.85596305947456,75,1.0
1,111,7276196.130319717,26586533.80845136,3.653905602910561,75,1.0
1,112,7276196.130319717,758885094.1441886,104.29695414365405,75,1.0
1,113,7276196.130319717,22180866.433810376,3.0484151384242226,75,1.0
1,114,7276196.130319717,642674909.6095049,88.32567155955232,75,1.0
1,115,7276196.130319717,74979625.84026025,10.304783501893542,75,1.0
1,116,7276196.130319717,641817705.6164358,88.20786220178952,75,1.0
1,117,7276196.130319717,116158979.23101588,15.964245211448393,75,1.0
1,118,7276196.130319717,586977236.8122141,80.67089263389911,75,1.0
1,119,7276196.130319717,112847806.93650478,15.509176074332432,75,1.0
1,120,7276196.130319717,549725556.2841897,75.55122847685452,75,1.0
1,121,7276196.130319717,171446573.69362926,23.562665247465763,75,1.0
1,122,7276196.130319717,480655745.12812376,66.05865709491309,75,1.0
1,123,7276196.130319717,173505237.51772663,23.84559657411307,75,1.0
