config,direct_opt,best_outer,best_objective,best_gap,final_outer,final_objective,final_gap,final_e_rel
outer20_c1_k100_message_conditioned_information,107.91906057406523,12,4625.195516866373,4517.276456292308,20,18730.305112568833,18622.386051994767,0.9599012919696914
outer20_c2_k50_message_conditioned_information,107.91906057406523,18,996.8699955472224,888.9509349731571,20,410265.5498127856,410157.6307522115,1.3631619204288492
outer20_c2_k100_message_conditioned_information,107.91906057406523,17,114.37363762961262,6.454577055547389,20,256.25215621593634,148.33309564187113,0.970506781100709
outer20_c3_k100_message_conditioned_information,107.91906057406523,19,109.57278813537108,1.6537275613058569,20,587.6207939734431,479.70173339937793,0.5797173644586013
outer20_c5_k100_message_conditioned_information,107.91906057406523,9,115.63266794843574,7.713607374370511,20,3411.8632445712124,3303.9441839971473,0.6965815856892206
outer12_c5_k50_message_conditioned_information,107.91906057406523,5,125.73759604967736,17.818535475612137,12,495720959044.1767,495720958936.2576,3571.4742036202156
