outer_sample,k,max_cycles,outer_start_objective,direct_optimum_objective,exact_after_objective,exact_gap_to_direct_optimum,exact_step_norm,first_cycle_below_outer_start,best_cycle,best_cycle_objective,best_gap_to_direct_optimum,best_pre_residual_ratio,best_post_residual_ratio
12,100,20,30281.256154506722,107.91906057403602,130.37728824984515,22.458227675809127,16.07270065397081,None,7,2666970713.11445,2666970605.1953893,1.1275481968167578,1.127548452280417
12,200,20,30281.256154506722,107.91906057403602,130.37728824984515,22.458227675809127,16.07270065397081,None,5,273321847.479798,273321739.56073743,0.05761173078799046,0.057611834507183976
12,300,20,30281.256154506722,107.91906057403602,130.37728824984515,22.458227675809127,16.07270065397081,None,3,937432014.9031227,937431906.9840621,0.15213231981096625,0.15213231776165564
