step_name,c,k,beta,after_step_objective,after_step_xrel,after_exact_followup_objective,after_exact_followup_xrel,candidate_e_rel_to_exact,candidate_linear_residual,raw_full_step_objective
objective_step,2,300,0.5,107.9379156604909,0.005228904192369535,107.9276861335896,9.98149982599497e-07,0.6751891055916381,3713005.263669911,109.64756343883562
geometry_step,5,50,1.0,11619.053011417725,0.0009167621940031661,107.92212225424059,8.225559560334096e-06,0.14647837139908426,341227711.16179425,11619.053011417725
balanced_step,5,200,1.0,109.31906317339153,0.0027288821205851844,107.9787681000964,3.2292440102080102e-06,0.43626337850842223,4165829.321532082,109.31906317339153
