outer,nonlinear_objective,linear_step_norm,linear_residual_norm,relative_objective_improvement
0,3350168.410825497,,,
1,902153322.0538718,699.3488142897845,0.001431575703154367,268.2859616068008
2,4712688.29331331,34.980999709860846,0.00022406731799749422,0.9947761780862435
3,109.13274693353951,1.4030420782813426,1.732033833613413e-06,0.9999768427826876
