outer,nonlinear_objective,mean_pose_log_error,rms_translation_error,rms_angle_error,inner_cycles,pre_sweeps,e_hat_norm,e_star_norm,e_rel_to_exact,linear_residual_exact,linear_residual_approx,next_pose_gap_to_exact,next_objective_gap_to_exact,num_groups,coarse_dim
0,602585.0441299444,87.92730695372335,100.07173463021118,0.3696037132425942,,,,,,,,,,,
1,26984.73423915783,32.13924974999915,36.37492852261194,0.20404841581454133,2,50,2179.521820352695,2874.4924959512828,0.38345569214728037,6.298940042082192e-11,300.7557766538496,45.870197685659825,-57351.456553823766,25,100
2,1194.901584285639,44.948631773604816,54.63589917558245,0.26064255367861766,2,50,1154.1706625209417,1297.4832557244795,0.33448718304420383,2.2894937738983673e-11,243.11259629388044,17.06621892621678,-251.55414494512138,25,100
3,602.6410466609077,44.922216195463086,50.09807423329632,0.24307305907818558,2,50,312.24506116468405,457.8144117522756,0.42329165180550965,6.081608119983151e-12,49.69598009335172,8.273732920997638,3.154319982482889,25,100
4,594.8229825752529,47.98614225628607,53.423981443977894,0.2448251006461684,2,50,130.8724723056378,199.80764292429274,0.4621666291200528,3.454700650509801e-12,28.627431939499626,3.7672540700701918,1.884229607253019,25,100
5,593.394597876784,48.353195237040026,53.686587600398276,0.24188251845937314,2,50,42.672799322361016,92.08978320276492,0.5690540093132667,1.4332195195053215e-12,15.227469563577955,2.028877111874074,0.551185397943641,25,100
6,593.1827518208954,48.46561314653371,53.81341665178191,0.2403414375402032,2,50,17.63660061133837,52.162402352062806,0.7715574269148036,6.384446012740789e-13,12.96888369853317,1.387149152985053,0.3454361488269342,25,100
7,593.1380742992046,48.46091763856574,53.81856406209144,0.23949141057159587,2,50,7.392995203558523,40.141799974658774,0.9148774639225178,4.2281108509752637e-13,12.5675143814594,1.1923988778846422,0.3012130785592717,25,100
8,593.1257951826178,48.44717871206613,53.813315546427816,0.23909288495810854,2,50,3.15348167025689,36.676457732776115,0.9795889872441337,3.792109951776627e-13,12.434283756346785,1.1539777405578489,0.28900891223338476,25,100
9,593.1220223173697,48.43792380025933,53.809423529212076,0.23891817417125072,2,50,1.3587978330795927,35.90502590110055,0.9973735476319792,3.232500756353012e-13,12.382598574740737,1.1507701145303115,0.28525357715523114,25,100
10,593.1209508190685,48.4313602768368,53.805566055430134,0.2388405766647417,2,50,0.5890689399938998,35.81463070353086,1.0007178090742106,3.6054274103340186e-13,12.366459437491566,1.1525280646596372,0.2841867316897151,25,100
11,593.1205520181771,48.43128237203646,53.80787420047594,0.23881956499967344,2,50,0.2858280871151851,35.82532990624028,1.0026443019142062,4.0106517778485996e-13,12.3520385678658,1.1557293710327092,0.2837890176815563,25,100
12,593.1205929381442,48.43217685077183,53.810042964501875,0.2388153780893634,2,50,0.13649185265140132,35.91456813226628,1.001513537983205,3.4912624392181047e-13,12.351246553414896,1.1575059875596851,0.28382972452834565,25,100
13,593.1207724961979,48.43039853267463,53.808341857673675,0.23880809580599185,2,50,0.062297826430106513,35.98074879527657,1.0000936801987836,3.415216087787254e-13,12.358094206691508,1.15743083900456,0.28400913383927673,25,100
14,593.1207167587569,48.43207650918046,53.8108489842932,0.2388134797194732,2,50,0.07943481482630892,35.972502630961635,1.0013731162344053,3.3570616589380744e-13,12.35216323616197,1.1586064923727726,0.28395337170991297,25,100
15,593.1208298995807,48.43240101259698,53.811331967449696,0.23881508087661207,2,50,0.017517405604521502,36.02077904565659,1.000224818516043,3.7517548486461594e-13,12.355645090596871,1.1587316921488784,0.2840662251610411,25,100
16,593.1208967899512,48.4318772623901,53.81074573834384,0.238813775454764,2,50,0.015025925625475573,36.03436446905203,0.9999432581888598,3.8686272712786355e-13,12.358040427876844,1.1586435231660928,0.2841330640721935,25,100
17,593.1208782919398,48.43250168481727,53.81159943903787,0.23881609824478617,2,50,0.023773975677693553,36.02920864807958,1.0003832791271645,3.8715073440915936e-13,12.356097672984642,1.1589817998206824,0.28411455241484873,25,100
18,593.1208909527053,48.43336822026521,53.81265255591539,0.23881885225247784,2,50,0.025839847895386295,36.04018319079878,1.000215723783597,3.252518063688416e-13,12.355809396640334,1.1592369035285655,0.2841270836192962,25,100
19,593.120977947117,48.43176275885204,53.810629538872355,0.2388140007125734,2,50,0.05187757374985137,36.05719504947537,0.9994046074369903,3.708075214203464e-13,12.360839188970498,1.158505996862543,0.28421409605755343,25,100
20,593.1209192966215,48.431977165461944,53.81100289081075,0.23881451666781334,2,50,0.01422286235090807,36.03590304970819,1.0003016263462645,3.7639709168410176e-13,12.35741417343784,1.158968120856838,0.28415553084278145,25,100
