base_label,c,k,cycle,cycle_start_linear_residual,pre_linear_residual,post_linear_residual,pre_residual_ratio_vs_cycle_start,post_residual_ratio_vs_cycle_start,cycle_start_objective,pre_objective,post_objective,delta_z_norm,delta_e_norm,e_post_norm,e_rel_to_exact
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,2,100,1,32514459.85889554,334295415.93011403,334295532.51181704,10.2814383932832,10.28144197881725,208.36310037806194,10715.320589082556,10637.846909853333,2.33071479968929,2.33071479968929,1.7601761480556462,1.1807991234924868
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,2,100,2,334295532.51181704,36838617.57150613,36838618.472431816,0.11019775614322311,0.1101977588382208,10637.846909853333,237.8462795542222,234.3967479601111,4.615025704551231,4.615025704551231,0.6123442499427022,1.0371485043549673
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,2,200,1,32514459.85889554,119124652.4178405,119124680.0902287,3.663743852267917,3.6637447033473545,208.36310037806194,1447.1412097747866,1439.5270749260042,1.473319683123218,1.4733196831232185,0.9302354602826697,1.0874431944093992
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,2,200,2,119124680.0902287,22399300.88084476,22399302.685539298,0.18803241162015158,0.18803242676977916,1439.5270749260042,154.16005878961323,154.3447802648475,2.9888610712229293,2.9888610712229293,0.3811717505059413,0.9643414039724441
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,2,300,1,32514459.85889554,48461989.50448841,48462002.53592201,1.4904749983484602,1.4904753991373296,208.36310037806194,330.1124668969882,328.13641113850446,1.0219067101453883,1.0219067101453883,0.5301002238511475,1.0404750334337058
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,2,300,2,48462002.53592201,12679198.954725094,12679199.72569949,0.2616317587232751,0.26163177463211823,328.13641113850446,122.59421012240745,122.71899843420331,2.1376077775781743,2.1376077775781743,0.5351773649629055,0.92784248594243
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,3,50,1,32514459.85889554,5452427311.1069355,5452423681.684545,167.6923847041925,167.69227307932138,208.36310037806194,330876117.79002976,330511370.7564218,3.2580175858429943,3.258017585842994,6.825861688720945,1.537068460547708
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,3,50,2,5452423681.684545,130772074.94321723,130772074.57778479,0.023984210064690856,0.02398420999766884,330511370.7564218,1855.8117804438132,1936.0197537996116,6.229741182708376,6.229741182708376,1.2361372577066585,1.107314513342171
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,3,50,3,130772074.57778479,468680516.51322275,468680598.0926752,3.583949539887784,3.5839501637170894,1936.0197537996116,21633.080094560843,20986.17089271946,9.375429441725835,9.375429441725833,0.6415971234496973,1.071184010804396
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,3,100,1,32514459.85889554,334295415.93011403,334295532.51181704,10.2814383932832,10.28144197881725,208.36310037806194,10715.320589082556,10637.846909853333,2.33071479968929,2.33071479968929,1.7601761480556462,1.1807991234924868
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,3,100,2,334295532.51181704,36838617.57150613,36838618.472431816,0.11019775614322311,0.1101977588382208,10637.846909853333,237.8462795542222,234.3967479601111,4.615025704551231,4.615025704551231,0.6123442499427022,1.0371485043549673
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,3,100,3,36838618.472431816,90831374.11242895,90831393.38137949,2.4656563649476326,2.465656888011508,234.3967479601111,903.304968512466,873.0771208204426,6.488317128383124,6.488317128383124,0.3749329637752174,0.9661262845859955
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,3,200,1,32514459.85889554,119124652.4178405,119124680.0902287,3.663743852267917,3.6637447033473545,208.36310037806194,1447.1412097747866,1439.5270749260042,1.473319683123218,1.4733196831232185,0.9302354602826697,1.0874431944093992
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,3,200,2,119124680.0902287,22399300.88084476,22399302.685539298,0.18803241162015158,0.18803242676977916,1439.5270749260042,154.16005878961323,154.3447802648475,2.9888610712229293,2.9888610712229293,0.3811717505059413,0.9643414039724441
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,3,200,3,22399302.685539298,10742905.499938598,10742909.673865138,0.47960892581152,0.4796091121533271,154.3447802648475,120.16689715260222,119.09119224864303,3.893618969222225,3.893618969222225,0.905563348823383,0.874111881940067
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,4,100,1,32514459.85889554,334295415.93011403,334295532.51181704,10.2814383932832,10.28144197881725,208.36310037806194,10715.320589082556,10637.846909853333,2.33071479968929,2.33071479968929,1.7601761480556462,1.1807991234924868
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,4,100,2,334295532.51181704,36838617.57150613,36838618.472431816,0.11019775614322311,0.1101977588382208,10637.846909853333,237.8462795542222,234.3967479601111,4.615025704551231,4.615025704551231,0.6123442499427022,1.0371485043549673
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,4,100,3,36838618.472431816,90831374.11242895,90831393.38137949,2.4656563649476326,2.465656888011508,234.3967479601111,903.304968512466,873.0771208204426,6.488317128383124,6.488317128383124,0.3749329637752174,0.9661262845859955
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,4,100,4,90831393.38137949,84759315.62354593,84759333.52588773,0.9331500097952,0.9331502068894109,873.0771208204426,733.6053228838734,782.3658830146842,10.107598487735677,10.107598487735679,1.3568567699112541,0.8136170327298474
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,4,200,1,32514459.85889554,119124652.4178405,119124680.0902287,3.663743852267917,3.6637447033473545,208.36310037806194,1447.1412097747866,1439.5270749260042,1.473319683123218,1.4733196831232185,0.9302354602826697,1.0874431944093992
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,4,200,2,119124680.0902287,22399300.88084476,22399302.685539298,0.18803241162015158,0.18803242676977916,1439.5270749260042,154.16005878961323,154.3447802648475,2.9888610712229293,2.9888610712229293,0.3811717505059413,0.9643414039724441
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,4,200,3,22399302.685539298,10742905.499938598,10742909.673865138,0.47960892581152,0.4796091121533271,154.3447802648475,120.16689715260222,119.09119224864303,3.893618969222225,3.893618969222225,0.905563348823383,0.874111881940067
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,4,200,4,10742909.673865138,7553429.645391071,7553432.176123032,0.7031083639999982,0.7031085995723001,119.09119224864303,113.56783463916292,114.3143921414424,6.005532748233761,6.005532748233761,1.645439359139877,0.766196976658581
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,5,100,1,32514459.85889554,334295415.93011403,334295532.51181704,10.2814383932832,10.28144197881725,208.36310037806194,10715.320589082556,10637.846909853333,2.33071479968929,2.33071479968929,1.7601761480556462,1.1807991234924868
intel_g2o_adaptive_rule_bridge_v3_message_conditioned_information_outer20_trajectories_pose_history_completed_outer16,5,100,2,334295532.51181704,36838617.57150613,36838618.472431816,0.11019775614322311,0.1101977588382208,10637.846909853333,237.8462795542222,234.3967479601111,4.615025704551231,4.615025704551231,0.6123442499427022,1.0371485043549673
